,ID,ID_degree,center_year,window,bin
77,4928,17,1999,5,"(1.01, 1.26]"
78,5123,1,1999,5,"(-0.24, 0.01]"
79,5404,41,1999,5,"(1.51, 1.76]"
80,5685,7,1999,5,"(0.76, 1.01]"
81,5693,1,1999,5,"(-0.24, 0.01]"
82,5735,11,1999,5,"(1.01, 1.26]"
83,5883,10,1999,5,"(0.76, 1.01]"
84,5958,13,1999,5,"(1.01, 1.26]"
85,7145,1,1999,5,"(-0.24, 0.01]"
86,7301,1,1999,5,"(-0.24, 0.01]"
87,7566,20,1999,5,"(1.26, 1.51]"
88,7657,5,1999,5,"(0.51, 0.76]"
89,7756,1,1999,5,"(-0.24, 0.01]"
90,8028,2,1999,5,"(0.26, 0.51]"
91,8036,2,1999,5,"(0.26, 0.51]"
92,8101,29,1999,5,"(1.26, 1.51]"
93,8135,15,1999,5,"(1.01, 1.26]"
94,8192,4,1999,5,"(0.51, 0.76]"
95,8218,2,1999,5,"(0.26, 0.51]"
96,8259,17,1999,5,"(1.01, 1.26]"
97,8309,1,1999,5,"(-0.24, 0.01]"
98,8317,32,1999,5,"(1.26, 1.51]"
99,8333,9,1999,5,"(0.76, 1.01]"
100,8382,14,1999,5,"(1.01, 1.26]"
101,8564,3,1999,5,"(0.26, 0.51]"
102,8572,8,1999,5,"(0.76, 1.01]"
103,8622,9,1999,5,"(0.76, 1.01]"
104,8705,3,1999,5,"(0.26, 0.51]"
105,8846,1,1999,5,"(-0.24, 0.01]"
106,8861,3,1999,5,"(0.26, 0.51]"
107,8911,1,1999,5,"(-0.24, 0.01]"
108,8960,1,1999,5,"(-0.24, 0.01]"
109,8978,5,1999,5,"(0.51, 0.76]"
110,8986,2,1999,5,"(0.26, 0.51]"
111,8994,7,1999,5,"(0.76, 1.01]"
112,9042,5,1999,5,"(0.51, 0.76]"
113,9059,161,1999,5,"(2.01, 2.26]"
114,9091,13,1999,5,"(1.01, 1.26]"
115,9182,2,1999,5,"(0.26, 0.51]"
116,9216,8,1999,5,"(0.76, 1.01]"
117,9232,15,1999,5,"(1.01, 1.26]"
118,9240,3,1999,5,"(0.26, 0.51]"
119,9257,4,1999,5,"(0.51, 0.76]"
120,9323,20,1999,5,"(1.26, 1.51]"
121,9331,23,1999,5,"(1.26, 1.51]"
122,9349,1,1999,5,"(-0.24, 0.01]"
123,9356,14,1999,5,"(1.01, 1.26]"
124,9414,1,1999,5,"(-0.24, 0.01]"
125,9430,3,1999,5,"(0.26, 0.51]"
126,9489,1,1999,5,"(-0.24, 0.01]"
127,9521,20,1999,5,"(1.26, 1.51]"
128,9554,6,1999,5,"(0.76, 1.01]"
129,9604,1,1999,5,"(-0.24, 0.01]"
130,9612,1,1999,5,"(-0.24, 0.01]"
131,9638,23,1999,5,"(1.26, 1.51]"
132,9653,11,1999,5,"(1.01, 1.26]"
133,9679,3,1999,5,"(0.26, 0.51]"
134,9695,25,1999,5,"(1.26, 1.51]"
135,9703,35,1999,5,"(1.51, 1.76]"
136,9711,5,1999,5,"(0.51, 0.76]"
137,9729,42,1999,5,"(1.51, 1.76]"
138,9737,4,1999,5,"(0.51, 0.76]"
139,9786,85,1999,5,"(1.76, 2.01]"
140,9893,28,1999,5,"(1.26, 1.51]"
141,10131,7,1999,5,"(0.76, 1.01]"
142,10156,3,1999,5,"(0.26, 0.51]"
143,10172,11,1999,5,"(1.01, 1.26]"
144,10180,4,1999,5,"(0.51, 0.76]"
145,10206,4,1999,5,"(0.51, 0.76]"
146,10222,16,1999,5,"(1.01, 1.26]"
147,10578,14,1999,5,"(1.01, 1.26]"
148,10602,4,1999,5,"(0.51, 0.76]"
149,10669,1,1999,5,"(-0.24, 0.01]"
150,10818,2,1999,5,"(0.26, 0.51]"
151,10883,56,1999,5,"(1.51, 1.76]"
152,10933,5,1999,5,"(0.51, 0.76]"
153,10990,38,1999,5,"(1.51, 1.76]"
154,11030,353,1999,5,"(2.51, 2.76]"
155,11089,1,1999,5,"(-0.24, 0.01]"
156,11154,6,1999,5,"(0.76, 1.01]"
157,11188,2,1999,5,"(0.26, 0.51]"
158,11246,2,1999,5,"(0.26, 0.51]"
159,11329,1,1999,5,"(-0.24, 0.01]"
160,11428,18,1999,5,"(1.01, 1.26]"
161,11436,10,1999,5,"(0.76, 1.01]"
162,11592,1,1999,5,"(-0.24, 0.01]"
163,11634,4,1999,5,"(0.51, 0.76]"
164,11642,3,1999,5,"(0.26, 0.51]"
165,11675,1,1999,5,"(-0.24, 0.01]"
166,11683,1,1999,5,"(-0.24, 0.01]"
167,11709,1,1999,5,"(-0.24, 0.01]"
168,11717,2,1999,5,"(0.26, 0.51]"
169,11725,1,1999,5,"(-0.24, 0.01]"
170,11808,8,1999,5,"(0.76, 1.01]"
171,12038,1,1999,5,"(-0.24, 0.01]"
172,12087,4,1999,5,"(0.51, 0.76]"
173,12236,2,1999,5,"(0.26, 0.51]"
174,12269,1,1999,5,"(-0.24, 0.01]"
175,12277,55,1999,5,"(1.51, 1.76]"
176,12475,1,1999,5,"(-0.24, 0.01]"
177,12483,6,1999,5,"(0.76, 1.01]"
178,12533,5,1999,5,"(0.51, 0.76]"
179,12772,4,1999,5,"(0.51, 0.76]"
180,12871,2,1999,5,"(0.26, 0.51]"
181,12921,1,1999,5,"(-0.24, 0.01]"
182,12939,1,1999,5,"(-0.24, 0.01]"
183,13325,7,1999,5,"(0.76, 1.01]"
184,13390,1,1999,5,"(-0.24, 0.01]"
185,13424,8,1999,5,"(0.76, 1.01]"
186,13473,2,1999,5,"(0.26, 0.51]"
187,13481,1,1999,5,"(-0.24, 0.01]"
188,13713,1241,1999,5,"(3.01, 3.26]"
189,13853,40,1999,5,"(1.51, 1.76]"
190,13937,5,1999,5,"(0.51, 0.76]"
191,13994,2,1999,5,"(0.26, 0.51]"
192,14034,12,1999,5,"(1.01, 1.26]"
193,14042,6,1999,5,"(0.76, 1.01]"
194,14166,10,1999,5,"(0.76, 1.01]"
195,14182,5,1999,5,"(0.51, 0.76]"
196,14398,30,1999,5,"(1.26, 1.51]"
197,14414,27,1999,5,"(1.26, 1.51]"
198,14471,12,1999,5,"(1.01, 1.26]"
199,14497,11,1999,5,"(1.01, 1.26]"
200,14539,1,1999,5,"(-0.24, 0.01]"
201,14596,9,1999,5,"(0.76, 1.01]"
202,14703,7,1999,5,"(0.76, 1.01]"
203,14729,1,1999,5,"(-0.24, 0.01]"
204,14737,17,1999,5,"(1.01, 1.26]"
205,15148,6,1999,5,"(0.76, 1.01]"
206,15163,2,1999,5,"(0.26, 0.51]"
207,15288,10,1999,5,"(0.76, 1.01]"
208,15338,1,1999,5,"(-0.24, 0.01]"
209,15460,4,1999,5,"(0.51, 0.76]"
210,15601,1,1999,5,"(-0.24, 0.01]"
211,17102,1,1999,5,"(-0.24, 0.01]"
212,17482,12,1999,5,"(1.01, 1.26]"
213,17607,11,1999,5,"(1.01, 1.26]"
214,17631,1,1999,5,"(-0.24, 0.01]"
215,18050,2,1999,5,"(0.26, 0.51]"
216,18563,11,1999,5,"(1.01, 1.26]"
217,18746,1,1999,5,"(-0.24, 0.01]"
218,18753,1,1999,5,"(-0.24, 0.01]"
219,18829,5,1999,5,"(0.51, 0.76]"
220,18845,3,1999,5,"(0.26, 0.51]"
221,18852,6,1999,5,"(0.76, 1.01]"
222,18860,5,1999,5,"(0.51, 0.76]"
223,18910,1,1999,5,"(-0.24, 0.01]"
224,18928,2,1999,5,"(0.26, 0.51]"
225,18993,1,1999,5,"(-0.24, 0.01]"
226,19033,7,1999,5,"(0.76, 1.01]"
227,19058,4,1999,5,"(0.51, 0.76]"
228,19066,4,1999,5,"(0.51, 0.76]"
229,19074,7,1999,5,"(0.76, 1.01]"
230,19116,3,1999,5,"(0.26, 0.51]"
231,19132,24,1999,5,"(1.26, 1.51]"
232,19181,2,1999,5,"(0.26, 0.51]"
233,19199,1,1999,5,"(-0.24, 0.01]"
234,19207,8,1999,5,"(0.76, 1.01]"
235,19298,15,1999,5,"(1.01, 1.26]"
236,19314,7,1999,5,"(0.76, 1.01]"
237,19330,1,1999,5,"(-0.24, 0.01]"
238,19348,13,1999,5,"(1.01, 1.26]"
239,19363,3,1999,5,"(0.26, 0.51]"
240,19413,33,1999,5,"(1.51, 1.76]"
241,19439,1,1999,5,"(-0.24, 0.01]"
242,19470,19,1999,5,"(1.26, 1.51]"
243,19496,2,1999,5,"(0.26, 0.51]"
244,19611,2,1999,5,"(0.26, 0.51]"
245,19629,26,1999,5,"(1.26, 1.51]"
246,19660,10,1999,5,"(0.76, 1.01]"
247,19736,4,1999,5,"(0.51, 0.76]"
248,20023,16,1999,5,"(1.01, 1.26]"
249,21013,1,1999,5,"(-0.24, 0.01]"
250,21229,1,1999,5,"(-0.24, 0.01]"
251,21328,8,1999,5,"(0.76, 1.01]"
252,21500,1,1999,5,"(-0.24, 0.01]"
253,21872,35,1999,5,"(1.51, 1.76]"
254,21922,5,1999,5,"(0.51, 0.76]"
255,21971,2,1999,5,"(0.26, 0.51]"
256,22185,1,1999,5,"(-0.24, 0.01]"
257,27135,4,1999,5,"(0.51, 0.76]"
258,27622,1,1999,5,"(-0.24, 0.01]"
259,27705,1,1999,5,"(-0.24, 0.01]"
260,27747,4,1999,5,"(0.51, 0.76]"
261,27762,2,1999,5,"(0.26, 0.51]"
262,30402,2,1999,5,"(0.26, 0.51]"
263,30659,22,1999,5,"(1.26, 1.51]"
264,30725,13,1999,5,"(1.01, 1.26]"
265,30774,6,1999,5,"(0.76, 1.01]"
266,31004,8,1999,5,"(0.76, 1.01]"
267,31012,1,1999,5,"(-0.24, 0.01]"
268,31236,16,1999,5,"(1.01, 1.26]"
269,31244,7,1999,5,"(0.76, 1.01]"
270,31285,1,1999,5,"(-0.24, 0.01]"
271,31749,36,1999,5,"(1.51, 1.76]"
272,31830,7,1999,5,"(0.76, 1.01]"
273,32168,4,1999,5,"(0.51, 0.76]"
274,32473,5,1999,5,"(0.51, 0.76]"
275,32671,2,1999,5,"(0.26, 0.51]"
276,32721,2,1999,5,"(0.26, 0.51]"
277,32812,10,1999,5,"(0.76, 1.01]"
278,32879,10,1999,5,"(0.76, 1.01]"
279,33158,4,1999,5,"(0.51, 0.76]"
280,33166,9,1999,5,"(0.76, 1.01]"
281,33364,7,1999,5,"(0.76, 1.01]"
282,33810,3,1999,5,"(0.26, 0.51]"
283,33877,1,1999,5,"(-0.24, 0.01]"
284,33901,16,1999,5,"(1.01, 1.26]"
285,33968,7,1999,5,"(0.76, 1.01]"
286,34016,21,1999,5,"(1.26, 1.51]"
287,34131,1,1999,5,"(-0.24, 0.01]"
288,34495,56,1999,5,"(1.51, 1.76]"
289,34602,2,1999,5,"(0.26, 0.51]"
290,34677,5,1999,5,"(0.51, 0.76]"
291,35161,4,1999,5,"(0.51, 0.76]"
292,35559,10,1999,5,"(0.76, 1.01]"
293,35716,29,1999,5,"(1.26, 1.51]"
294,35880,1,1999,5,"(-0.24, 0.01]"
295,36060,14,1999,5,"(1.01, 1.26]"
296,36078,17,1999,5,"(1.01, 1.26]"
297,36250,2,1999,5,"(0.26, 0.51]"
298,36342,1,1999,5,"(-0.24, 0.01]"
299,36805,5,1999,5,"(0.51, 0.76]"
300,36870,7,1999,5,"(0.76, 1.01]"
301,37068,2,1999,5,"(0.26, 0.51]"
302,37084,2,1999,5,"(0.26, 0.51]"
303,37274,16,1999,5,"(1.01, 1.26]"
304,37290,2,1999,5,"(0.26, 0.51]"
305,37373,9,1999,5,"(0.76, 1.01]"
306,37555,36,1999,5,"(1.51, 1.76]"
307,37597,69,1999,5,"(1.76, 2.01]"
308,37894,11,1999,5,"(1.01, 1.26]"
309,37928,5,1999,5,"(0.51, 0.76]"
310,37936,339,1999,5,"(2.51, 2.76]"
311,38090,74,1999,5,"(1.76, 2.01]"
312,38272,5,1999,5,"(0.51, 0.76]"
313,38363,4,1999,5,"(0.51, 0.76]"
314,38397,15,1999,5,"(1.01, 1.26]"
315,38413,7,1999,5,"(0.76, 1.01]"
316,38488,7,1999,5,"(0.76, 1.01]"
317,38629,5,1999,5,"(0.51, 0.76]"
318,38751,2,1999,5,"(0.26, 0.51]"
319,38835,237,1999,5,"(2.26, 2.51]"
320,38942,98,1999,5,"(1.76, 2.01]"
321,39148,4,1999,5,"(0.51, 0.76]"
322,39205,5,1999,5,"(0.51, 0.76]"
323,39320,12,1999,5,"(1.01, 1.26]"
324,39379,1,1999,5,"(-0.24, 0.01]"
325,39486,64,1999,5,"(1.76, 2.01]"
326,39999,1,1999,5,"(-0.24, 0.01]"
327,40039,46,1999,5,"(1.51, 1.76]"
328,40294,2,1999,5,"(0.26, 0.51]"
329,40310,18,1999,5,"(1.01, 1.26]"
330,40336,34,1999,5,"(1.51, 1.76]"
331,40443,3,1999,5,"(0.26, 0.51]"
332,40492,1,1999,5,"(-0.24, 0.01]"
333,40534,16,1999,5,"(1.01, 1.26]"
334,40559,8,1999,5,"(0.76, 1.01]"
335,40617,10,1999,5,"(0.76, 1.01]"
336,40674,2,1999,5,"(0.26, 0.51]"
337,40724,22,1999,5,"(1.26, 1.51]"
338,40856,8,1999,5,"(0.76, 1.01]"
339,40880,3,1999,5,"(0.26, 0.51]"
340,40914,2,1999,5,"(0.26, 0.51]"
341,41011,7,1999,5,"(0.76, 1.01]"
342,41193,5,1999,5,"(0.51, 0.76]"
343,41235,1,1999,5,"(-0.24, 0.01]"
344,41383,6,1999,5,"(0.76, 1.01]"
345,41615,27,1999,5,"(1.26, 1.51]"
346,41631,3,1999,5,"(0.26, 0.51]"
347,41946,2,1999,5,"(0.26, 0.51]"
348,42019,982,1999,5,"(2.76, 3.01]"
349,42084,1,1999,5,"(-0.24, 0.01]"
350,42357,3,1999,5,"(0.26, 0.51]"
351,42613,1,1999,5,"(-0.24, 0.01]"
352,42753,14,1999,5,"(1.01, 1.26]"
353,42969,3,1999,5,"(0.26, 0.51]"
354,43025,5,1999,5,"(0.51, 0.76]"
355,43157,6,1999,5,"(0.76, 1.01]"
356,43249,1,1999,5,"(-0.24, 0.01]"
357,43280,4,1999,5,"(0.51, 0.76]"
358,43348,6,1999,5,"(0.76, 1.01]"
359,43413,2,1999,5,"(0.26, 0.51]"
360,43702,3,1999,5,"(0.26, 0.51]"
361,43751,6,1999,5,"(0.76, 1.01]"
362,43769,2,1999,5,"(0.26, 0.51]"
363,43801,3,1999,5,"(0.26, 0.51]"
364,43827,1,1999,5,"(-0.24, 0.01]"
365,43843,1,1999,5,"(-0.24, 0.01]"
366,43926,5,1999,5,"(0.51, 0.76]"
367,44205,83,1999,5,"(1.76, 2.01]"
368,44247,26,1999,5,"(1.26, 1.51]"
369,44429,60,1999,5,"(1.76, 2.01]"
370,44437,9,1999,5,"(0.76, 1.01]"
371,44486,6,1999,5,"(0.76, 1.01]"
372,44528,400,1999,5,"(2.51, 2.76]"
373,44585,37,1999,5,"(1.51, 1.76]"
374,44601,5,1999,5,"(0.51, 0.76]"
375,44668,1,1999,5,"(-0.24, 0.01]"
376,44767,2,1999,5,"(0.26, 0.51]"
377,44866,3,1999,5,"(0.26, 0.51]"
378,44874,1,1999,5,"(-0.24, 0.01]"
379,44882,1,1999,5,"(-0.24, 0.01]"
380,44908,1,1999,5,"(-0.24, 0.01]"
381,44916,3,1999,5,"(0.26, 0.51]"
382,45046,1,1999,5,"(-0.24, 0.01]"
383,45079,1,1999,5,"(-0.24, 0.01]"
384,45202,106,1999,5,"(2.01, 2.26]"
385,45285,33,1999,5,"(1.51, 1.76]"
386,45301,1,1999,5,"(-0.24, 0.01]"
387,45343,45,1999,5,"(1.51, 1.76]"
388,45350,3,1999,5,"(0.26, 0.51]"
389,45616,1,1999,5,"(-0.24, 0.01]"
390,45640,1,1999,5,"(-0.24, 0.01]"
391,45657,5,1999,5,"(0.51, 0.76]"
392,45756,1,1999,5,"(-0.24, 0.01]"
393,45830,4,1999,5,"(0.51, 0.76]"
394,46275,1,1999,5,"(-0.24, 0.01]"
395,46440,1,1999,5,"(-0.24, 0.01]"
396,46580,2,1999,5,"(0.26, 0.51]"
397,46630,2,1999,5,"(0.26, 0.51]"
398,46655,23,1999,5,"(1.26, 1.51]"
399,46689,7,1999,5,"(0.76, 1.01]"
400,46721,1,1999,5,"(-0.24, 0.01]"
401,46812,9,1999,5,"(0.76, 1.01]"
402,46903,4,1999,5,"(0.51, 0.76]"
403,47091,7,1999,5,"(0.76, 1.01]"
404,47109,18,1999,5,"(1.01, 1.26]"
405,47216,2,1999,5,"(0.26, 0.51]"
406,47521,17,1999,5,"(1.01, 1.26]"
407,47703,6,1999,5,"(0.76, 1.01]"
408,47711,34,1999,5,"(1.51, 1.76]"
409,47752,24,1999,5,"(1.26, 1.51]"
410,47877,5,1999,5,"(0.51, 0.76]"
411,47927,2,1999,5,"(0.26, 0.51]"
412,47935,5,1999,5,"(0.51, 0.76]"
413,48115,34,1999,5,"(1.51, 1.76]"
414,48156,15,1999,5,"(1.01, 1.26]"
415,48321,20,1999,5,"(1.26, 1.51]"
416,48370,4,1999,5,"(0.51, 0.76]"
417,48420,1,1999,5,"(-0.24, 0.01]"
418,48669,1,1999,5,"(-0.24, 0.01]"
419,48743,1,1999,5,"(-0.24, 0.01]"
420,48974,5,1999,5,"(0.51, 0.76]"
421,48990,2,1999,5,"(0.26, 0.51]"
422,49121,1,1999,5,"(-0.24, 0.01]"
423,49154,3,1999,5,"(0.26, 0.51]"
424,49287,1,1999,5,"(-0.24, 0.01]"
425,49402,1,1999,5,"(-0.24, 0.01]"
426,49584,4,1999,5,"(0.51, 0.76]"
427,49832,2,1999,5,"(0.26, 0.51]"
428,49840,51,1999,5,"(1.51, 1.76]"
429,50236,10,1999,5,"(0.76, 1.01]"
430,50319,3,1999,5,"(0.26, 0.51]"
431,50814,1,1999,5,"(-0.24, 0.01]"
432,50871,18,1999,5,"(1.01, 1.26]"
433,50913,1,1999,5,"(-0.24, 0.01]"
434,50947,1,1999,5,"(-0.24, 0.01]"
435,51002,22,1999,5,"(1.26, 1.51]"
436,51077,12,1999,5,"(1.01, 1.26]"
437,51218,51,1999,5,"(1.51, 1.76]"
438,51226,1,1999,5,"(-0.24, 0.01]"
439,51267,4,1999,5,"(0.51, 0.76]"
440,51457,1,1999,5,"(-0.24, 0.01]"
441,51580,3,1999,5,"(0.26, 0.51]"
442,51689,1,1999,5,"(-0.24, 0.01]"
443,51747,1,1999,5,"(-0.24, 0.01]"
444,51838,18,1999,5,"(1.01, 1.26]"
445,52422,10,1999,5,"(0.76, 1.01]"
446,52463,1,1999,5,"(-0.24, 0.01]"
447,52612,1,1999,5,"(-0.24, 0.01]"
448,52760,3,1999,5,"(0.26, 0.51]"
449,52810,5,1999,5,"(0.51, 0.76]"
450,52893,1,1999,5,"(-0.24, 0.01]"
451,53008,4,1999,5,"(0.51, 0.76]"
452,53180,4,1999,5,"(0.51, 0.76]"
453,53198,4,1999,5,"(0.51, 0.76]"
454,53297,1,1999,5,"(-0.24, 0.01]"
455,53487,1,1999,5,"(-0.24, 0.01]"
456,53537,1,1999,5,"(-0.24, 0.01]"
457,53586,2,1999,5,"(0.26, 0.51]"
458,53792,2,1999,5,"(0.26, 0.51]"
459,53800,1,1999,5,"(-0.24, 0.01]"
460,54006,1,1999,5,"(-0.24, 0.01]"
461,54014,164,1999,5,"(2.01, 2.26]"
462,54063,13,1999,5,"(1.01, 1.26]"
463,54428,3,1999,5,"(0.26, 0.51]"
464,54527,2,1999,5,"(0.26, 0.51]"
465,54972,6,1999,5,"(0.76, 1.01]"
466,55078,4,1999,5,"(0.51, 0.76]"
467,55110,3,1999,5,"(0.26, 0.51]"
468,55219,4,1999,5,"(0.51, 0.76]"
469,55284,23,1999,5,"(1.26, 1.51]"
470,55409,1,1999,5,"(-0.24, 0.01]"
471,55573,2,1999,5,"(0.26, 0.51]"
472,55631,1,1999,5,"(-0.24, 0.01]"
473,55672,2,1999,5,"(0.26, 0.51]"
474,55730,7,1999,5,"(0.76, 1.01]"
475,55805,1,1999,5,"(-0.24, 0.01]"
476,55862,1,1999,5,"(-0.24, 0.01]"
477,55946,1,1999,5,"(-0.24, 0.01]"
478,55995,18,1999,5,"(1.01, 1.26]"
479,56357,2,1999,5,"(0.26, 0.51]"
480,56589,3,1999,5,"(0.26, 0.51]"
481,56647,2,1999,5,"(0.26, 0.51]"
482,57108,45,1999,5,"(1.51, 1.76]"
483,57116,3,1999,5,"(0.26, 0.51]"
484,57264,34,1999,5,"(1.51, 1.76]"
485,57454,13,1999,5,"(1.01, 1.26]"
486,57892,1,1999,5,"(-0.24, 0.01]"
487,57926,29,1999,5,"(1.26, 1.51]"
488,57967,1,1999,5,"(-0.24, 0.01]"
489,58908,1,1999,5,"(-0.24, 0.01]"
490,58932,17,1999,5,"(1.01, 1.26]"
491,59047,1,1999,5,"(-0.24, 0.01]"
492,59179,1,1999,5,"(-0.24, 0.01]"
493,5420054,110,1999,5,"(2.01, 2.26]"
494,5420120,20,1999,5,"(1.26, 1.51]"
495,5420195,13,1999,5,"(1.01, 1.26]"
496,5480546,12,1999,5,"(1.01, 1.26]"
497,5520176,1,1999,5,"(-0.24, 0.01]"
498,5520242,42,1999,5,"(1.51, 1.76]"
499,5520325,18,1999,5,"(1.01, 1.26]"
500,5520440,89,1999,5,"(1.76, 2.01]"
501,5580436,3,1999,5,"(0.26, 0.51]"
502,5620091,5,1999,5,"(0.51, 0.76]"
503,5620174,1,1999,5,"(-0.24, 0.01]"
504,5650056,3,1999,5,"(0.26, 0.51]"
505,5650189,17,1999,5,"(1.01, 1.26]"
506,5680145,51,1999,5,"(1.51, 1.76]"
507,5720537,3,1999,5,"(0.26, 0.51]"
508,5720552,1,1999,5,"(-0.24, 0.01]"
509,5720784,149,1999,5,"(2.01, 2.26]"
510,5820428,2,1999,5,"(0.26, 0.51]"
511,5820477,25,1999,5,"(1.26, 1.51]"
512,5880596,7,1999,5,"(0.76, 1.01]"
513,6020135,14,1999,5,"(1.01, 1.26]"
514,6111389,1,1999,5,"(-0.24, 0.01]"
515,6180087,2,1999,5,"(0.26, 0.51]"
516,6350037,1,1999,5,"(-0.24, 0.01]"
517,6380042,1,1999,5,"(-0.24, 0.01]"
518,6380315,5,1999,5,"(0.51, 0.76]"
519,6450043,1,1999,5,"(-0.24, 0.01]"
520,6480206,43,1999,5,"(1.51, 1.76]"
521,6580195,55,1999,5,"(1.51, 1.76]"
522,6620066,96,1999,5,"(1.76, 2.01]"
523,6620124,1,1999,5,"(-0.24, 0.01]"
524,6680045,5,1999,5,"(0.51, 0.76]"
525,6720098,1,1999,5,"(-0.24, 0.01]"
526,6720148,3,1999,5,"(0.26, 0.51]"
527,6780514,144,1999,5,"(2.01, 2.26]"
528,6850234,24,1999,5,"(1.26, 1.51]"
529,6880066,1,1999,5,"(-0.24, 0.01]"
530,6950018,1,1999,5,"(-0.24, 0.01]"
531,6950265,3,1999,5,"(0.26, 0.51]"
532,6980577,3,1999,5,"(0.26, 0.51]"
533,7071624,2,1999,5,"(0.26, 0.51]"
534,7080773,33,1999,5,"(1.51, 1.76]"
535,7120033,18,1999,5,"(1.01, 1.26]"
536,7150147,2,1999,5,"(0.26, 0.51]"
537,7150303,5,1999,5,"(0.51, 0.76]"
538,7220338,12,1999,5,"(1.01, 1.26]"
539,7310337,3,1999,5,"(0.26, 0.51]"
540,7320039,2,1999,5,"(0.26, 0.51]"
541,7320203,12,1999,5,"(1.01, 1.26]"
542,15450992,45,1999,5,"(1.51, 1.76]"
543,15480072,3,1999,5,"(0.26, 0.51]"
544,15550650,102,1999,5,"(1.76, 2.01]"
545,15550775,41,1999,5,"(1.51, 1.76]"
546,15550791,2,1999,5,"(0.26, 0.51]"
547,15551278,15,1999,5,"(1.01, 1.26]"
548,15551393,34,1999,5,"(1.51, 1.76]"
549,15551450,97,1999,5,"(1.76, 2.01]"
550,15551542,5,1999,5,"(0.51, 0.76]"
