,ID,ID_degree,center_year,window,bin
75092,552621047,56,2001,3,"(1.51, 1.76]"
75093,552621252,17,2001,3,"(1.01, 1.26]"
75094,552621302,12,2001,3,"(1.01, 1.26]"
75095,552680225,42,2001,3,"(1.51, 1.76]"
75096,552714149,1,2001,3,"(-0.24, 0.01]"
75097,552720187,10,2001,3,"(0.76, 1.01]"
75098,552720781,1,2001,3,"(-0.24, 0.01]"
75099,552720849,5,2001,3,"(0.51, 0.76]"
75100,552721193,44,2001,3,"(1.51, 1.76]"
75101,552721250,1,2001,3,"(-0.24, 0.01]"
75102,552750408,38,2001,3,"(1.51, 1.76]"
75103,552750523,9,2001,3,"(0.76, 1.01]"
75104,552820060,1,2001,3,"(-0.24, 0.01]"
75105,552820557,49,2001,3,"(1.51, 1.76]"
75106,552821068,32,2001,3,"(1.26, 1.51]"
75107,552880023,1939,2001,3,"(3.26, 3.51]"
75108,552880239,8,2001,3,"(0.76, 1.01]"
75109,552880718,13,2001,3,"(1.01, 1.26]"
75110,552880767,57,2001,3,"(1.51, 1.76]"
75111,552881450,26,2001,3,"(1.26, 1.51]"
75112,552881500,35,2001,3,"(1.51, 1.76]"
75113,552881575,93,2001,3,"(1.76, 2.01]"
75114,552950255,136,2001,3,"(2.01, 2.26]"
75115,552950339,7,2001,3,"(0.76, 1.01]"
75116,553620022,462,2001,3,"(2.51, 2.76]"
75117,553620105,101,2001,3,"(1.76, 2.01]"
75118,553650482,84,2001,3,"(1.76, 2.01]"
75119,553680133,3,2001,3,"(0.26, 0.51]"
75120,553720053,15,2001,3,"(1.01, 1.26]"
75121,553720731,169,2001,3,"(2.01, 2.26]"
75122,553750407,35,2001,3,"(1.51, 1.76]"
75123,553780578,14,2001,3,"(1.01, 1.26]"
75124,553780594,19,2001,3,"(1.26, 1.51]"
75125,553820465,3,2001,3,"(0.26, 0.51]"
75126,553821257,118,2001,3,"(2.01, 2.26]"
75127,554200287,109,2001,3,"(2.01, 2.26]"
75128,554200956,2,2001,3,"(0.26, 0.51]"
75129,554500397,50,2001,3,"(1.51, 1.76]"
75130,554500595,36,2001,3,"(1.51, 1.76]"
75131,554500918,316,2001,3,"(2.26, 2.51]"
75132,554503185,210,2001,3,"(2.26, 2.51]"
75133,554503219,15,2001,3,"(1.01, 1.26]"
75134,554503680,226,2001,3,"(2.26, 2.51]"
