,ID,ID_degree,center_year,window,bin
0,140,1,2003,3,"(-0.24, 0.01]"
1,207,2,2003,3,"(0.26, 0.51]"
2,215,15,2003,3,"(1.01, 1.26]"
3,223,2,2003,3,"(0.26, 0.51]"
4,256,6,2003,3,"(0.76, 1.01]"
5,314,3,2003,3,"(0.26, 0.51]"
6,330,18,2003,3,"(1.01, 1.26]"
7,355,3,2003,3,"(0.26, 0.51]"
8,413,107,2003,3,"(2.01, 2.26]"
9,488,2,2003,3,"(0.26, 0.51]"
10,546,25,2003,3,"(1.26, 1.51]"
11,553,4,2003,3,"(0.51, 0.76]"
12,561,2,2003,3,"(0.26, 0.51]"
13,678,100,2003,3,"(1.76, 2.01]"
14,694,54,2003,3,"(1.51, 1.76]"
15,702,1,2003,3,"(-0.24, 0.01]"
16,710,1,2003,3,"(-0.24, 0.01]"
17,728,3,2003,3,"(0.26, 0.51]"
18,769,3,2003,3,"(0.26, 0.51]"
19,785,1,2003,3,"(-0.24, 0.01]"
20,793,275,2003,3,"(2.26, 2.51]"
21,801,2,2003,3,"(0.26, 0.51]"
22,819,15,2003,3,"(1.01, 1.26]"
23,835,15,2003,3,"(1.01, 1.26]"
24,868,3,2003,3,"(0.26, 0.51]"
25,884,30,2003,3,"(1.26, 1.51]"
26,983,1,2003,3,"(-0.24, 0.01]"
27,991,1,2003,3,"(-0.24, 0.01]"
28,1163,3,2003,3,"(0.26, 0.51]"
29,1189,1,2003,3,"(-0.24, 0.01]"
30,1445,4,2003,3,"(0.51, 0.76]"
31,1668,2,2003,3,"(0.26, 0.51]"
32,1858,1,2003,3,"(-0.24, 0.01]"
33,2070,1,2003,3,"(-0.24, 0.01]"
34,2641,3,2003,3,"(0.26, 0.51]"
35,2823,2,2003,3,"(0.26, 0.51]"
36,2880,39,2003,3,"(1.51, 1.76]"
37,2906,6,2003,3,"(0.76, 1.01]"
38,2922,1,2003,3,"(-0.24, 0.01]"
39,2955,1,2003,3,"(-0.24, 0.01]"
40,2971,33,2003,3,"(1.51, 1.76]"
41,2989,1,2003,3,"(-0.24, 0.01]"
42,2997,6,2003,3,"(0.76, 1.01]"
43,3011,2,2003,3,"(0.26, 0.51]"
44,3029,1,2003,3,"(-0.24, 0.01]"
45,3060,113,2003,3,"(2.01, 2.26]"
46,3094,19,2003,3,"(1.26, 1.51]"
47,3102,48,2003,3,"(1.51, 1.76]"
48,3110,17,2003,3,"(1.01, 1.26]"
49,3128,27,2003,3,"(1.26, 1.51]"
50,3136,10,2003,3,"(0.76, 1.01]"
51,3144,20,2003,3,"(1.26, 1.51]"
52,3151,1,2003,3,"(-0.24, 0.01]"
53,3169,6,2003,3,"(0.76, 1.01]"
54,3193,3,2003,3,"(0.26, 0.51]"
55,3219,9,2003,3,"(0.76, 1.01]"
56,3441,24,2003,3,"(1.26, 1.51]"
57,3516,3,2003,3,"(0.26, 0.51]"
58,3524,21,2003,3,"(1.26, 1.51]"
59,3698,5,2003,3,"(0.51, 0.76]"
60,3706,1767,2003,3,"(3.01, 3.26]"
61,3714,4,2003,3,"(0.51, 0.76]"
62,3771,2,2003,3,"(0.26, 0.51]"
63,3797,2,2003,3,"(0.26, 0.51]"
64,3854,1,2003,3,"(-0.24, 0.01]"
65,4035,3,2003,3,"(0.26, 0.51]"
66,4043,4,2003,3,"(0.51, 0.76]"
67,4092,615,2003,3,"(2.76, 3.01]"
68,4100,12,2003,3,"(1.01, 1.26]"
69,4118,4,2003,3,"(0.51, 0.76]"
70,4142,9,2003,3,"(0.76, 1.01]"
71,4159,18,2003,3,"(1.01, 1.26]"
72,4266,180,2003,3,"(2.01, 2.26]"
73,4315,3,2003,3,"(0.26, 0.51]"
74,4316,1,2003,3,"(-0.24, 0.01]"
75,4365,1,2003,3,"(-0.24, 0.01]"
76,4381,5,2003,3,"(0.51, 0.76]"
77,4415,4,2003,3,"(0.51, 0.76]"
78,4423,1,2003,3,"(-0.24, 0.01]"
79,4531,19,2003,3,"(1.26, 1.51]"
80,4589,7,2003,3,"(0.76, 1.01]"
81,4597,1,2003,3,"(-0.24, 0.01]"
82,4605,8,2003,3,"(0.76, 1.01]"
83,4654,136,2003,3,"(2.01, 2.26]"
84,4704,11,2003,3,"(1.01, 1.26]"
85,4811,9,2003,3,"(0.76, 1.01]"
86,4829,7,2003,3,"(0.76, 1.01]"
87,4837,12,2003,3,"(1.01, 1.26]"
88,4852,40,2003,3,"(1.51, 1.76]"
89,4878,159,2003,3,"(2.01, 2.26]"
90,4886,26,2003,3,"(1.26, 1.51]"
