,ID,ID_degree,center_year,window,bin
174,42613,1,1997,1,"(-0.24, 0.01]"
175,42753,1,1997,1,"(-0.24, 0.01]"
176,42969,1,1997,1,"(-0.24, 0.01]"
177,43025,2,1997,1,"(0.26, 0.51]"
178,43702,3,1997,1,"(0.26, 0.51]"
179,43769,2,1997,1,"(0.26, 0.51]"
180,43801,2,1997,1,"(0.26, 0.51]"
181,44205,4,1997,1,"(0.51, 0.76]"
182,44429,5,1997,1,"(0.51, 0.76]"
183,44528,5,1997,1,"(0.51, 0.76]"
184,44866,1,1997,1,"(-0.24, 0.01]"
185,45202,34,1997,1,"(1.51, 1.76]"
186,5420054,40,1997,1,"(1.51, 1.76]"
187,5420120,2,1997,1,"(0.26, 0.51]"
188,5420195,5,1997,1,"(0.51, 0.76]"
189,5480546,2,1997,1,"(0.26, 0.51]"
190,5520242,7,1997,1,"(0.76, 1.01]"
191,5520325,8,1997,1,"(0.76, 1.01]"
192,5520440,54,1997,1,"(1.51, 1.76]"
193,5620091,1,1997,1,"(-0.24, 0.01]"
194,5620174,1,1997,1,"(-0.24, 0.01]"
195,5650056,1,1997,1,"(-0.24, 0.01]"
196,5650189,7,1997,1,"(0.76, 1.01]"
197,5680145,50,1997,1,"(1.51, 1.76]"
198,5720537,3,1997,1,"(0.26, 0.51]"
199,5720784,95,1997,1,"(1.76, 2.01]"
200,5820428,1,1997,1,"(-0.24, 0.01]"
201,5820477,15,1997,1,"(1.01, 1.26]"
202,6020135,3,1997,1,"(0.26, 0.51]"
203,6480206,21,1997,1,"(1.26, 1.51]"
204,6580195,18,1997,1,"(1.01, 1.26]"
205,6620066,47,1997,1,"(1.51, 1.76]"
206,6680045,2,1997,1,"(0.26, 0.51]"
207,6720098,1,1997,1,"(-0.24, 0.01]"
208,6720148,1,1997,1,"(-0.24, 0.01]"
209,6780514,62,1997,1,"(1.76, 2.01]"
210,6850234,5,1997,1,"(0.51, 0.76]"
211,6880066,1,1997,1,"(-0.24, 0.01]"
212,6950018,1,1997,1,"(-0.24, 0.01]"
213,6950265,3,1997,1,"(0.26, 0.51]"
214,6980577,3,1997,1,"(0.26, 0.51]"
215,7080773,12,1997,1,"(1.01, 1.26]"
216,7120033,5,1997,1,"(0.51, 0.76]"
217,7220338,5,1997,1,"(0.51, 0.76]"
218,7310337,1,1997,1,"(-0.24, 0.01]"
219,7320203,11,1997,1,"(1.01, 1.26]"
220,15450992,19,1997,1,"(1.26, 1.51]"
221,15480072,2,1997,1,"(0.26, 0.51]"
222,15550650,62,1997,1,"(1.76, 2.01]"
223,15550775,16,1997,1,"(1.01, 1.26]"
224,15550791,2,1997,1,"(0.26, 0.51]"
225,15551278,3,1997,1,"(0.26, 0.51]"
226,15551393,8,1997,1,"(0.76, 1.01]"
227,15551450,84,1997,1,"(1.76, 2.01]"
228,15551542,1,1997,1,"(-0.24, 0.01]"
229,15551666,1,1997,1,"(-0.24, 0.01]"
230,15650039,27,1997,1,"(1.26, 1.51]"
231,15650286,23,1997,1,"(1.26, 1.51]"
232,15651565,1,1997,1,"(-0.24, 0.01]"
233,15750193,18,1997,1,"(1.01, 1.26]"
234,15750953,1,1997,1,"(-0.24, 0.01]"
235,15750961,29,1997,1,"(1.26, 1.51]"
236,15752595,6,1997,1,"(0.76, 1.01]"
237,15753320,71,1997,1,"(1.76, 2.01]"
238,15753585,1,1997,1,"(-0.24, 0.01]"
239,15753593,3,1997,1,"(0.26, 0.51]"
240,15753981,58,1997,1,"(1.76, 2.01]"
241,15754088,2,1997,1,"(0.26, 0.51]"
242,15780067,9,1997,1,"(0.76, 1.01]"
243,15780174,7,1997,1,"(0.76, 1.01]"
244,15780240,1,1997,1,"(-0.24, 0.01]"
245,15850308,41,1997,1,"(1.51, 1.76]"
246,15850944,59,1997,1,"(1.76, 2.01]"
247,15850969,34,1997,1,"(1.51, 1.76]"
248,15871023,3,1997,1,"(0.26, 0.51]"
249,15945090,4,1997,1,"(0.51, 0.76]"
250,15950033,9,1997,1,"(0.76, 1.01]"
251,15950199,16,1997,1,"(1.01, 1.26]"
252,15950827,29,1997,1,"(1.26, 1.51]"
253,15980022,24,1997,1,"(1.26, 1.51]"
254,16050080,8,1997,1,"(0.76, 1.01]"
255,16050510,1,1997,1,"(-0.24, 0.01]"
256,16072472,18,1997,1,"(1.01, 1.26]"
257,16150062,1,1997,1,"(-0.24, 0.01]"
258,16150484,17,1997,1,"(1.01, 1.26]"
259,16250086,34,1997,1,"(1.51, 1.76]"
260,16250102,8,1997,1,"(0.76, 1.01]"
261,16250433,2,1997,1,"(0.26, 0.51]"
262,16270100,1,1997,1,"(-0.24, 0.01]"
263,16350522,114,1997,1,"(2.01, 2.26]"
264,16380081,21,1997,1,"(1.26, 1.51]"
265,16450298,3,1997,1,"(0.26, 0.51]"
266,16643827,12,1997,1,"(1.01, 1.26]"
267,16650343,16,1997,1,"(1.01, 1.26]"
268,16650590,6,1997,1,"(0.76, 1.01]"
269,16650616,1,1997,1,"(-0.24, 0.01]"
270,16650996,4,1997,1,"(0.51, 0.76]"
271,16743551,2,1997,1,"(0.26, 0.51]"
272,16750812,6,1997,1,"(0.76, 1.01]"
273,16850174,1,1997,1,"(-0.24, 0.01]"
274,16850554,1,1997,1,"(-0.24, 0.01]"
275,16850992,161,1997,1,"(2.01, 2.26]"
276,16950545,10,1997,1,"(0.76, 1.01]"
277,16950958,26,1997,1,"(1.26, 1.51]"
278,16970139,3,1997,1,"(0.26, 0.51]"
279,16980062,6,1997,1,"(0.76, 1.01]"
280,17050055,1,1997,1,"(-0.24, 0.01]"
281,17050410,57,1997,1,"(1.51, 1.76]"
282,17050659,2,1997,1,"(0.26, 0.51]"
283,17150038,53,1997,1,"(1.51, 1.76]"
284,17180084,8,1997,1,"(0.76, 1.01]"
285,17250051,51,1997,1,"(1.51, 1.76]"
286,17250200,1,1997,1,"(-0.24, 0.01]"
287,17250705,6,1997,1,"(0.76, 1.01]"
288,17251067,13,1997,1,"(1.01, 1.26]"
289,17251190,26,1997,1,"(1.26, 1.51]"
290,17380106,1,1997,1,"(-0.24, 0.01]"
291,25480401,1,1997,1,"(-0.24, 0.01]"
292,25550120,2,1997,1,"(0.26, 0.51]"
293,25580333,54,1997,1,"(1.51, 1.76]"
294,25620089,38,1997,1,"(1.51, 1.76]"
295,25620360,2,1997,1,"(0.26, 0.51]"
296,25770470,8,1997,1,"(0.76, 1.01]"
297,25780396,2,1997,1,"(0.26, 0.51]"
298,25880485,1,1997,1,"(-0.24, 0.01]"
299,25980186,71,1997,1,"(1.76, 2.01]"
300,26050088,1,1997,1,"(-0.24, 0.01]"
301,26250050,14,1997,1,"(1.01, 1.26]"
302,26280180,56,1997,1,"(1.51, 1.76]"
303,26280206,15,1997,1,"(1.01, 1.26]"
304,26320028,15,1997,1,"(1.01, 1.26]"
305,26441501,67,1997,1,"(1.76, 2.01]"
306,26472985,2,1997,1,"(0.26, 0.51]"
307,26620013,1,1997,1,"(-0.24, 0.01]"
308,26650044,16,1997,1,"(1.01, 1.26]"
309,26820092,4,1997,1,"(0.51, 0.76]"
310,26920033,8,1997,1,"(0.76, 1.01]"
311,26950030,2,1997,1,"(0.26, 0.51]"
312,26980045,4,1997,1,"(0.51, 0.76]"
313,27080225,11,1997,1,"(1.01, 1.26]"
314,27110071,9,1997,1,"(0.76, 1.01]"
315,27150044,3,1997,1,"(0.26, 0.51]"
316,27220177,9,1997,1,"(0.76, 1.01]"
317,27250026,33,1997,1,"(1.51, 1.76]"
318,27320134,3,1997,1,"(0.26, 0.51]"
319,27320266,4,1997,1,"(0.51, 0.76]"
320,27350222,13,1997,1,"(1.01, 1.26]"
321,27350321,1,1997,1,"(-0.24, 0.01]"
322,27380047,82,1997,1,"(1.76, 2.01]"
323,27380682,3,1997,1,"(0.26, 0.51]"
324,35480052,4,1997,1,"(0.51, 0.76]"
325,35570357,14,1997,1,"(1.01, 1.26]"
326,35580034,74,1997,1,"(1.76, 2.01]"
327,35580091,54,1997,1,"(1.51, 1.76]"
328,35650167,29,1997,1,"(1.26, 1.51]"
329,35680024,78,1997,1,"(1.76, 2.01]"
330,35680123,120,1997,1,"(2.01, 2.26]"
331,35680156,133,1997,1,"(2.01, 2.26]"
332,35720457,15,1997,1,"(1.01, 1.26]"
333,35721091,22,1997,1,"(1.26, 1.51]"
334,35780055,1,1997,1,"(-0.24, 0.01]"
335,35780097,20,1997,1,"(1.26, 1.51]"
336,35780154,50,1997,1,"(1.51, 1.76]"
337,35780253,81,1997,1,"(1.76, 2.01]"
338,35820877,23,1997,1,"(1.26, 1.51]"
339,35821156,41,1997,1,"(1.51, 1.76]"
340,35920396,30,1997,1,"(1.26, 1.51]"
341,35920503,4,1997,1,"(0.51, 0.76]"
342,35920628,7,1997,1,"(0.76, 1.01]"
343,36020709,4,1997,1,"(0.51, 0.76]"
344,36112688,24,1997,1,"(1.26, 1.51]"
345,36120244,1,1997,1,"(-0.24, 0.01]"
346,36250033,2,1997,1,"(0.26, 0.51]"
347,36350064,5,1997,1,"(0.51, 0.76]"
348,36380061,2,1997,1,"(0.26, 0.51]"
349,36420040,8,1997,1,"(0.76, 1.01]"
350,36450062,2,1997,1,"(0.26, 0.51]"
351,36480028,5,1997,1,"(0.51, 0.76]"
352,36480044,89,1997,1,"(1.76, 2.01]"
353,36520153,23,1997,1,"(1.26, 1.51]"
354,36650117,73,1997,1,"(1.76, 2.01]"
355,36770097,14,1997,1,"(1.01, 1.26]"
356,36780054,5,1997,1,"(0.51, 0.76]"
357,36820348,10,1997,1,"(0.76, 1.01]"
358,36820355,1,1997,1,"(-0.24, 0.01]"
359,36820371,34,1997,1,"(1.51, 1.76]"
360,36841138,4,1997,1,"(0.51, 0.76]"
361,36841146,3,1997,1,"(0.26, 0.51]"
362,36880102,1,1997,1,"(-0.24, 0.01]"
363,37020799,5,1997,1,"(0.51, 0.76]"
364,37050242,103,1997,1,"(2.01, 2.26]"
365,37050275,38,1997,1,"(1.51, 1.76]"
366,37111507,2,1997,1,"(0.26, 0.51]"
367,37120052,6,1997,1,"(0.76, 1.01]"
368,37120284,24,1997,1,"(1.26, 1.51]"
369,37120441,14,1997,1,"(1.01, 1.26]"
370,37150091,2,1997,1,"(0.26, 0.51]"
371,37170040,7,1997,1,"(0.76, 1.01]"
372,37180015,25,1997,1,"(1.26, 1.51]"
373,37220373,5,1997,1,"(0.51, 0.76]"
374,37221827,2,1997,1,"(0.26, 0.51]"
375,37320595,15,1997,1,"(1.01, 1.26]"
376,37321528,10,1997,1,"(0.76, 1.01]"
377,45450376,1,1997,1,"(-0.24, 0.01]"
378,45550506,21,1997,1,"(1.26, 1.51]"
379,45550597,4,1997,1,"(0.51, 0.76]"
380,45550662,3,1997,1,"(0.26, 0.51]"
381,45550670,3,1997,1,"(0.26, 0.51]"
382,45550779,4,1997,1,"(0.51, 0.76]"
383,45580032,263,1997,1,"(2.26, 2.51]"
384,45580172,49,1997,1,"(1.51, 1.76]"
385,45650413,1,1997,1,"(-0.24, 0.01]"
386,45650538,7,1997,1,"(0.76, 1.01]"
387,45680147,18,1997,1,"(1.01, 1.26]"
388,45750585,4,1997,1,"(0.51, 0.76]"
389,45750627,37,1997,1,"(1.51, 1.76]"
390,45750817,71,1997,1,"(1.76, 2.01]"
391,45750858,40,1997,1,"(1.51, 1.76]"
392,45750908,7,1997,1,"(0.76, 1.01]"
393,45750981,18,1997,1,"(1.01, 1.26]"
394,45751286,2,1997,1,"(0.26, 0.51]"
395,45780384,16,1997,1,"(1.01, 1.26]"
396,45780400,2,1997,1,"(0.26, 0.51]"
397,45850187,21,1997,1,"(1.26, 1.51]"
398,45850518,1,1997,1,"(-0.24, 0.01]"
399,45850765,23,1997,1,"(1.26, 1.51]"
400,45880226,2,1997,1,"(0.26, 0.51]"
401,45880283,24,1997,1,"(1.26, 1.51]"
402,45880473,205,1997,1,"(2.26, 2.51]"
403,45945102,2,1997,1,"(0.26, 0.51]"
404,45950193,1,1997,1,"(-0.24, 0.01]"
405,46080107,43,1997,1,"(1.51, 1.76]"
406,46350260,63,1997,1,"(1.76, 2.01]"
407,46650040,4,1997,1,"(0.51, 0.76]"
408,46680104,21,1997,1,"(1.26, 1.51]"
409,46750014,30,1997,1,"(1.26, 1.51]"
410,46850160,2,1997,1,"(0.26, 0.51]"
411,47050109,3,1997,1,"(0.26, 0.51]"
412,47070693,1,1997,1,"(-0.24, 0.01]"
413,47150198,8,1997,1,"(0.76, 1.01]"
414,47250352,23,1997,1,"(1.26, 1.51]"
415,47250402,11,1997,1,"(1.01, 1.26]"
416,47280177,16,1997,1,"(1.01, 1.26]"
417,54102678,7,1997,1,"(0.76, 1.01]"
418,54200175,8,1997,1,"(0.76, 1.01]"
419,54200217,28,1997,1,"(1.26, 1.51]"
420,54200415,6,1997,1,"(0.76, 1.01]"
421,54500038,3,1997,1,"(0.26, 0.51]"
422,54500541,3,1997,1,"(0.26, 0.51]"
423,54500897,10,1997,1,"(0.76, 1.01]"
424,54500905,2,1997,1,"(0.26, 0.51]"
425,54501150,1,1997,1,"(-0.24, 0.01]"
426,54501465,1,1997,1,"(-0.24, 0.01]"
427,54501713,14,1997,1,"(1.01, 1.26]"
428,54502190,58,1997,1,"(1.76, 2.01]"
429,54502307,1,1997,1,"(-0.24, 0.01]"
430,54800958,8,1997,1,"(0.76, 1.01]"
431,54802129,2,1997,1,"(0.26, 0.51]"
432,54802228,4,1997,1,"(0.51, 0.76]"
433,54803002,17,1997,1,"(1.01, 1.26]"
434,54803622,17,1997,1,"(1.01, 1.26]"
435,54805346,6,1997,1,"(0.76, 1.01]"
436,54805817,25,1997,1,"(1.26, 1.51]"
437,54806633,24,1997,1,"(1.26, 1.51]"
438,54807748,8,1997,1,"(0.76, 1.01]"
439,55200323,42,1997,1,"(1.51, 1.76]"
440,55200513,3,1997,1,"(0.26, 0.51]"
441,55200935,58,1997,1,"(1.76, 2.01]"
442,55200984,2,1997,1,"(0.26, 0.51]"
443,55500151,23,1997,1,"(1.26, 1.51]"
444,55500599,22,1997,1,"(1.26, 1.51]"
445,55500953,3,1997,1,"(0.26, 0.51]"
446,55500979,84,1997,1,"(1.76, 2.01]"
447,55501407,56,1997,1,"(1.51, 1.76]"
448,55501662,33,1997,1,"(1.51, 1.76]"
449,55501902,22,1997,1,"(1.26, 1.51]"
450,55501977,1,1997,1,"(-0.24, 0.01]"
451,55502355,4,1997,1,"(0.51, 0.76]"
452,55502611,75,1997,1,"(1.76, 2.01]"
453,55503031,14,1997,1,"(1.01, 1.26]"
454,55503130,69,1997,1,"(1.76, 2.01]"
455,55503171,18,1997,1,"(1.01, 1.26]"
456,55503510,1,1997,1,"(-0.24, 0.01]"
457,55801112,29,1997,1,"(1.26, 1.51]"
458,55801849,46,1997,1,"(1.51, 1.76]"
459,55802433,20,1997,1,"(1.26, 1.51]"
460,55805634,126,1997,1,"(2.01, 2.26]"
461,55808166,119,1997,1,"(2.01, 2.26]"
462,55809255,89,1997,1,"(1.76, 2.01]"
463,55809602,4,1997,1,"(0.51, 0.76]"
464,55810675,85,1997,1,"(1.76, 2.01]"
465,55812325,1,1997,1,"(-0.24, 0.01]"
466,55812432,5,1997,1,"(0.51, 0.76]"
467,55812507,9,1997,1,"(0.76, 1.01]"
468,56200181,352,1997,1,"(2.51, 2.76]"
469,56200264,26,1997,1,"(1.26, 1.51]"
470,56200322,1,1997,1,"(-0.24, 0.01]"
471,56200793,1,1997,1,"(-0.24, 0.01]"
472,56500234,2,1997,1,"(0.26, 0.51]"
473,56500382,6,1997,1,"(0.76, 1.01]"
474,56500689,132,1997,1,"(2.01, 2.26]"
475,56500820,1,1997,1,"(-0.24, 0.01]"
476,56500994,9,1997,1,"(0.76, 1.01]"
477,56501521,5,1997,1,"(0.51, 0.76]"
478,56501711,105,1997,1,"(2.01, 2.26]"
479,56501885,16,1997,1,"(1.01, 1.26]"
480,56502404,17,1997,1,"(1.01, 1.26]"
481,56502958,27,1997,1,"(1.26, 1.51]"
482,56800659,1,1997,1,"(-0.24, 0.01]"
483,56801103,3,1997,1,"(0.26, 0.51]"
484,56803091,3,1997,1,"(0.26, 0.51]"
485,56806987,7,1997,1,"(0.76, 1.01]"
486,56807191,27,1997,1,"(1.26, 1.51]"
487,56809734,13,1997,1,"(1.01, 1.26]"
488,56810468,5,1997,1,"(0.51, 0.76]"
489,57200883,9,1997,1,"(0.76, 1.01]"
490,57200933,61,1997,1,"(1.76, 2.01]"
491,57500076,1,1997,1,"(-0.24, 0.01]"
492,57500498,23,1997,1,"(1.26, 1.51]"
493,57500571,3,1997,1,"(0.26, 0.51]"
494,57500662,4,1997,1,"(0.51, 0.76]"
495,57500688,1,1997,1,"(-0.24, 0.01]"
496,57501132,7,1997,1,"(0.76, 1.01]"
497,57502148,7,1997,1,"(0.76, 1.01]"
498,57502569,52,1997,1,"(1.51, 1.76]"
499,57502668,19,1997,1,"(1.26, 1.51]"
500,57502726,15,1997,1,"(1.01, 1.26]"
501,57502957,1,1997,1,"(-0.24, 0.01]"
502,57503104,11,1997,1,"(1.01, 1.26]"
503,57503336,2,1997,1,"(0.26, 0.51]"
504,57504599,17,1997,1,"(1.01, 1.26]"
505,57504748,3,1997,1,"(0.26, 0.51]"
506,57505539,327,1997,1,"(2.51, 2.76]"
507,57505562,2,1997,1,"(0.26, 0.51]"
508,57505695,16,1997,1,"(1.01, 1.26]"
509,57505745,6,1997,1,"(0.76, 1.01]"
510,57505950,1,1997,1,"(-0.24, 0.01]"
511,57506412,1,1997,1,"(-0.24, 0.01]"
512,57506677,444,1997,1,"(2.51, 2.76]"
513,57802001,19,1997,1,"(1.26, 1.51]"
514,57803488,6,1997,1,"(0.76, 1.01]"
515,57804411,36,1997,1,"(1.51, 1.76]"
516,57804809,32,1997,1,"(1.26, 1.51]"
517,57805889,33,1997,1,"(1.51, 1.76]"
518,57807257,6,1997,1,"(0.76, 1.01]"
519,57807661,1,1997,1,"(-0.24, 0.01]"
520,57808388,20,1997,1,"(1.26, 1.51]"
521,57809402,2,1997,1,"(0.26, 0.51]"
522,57810400,3,1997,1,"(0.26, 0.51]"
523,57814030,33,1997,1,"(1.51, 1.76]"
524,57814907,4,1997,1,"(0.51, 0.76]"
525,57815235,10,1997,1,"(0.76, 1.01]"
526,57816050,32,1997,1,"(1.26, 1.51]"
527,57816902,32,1997,1,"(1.26, 1.51]"
528,57817801,7,1997,1,"(0.76, 1.01]"
529,57818726,21,1997,1,"(1.26, 1.51]"
530,57818759,30,1997,1,"(1.26, 1.51]"
531,57819245,12,1997,1,"(1.01, 1.26]"
532,57820334,12,1997,1,"(1.01, 1.26]"
533,57820995,28,1997,1,"(1.26, 1.51]"
534,58200189,110,1997,1,"(2.01, 2.26]"
535,58500380,1,1997,1,"(-0.24, 0.01]"
536,58500588,28,1997,1,"(1.26, 1.51]"
537,58501107,79,1997,1,"(1.76, 2.01]"
538,58503236,9,1997,1,"(0.76, 1.01]"
539,58503327,82,1997,1,"(1.76, 2.01]"
