q,m,s,nqs,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,parts
2,0,0.1,1630,11839689098.20887,12619214047.582462,13188277248.895376,13877778355.710205,14298176684.947258,14474869694.988024,14759671034.447414,15225077817.636051,15753801328.942514,16140189827.701117,16453369550.125248,16871227204.511292,16135701490.172907,16508513276.211988,17129012321.597303,16920453485.218605,16860891020.361137,Q
3,0,0.1,694,10784395028.55806,11483003300.03089,12134707562.57651,13195729534.941206,14114363979.645588,14730495983.55883,14930668898.018372,15690263651.492737,15881093362.399113,16122834286.787415,16613471470.462831,16853410055.354067,16419792166.46171,17229713380.21531,17522690564.053722,17749158552.710068,17270896108.783417,Q
4,0,0.1,304,10146407997.894873,10629917017.27544,11525807638.641773,12342495847.681505,13143353550.611668,13622350152.947699,13920653105.686882,14670832479.089836,15786429279.494276,16743950225.555069,17437912320.33892,17509664643.540386,17560693668.311874,17957633320.244247,19026517473.82472,18917702229.115784,18455456445.037426,Q
5,0,0.1,135,10380055484.0134,11264781488.807056,11767575801.663488,12790413027.248215,13752827861.293562,14455615000.64946,15003965896.991838,15607587023.864464,15926730013.382357,16615486966.737932,16980097537.039886,17418637020.037525,17326833335.707108,17798763718.76092,17833948965.37391,17523964064.73907,17121007065.318094,Q
6,0,0.1,51,11269312631.481634,11578564229.553438,12045544375.180828,13092609943.738728,13468679387.902243,14499725341.117615,14789613398.829943,15009780527.842398,15791382118.582314,15962966732.805819,16061276089.100235,17274504692.492718,17090542338.990316,17548352853.291004,17519363140.07447,17430077136.762016,17174891322.953796,Q
7,0,0.1,16,10401712492.201391,10580757167.7526,11357377358.236425,13461709276.774681,13705314152.648773,14714154639.897385,14532866784.112589,14815192924.667295,14494743966.519014,14392450111.734026,14396060501.99094,14283668469.80738,13724556875.145079,13885584518.78402,14255990324.384907,14081853292.884348,31800341820.811226,Q
8,0,0.1,5,8782126867.27969,9134412533.747667,10211567795.8417,10824596678.89011,11023083416.95567,11091333016.085638,11216874436.54874,14528549590.815472,14296710942.024036,14651272106.680191,14693451638.839592,15066299831.11401,20796520702.025192,21770358399.811543,21997376593.065155,22367570762.324104,22114774117.254215,Q
9,0,0.1,2,8211737901.438016,7756198158.54004,13884325797.502087,15653755712.536427,15447664173.851112,15967403647.562157,16372349956.615166,17385073269.433807,18174107242.63894,18771287296.245827,19123718699.113705,19713170087.546284,17843283505.182278,18164189889.92952,19234060902.142464,19121978046.267395,14931836781.79694,Q
0,0,0.25,202534,15078987227.239574,15387501307.768896,15267436960.34606,16107330240.419235,15707773138.148703,15202371781.202963,14926862849.743628,15413650734.529243,15956007011.162462,16490958761.646372,17253467137.842594,17858702401.332905,16469220645.869957,17600082140.145462,17524349358.631916,17719351058.151493,18730148373.92974,Q
1,0,0.25,4883,12543241205.751402,13480139455.661112,14025593937.118464,15261812403.324064,15783763139.503508,15727189816.839289,15715065552.424885,16248354260.712484,16659367054.116669,17435928336.334476,18180146761.92964,18114025516.54164,16698589341.549238,17452617831.942944,18674817907.312378,18499334077.967567,18125904236.815525,Q
2,0,0.25,1658,11725674557.539076,12800630646.175453,13390206374.220846,14669233243.040506,15055588134.09058,14933650851.08318,15268601642.461258,16075263412.671532,16891158641.198725,17544060816.387127,18327416490.7051,18893157861.525253,16928551547.769556,18361173791.9886,19473573773.32464,19182400011.849083,19112019404.06876,Q
3,0,0.25,706,10155624870.361065,11240275685.313404,12003516100.070978,13822195519.976173,14911950897.446604,15595509322.295834,15468226997.040573,16439116955.676632,16908383727.872063,17714731572.218315,18610351418.216927,19166170680.633648,17363450106.574135,18936274475.275227,19965320237.902203,20259662013.61103,19760025930.627644,Q
4,0,0.25,312,9877602846.455889,10580035460.678637,11703236915.067324,13394190962.202375,14020424722.226383,14567745365.095663,15020390187.28493,15840350717.627731,16813045384.214653,17996569151.613148,18997026506.789257,19201457664.611427,18173779735.471447,19391409505.08316,20893913228.541855,21253692848.744976,20438540408.482944,Q
5,0,0.25,138,9610107692.950861,10863439194.799776,11613079176.907902,13241209632.143734,13944754442.935263,14478686533.902094,15189547001.209476,16444190723.86995,17398046220.310204,18444973009.99938,19513172087.157494,20101531916.535866,18130243671.747414,19370504552.792892,20293053970.384167,19725292989.703915,18738522558.088104,Q
6,0,0.25,54,10592349903.963064,11473655329.205116,11843549957.820442,13349898501.147757,13717004302.090727,14515338726.624079,14632081396.336222,14923996586.740128,16170101755.759758,17363282211.488182,17510578642.345215,19001168914.224564,18706275464.710957,20265126669.840096,21295648837.864483,21935343184.29675,22017245600.73477,Q
7,0,0.25,18,9958272287.041988,10292497488.092157,12417705037.794209,15899632481.375366,16376734816.694904,17605357997.897026,17160858082.928377,18134641344.143703,16959589928.885622,16754924332.579374,16967851106.958971,16364234393.076872,15147305646.902971,15547453509.490475,16346118057.735714,15633053136.267101,32786849586.61656,Q
8,0,0.25,5,7996533897.047062,8800535768.714108,10399491771.011131,12175605817.574726,12703388991.647846,12863959211.010601,13295917084.372107,15287207638.179148,14900876158.475643,15957037445.783846,16111502135.555897,17111890012.774605,20012695163.55871,22207305728.55917,22787069587.951843,24079830713.333084,23459736320.282063,Q
9,0,0.25,2,5743907019.025549,4980144487.283022,10411585120.751984,14032962402.002455,13575161096.41188,14750671215.481289,15716628646.61765,18244067086.037674,20406647128.15711,22138920325.05278,23153231189.491264,25067770065.818222,19488751659.585155,20382850028.411392,23673154072.2591,23415884614.055504,12643437409.497032,Q
0,0,0.5,202373,22389875351.727333,21040709977.607227,19818333043.402065,21697565183.47273,20789937028.153023,19334353786.758163,18383054178.853115,19222773511.682682,20006868897.99889,21211981458.504986,23156243649.49075,24325954214.427242,20627292015.52683,23518350921.05964,24519680929.414738,24947433627.233986,27445636067.296894,Q
1,0,0.5,4977,19442961457.881374,19408152322.18971,18682807859.028255,20980368867.952,20501690591.953896,19527123575.747406,18915736617.230774,20034039441.711727,20645465702.161713,22438938594.10865,24394728353.084797,24519078126.03759,20822592999.529068,23012124746.906345,26385650874.96722,26480105609.990643,26205314385.899715,Q
2,0,0.5,1701,17791749007.833168,17681548931.415607,18162911698.359562,20672422400.454098,20222738762.828075,18820705849.142242,18500133189.703495,19933379967.50796,21597046647.57909,22735692161.191193,24541981286.433235,25270354838.953865,20187381760.47416,24007567165.02012,27210196069.928555,26961566877.16336,27933699206.88051,Q
3,0,0.5,710,12813830835.305668,15697410271.3495,15658346353.29485,20037816686.5582,20840295670.511444,21093795679.48591,19887242035.19381,21393662818.476654,21408492088.86306,22911113855.683258,24839495795.526432,27337536686.618557,20681489645.491066,23813113581.299007,26704114478.00423,28575781726.47137,28401759509.547684,Q
4,0,0.5,313,18518157174.277855,17867027025.27384,17897546322.486675,21804100353.628994,19213428576.082104,18752707796.205517,18968112795.809658,19378325113.958416,19856778541.289238,21354828242.505062,22767430489.17119,24130345590.068954,21115504339.69938,24489542920.224617,27841441162.53826,29114745356.583313,28959362685.112514,Q
5,0,0.5,146,11906482965.56512,15068956587.742508,15949483480.726171,18217284840.894943,17746839841.76188,17592675536.77371,18551281650.560402,20159170584.266598,24484596311.86456,27350995785.63416,28355599140.00011,26155392304.88327,22136385735.59385,25358830939.01491,28688402504.684185,29530976983.824226,25876294990.642117,Q
6,0,0.5,58,20506779928.217648,22803566151.56951,12500713472.260115,15361100283.125793,15485112705.347675,16197948428.573755,15611570971.80034,16016618395.759874,18457009996.618168,21166071615.776035,21649085199.340515,25930299049.033993,21243825069.660465,26478150726.47159,30479989919.19522,32731557424.973328,35241375642.90253,Q
7,0,0.5,22,13616869132.03334,13463746192.630722,21966758852.93765,34168958107.86362,33611007498.5445,23756339338.31199,18472658395.011585,20310355110.0638,16891737546.958448,17982598615.19383,19391822931.320976,17267110567.315506,18612889168.724327,17866591410.358635,19715224392.602325,19356536893.266937,37809986029.04474,Q
8,0,0.5,7,7259915210.345362,6229760900.175304,10943412784.104898,18927000762.37051,18759917842.8945,18346691113.75203,19408746376.64521,19373440685.951485,20375703630.27528,23247035824.53615,23321614828.305332,25724129047.33763,20888237638.948612,20521505196.873238,22233192852.75783,26131526550.142113,23974554934.980175,Q
9,0,0.5,3,6848992590.431346,7827175902.592112,11971687069.199526,17398454278.35581,16727627128.948505,19460589971.192898,21309033317.954533,25649574392.51272,30389763376.826515,35024464330.05439,37812726992.34757,44105810099.34787,28617656519.87139,31821406532.127037,41505122729.71588,39897360641.727234,16057274070.312801,Q
0,0,0.02,28373,10768995534.085468,10935937930.274994,11092686541.458036,11364226237.300783,11732280880.041254,12113977583.093826,12238266642.701523,12407287733.7433,12646479723.33746,12868026518.280584,12841736970.218708,13618879629.964523,21194671837.997307,22014099480.588383,22462207511.981297,22429200793.650955,22433821980.974945,P
1,0,0.02,25921,7666244080.523298,7853842681.903529,14395294560.598488,14734919036.10484,15633855474.902473,15700351837.01778,15489575264.552752,15806612666.706015,16235269838.71828,16193500203.87059,16579709693.97352,16790593981.40669,16575710867.656616,16772749520.299664,16423936483.172691,16316515875.212072,16107838106.463055,P
2,0,0.02,24896,8175747486.721385,8364169109.300452,8797872739.018269,9559593157.58667,9881407031.499886,10142296750.025902,10125982223.898088,10319322138.179031,10771285436.702444,11044267254.143936,11147150019.698677,11535787082.009113,11710422193.19142,11699127101.873198,11797251082.62195,11636891552.344606,11403859366.961721,P
3,0,0.02,22454,17289312688.61604,17705236816.488968,17863045489.276936,18201165355.295883,18511244083.69763,18620959348.86775,19077101145.742386,19163103198.921387,19988342108.50577,20389672008.993923,20502271356.54497,20686426097.09443,21100067193.623505,21129493161.672733,20779411679.079945,20642039187.18565,20911730787.97348,P
4,0,0.02,21799,11059599002.457607,11375901224.171942,12725766533.21231,13257717168.806246,13982825483.865257,15420063975.549751,15578014964.824535,15920759469.518105,16145521991.150024,16095096642.348684,16175507712.013107,16470525848.569437,16345151972.827778,15826815474.23678,15979153289.197817,15395657989.566315,15372296986.07532,P
5,0,0.02,20944,13904511939.81314,14004449136.664463,14257970695.12941,14644892323.128233,14943116903.376335,15112491525.060848,15204867712.985502,15345606689.458431,15344065472.664688,15423289318.009348,15461436308.893126,15530899017.63011,15167337434.920023,15222823846.095566,15412570615.589003,15390880851.541147,14568047592.559101,P
6,0,0.02,20808,9987118117.727503,10743122627.77506,10996261191.9384,11219929414.165226,11308509853.512142,12472386665.294031,12685490645.162321,17133181772.931414,17465782377.926395,17734536507.71592,17697088128.365456,18022090526.21398,17806830725.48277,17766564818.60836,18232812875.458286,18249441213.71111,18299979702.98664,P
7,0,0.02,19941,10605699959.65584,10813699507.302732,11318305571.421055,12845765738.430613,12799581771.318563,12897360105.779037,12974478081.121578,13310017241.307045,13551782136.495184,13761501627.646643,14151940596.793274,13897303038.37433,14578990170.018824,14635397651.064539,14750382499.337324,14748284418.237438,14514453561.636185,P
8,0,0.02,19150,14666083954.86974,14891949167.179491,15210671426.812302,15771933000.180708,16231694090.805233,16462507245.70071,16642714219.540985,16902254790.198555,16917840933.743544,17149928292.92362,17129211952.019249,17541345591.25973,17683045821.589245,17737652984.90706,17819492389.598625,17841464785.322346,17818693383.61443,P
9,0,0.02,6024,11996113570.88575,12271144643.348553,12811510073.83338,13253319794.410648,13526233527.141912,13755477990.7621,14156792058.039392,14263685863.288296,14320487225.191753,14457327531.002947,14665738879.871185,14768242047.48155,14841921890.591902,14878430994.790363,14288580457.530546,14326048427.365236,32706955314.62368,P
0,0,0.05,28296,10369279494.593092,10583703912.711138,10859523722.743896,11353999192.985777,11684310025.404675,12060779562.94054,12191356022.451132,12465335624.423601,12795765822.360897,13093009682.302773,13099445254.982363,13857361827.247719,20661449394.447334,22247610977.600685,22831753751.045395,22931354496.792152,22855806473.74812,P
1,0,0.05,25927,7511848645.394132,7719248701.8770275,14076131481.496326,14634438830.589346,15525048390.655638,15615912485.982515,15407994389.824379,15848526391.832098,16281555508.491697,16447977765.442043,16886403822.34736,17128766945.33861,16682601958.724947,17039261175.28055,16756098284.888178,16599427781.838905,16283486839.507526,P
2,0,0.05,24896,7979938495.736897,8192104955.546045,8665535573.685345,9448529225.182322,9887229061.232729,10159852270.689053,10138338585.234161,10374216436.76781,10800446513.427483,11119403127.428986,11276134847.51757,11595771202.986841,11693105892.121431,11798687823.864267,12017569804.218962,11847255467.62026,11554458004.641594,P
3,0,0.05,22454,16828852684.25151,17498185673.12791,17641046004.10272,18176307351.35511,18511985995.39501,18694092241.68097,19123801871.058533,19280655345.105774,20006384147.626328,20476134889.154034,20689382872.234608,20997135590.649117,21157253159.75303,21385605371.398476,21153414020.624474,20940603817.77072,21082704200.8585,P
4,0,0.05,21876,10771640553.142002,11183229546.38384,12639939467.253428,13313714663.615444,14013173298.795279,15500232797.193008,15742750061.156162,16098707763.076504,16431788972.51212,16454350352.13772,16601751580.353899,16829218301.212725,16544637243.871077,15730725022.53811,15868048796.31715,15538719246.320513,15444863684.521692,P
5,0,0.05,20900,13110433915.463974,13091870399.49762,13586192505.082972,14429528578.060034,14658499363.571308,14983252433.504066,15206926127.29313,15537070441.489727,15751895131.119371,15989082843.908882,16057676531.09658,16253464166.700321,15371384487.39915,15548428228.61517,16084615702.245594,16036391867.163671,14017124027.153572,P
6,0,0.05,20802,9745904265.033894,10573153165.019192,10865955246.920994,11193790886.276209,11317654257.271595,12388751144.187412,12682666074.106901,16997389869.02768,17518924684.252663,17787773729.625553,17859775397.40672,18167120334.688534,17797779149.7425,17866756337.31882,18429922486.671436,18582408633.739765,18574230543.859806,P
7,0,0.05,19985,10459886713.509037,10734526545.353334,11260835874.256313,12847285341.20696,12814595784.189623,12879203942.659037,12904120743.236872,13211513614.689346,13556936452.290167,13817620051.063166,14289892863.175232,14119057547.535006,14694752046.143047,14878612000.738998,15040222710.422915,15060776732.067118,14735196915.942577,P
8,0,0.05,19150,14450682968.595415,14661526872.263071,15074332242.870008,15903709081.458532,16371358794.657661,16637593226.979477,16827787478.904669,17163505736.108242,16897805499.066332,17168061565.752085,17147199733.333414,17674489614.017906,17634021830.719616,17812589274.415844,18022319750.813663,17833220197.249123,17592001620.926327,P
9,0,0.05,6024,11717657656.239908,12100324784.203972,12640192822.314764,13214129309.293554,13516167980.407206,13716295136.684767,14098294758.589264,14314019006.757301,14431963633.835266,14673902839.373882,14920178645.55509,15053917022.348017,14941530908.129799,14943001167.425856,14509598044.471941,14624776333.304256,33002568180.831818,P
0,0,0.1,28198,9823269781.966888,10091867104.696701,10554336901.837187,11404179816.938803,11678226795.83678,12034107821.193123,12161322749.472143,12604611164.15818,13086603737.068472,13525978772.046743,13587727837.590782,14337871531.886003,19922183427.110085,22709771101.91567,23526249482.418736,23876780699.95781,23686390603.43791,P
1,0,0.1,25927,7346440570.8526535,7614159441.760173,13627845231.316288,14527948051.758162,15407073292.688183,15530948030.890184,15314925025.268436,15969858654.709108,16476413581.543547,16928993373.614017,17532895727.483883,17792319416.538303,16949886462.324707,17562198675.524837,17380481202.463478,17144752708.936293,16649874564.823921,P
2,0,0.1,24951,7737907408.944023,7987003382.036942,8511017066.9064665,9345203704.07296,9956448050.289389,10250886729.17238,10226651556.353052,10520883821.944752,10902241326.07913,11299550442.608282,11555589796.554087,11777370413.278677,11722188750.361471,12021644261.650564,12465298189.977186,12291419810.803352,11900419504.596102,P
3,0,0.1,22399,16237531022.753664,17297666604.66969,17444715697.56358,18269594576.040447,18651221154.38253,18947543290.30777,19328600453.312218,19575443466.39903,20162452491.200043,20751826587.311874,21144948179.837017,21636221153.295998,21383035659.00886,21961479017.068718,21917757611.395187,21590439650.1536,21607220943.135967,P
4,0,0.1,21974,10350661097.037287,10898435675.757069,12541204296.066307,13463570937.891062,14125277511.254383,15675145293.672007,16066196508.719849,16437775783.958412,16962314020.782867,17123660956.75485,17387101763.994003,17526059089.26901,16945134723.443666,15843175745.87473,15987544465.15293,15859330627.745298,15688541136.130116,P
5,0,0.1,20841,11939861868.403893,11757446069.745716,12579936766.034933,14109031201.291868,14238122997.215382,14806096596.559772,15239902075.221601,15879542159.27626,16470187666.17047,16993208579.391897,17116687374.747362,17573788513.48779,15767521664.563148,16151658729.890581,17319330255.455704,17240869536.038574,13214354253.74311,P
6,0,0.1,20802,9458458256.35352,10175115663.960752,10517346197.039085,11021492894.260015,11212450626.566114,12127922819.876451,12529824038.888325,16647601489.72252,17473254625.6501,17753525735.33875,17986556076.02002,18291084754.025635,17633432352.748672,17904302885.99723,18654657475.604717,19037783488.890583,18956056760.736,P
7,0,0.1,20044,10293625223.801275,10886403647.63005,11472144864.713478,13153470521.886662,13122108789.88921,13129070770.450855,13046625112.179937,13352778482.035145,13819152590.803537,14174298665.277521,14807648315.102528,14759385103.86323,15169601307.73909,15563915774.813416,15814778651.200352,15863795125.109219,15446453872.581581,P
8,0,0.1,19150,14170910165.853527,14359352166.293507,14901619672.403297,16207055802.320154,16688780738.208117,16987077156.82838,17202873992.854446,17672908908.33563,16923932577.604961,17251244954.13689,17246549522.768295,17960189088.718925,17602264724.29026,18000728836.714348,18428871948.404804,18109800695.72126,17562082425.66554,P
9,0,0.1,6024,11356793136.513405,11902383838.344067,12441684518.549215,13234377763.129549,13565496844.040892,13715948115.927399,14076837331.683323,14460945242.155422,14677927261.933876,15102203350.835804,15413129937.586903,15609497089.33873,15180346020.795807,15163111034.652662,14975301099.43603,15007506620.435154,33434109916.455578,P
0,0,0.25,28202,9098700173.619009,9415284110.519035,10383572616.873749,12309141528.40491,12373919743.30412,12552689634.26497,12545017195.986965,13444348474.068823,14410101695.416697,15382374631.797596,15623475254.576056,16467170275.06984,18765708118.440865,24691628417.679317,26325539426.70044,27654993594.366074,27268734533.501842,P
1,0,0.25,26027,7404696450.987167,7929003501.10523,12970851093.013021,14750537758.627491,15590948405.63856,15802172353.08025,15396587446.418642,16621243740.74646,17483378004.271675,18737847751.598846,20115149776.59641,20366393813.649414,18206074567.413525,19667688655.445484,19756352651.50151,19318352033.535286,18280618989.468292,P
2,0,0.25,25087,7559656955.819987,7884279729.58903,8464876954.453361,9518951554.796759,10515452133.917917,10850943071.190853,10849029066.048164,11293270522.933111,11495107902.150883,12130815953.804752,12777445390.426767,12816427489.349722,12125885141.135052,13036169396.549423,14366463931.0405,14337946583.624336,13606365386.393538,P
3,0,0.25,22365,15424141586.18593,17579970303.316902,17740323283.192295,19279417275.169598,19831870866.44017,20393356042.214798,20461466285.59252,21007339467.68918,21196010561.160667,22134943073.360912,23097789615.872787,24130893886.448486,22649279085.980873,24400475332.611282,25005774566.694897,24407147545.291504,24384746778.373066,P
4,0,0.25,21653,9514806863.762722,10322049278.20516,12631612124.250753,14467381904.497826,14760435904.017454,16356058105.42346,17284283813.648174,17488144901.87089,18783675197.428886,19625566400.885082,20267856922.232857,20299097013.062527,18503275956.479713,16499548345.911568,16753591102.857979,16911159045.808184,16653193676.296104,P
5,0,0.25,20702,9368637942.207985,8788053803.330446,10105773412.82252,13308484493.32644,13472808401.651012,14658644559.265965,15537590969.910627,17027242672.25432,18943173526.790405,20554360848.248886,20917802328.052326,22531716310.9633,17406655116.790844,18331838488.722687,21958162198.608593,21833227910.940525,11479515561.932013,P
6,0,0.25,20662,9475326442.877995,10515807069.946577,11019926217.130424,12188918985.580257,12519935099.159388,13044151108.558765,13765699074.294699,17448465868.97965,19149731631.527515,19443295455.715675,20112395727.920666,20474124713.81098,18771049020.880184,19826113653.52478,21290638497.206734,22452809052.659267,22160507378.295273,P
7,0,0.25,20055,10572180363.00336,11494314961.224663,12427494213.21857,14476485346.216785,14243886703.039354,13893162533.875423,13235588546.835316,13645827452.049326,14316201371.037058,15020116468.099304,16255204328.816128,16607438546.919685,16428726948.95373,17525913942.300365,18230940835.375916,18372074640.730564,17923808830.626778,P
8,0,0.25,19318,13836944485.72412,13950211249.713203,14778487710.548908,17695372624.684067,18232510870.350006,18474364754.876453,18775138611.692104,19705178759.025528,17400057925.731647,17869769895.72691,18022396955.2022,19283791381.06928,17867466456.992485,19021206439.586884,20180112773.64814,19539659672.801525,18268536423.02897,P
9,0,0.25,6239,11027210243.187243,12019880816.741438,12552483725.60591,13959379731.90233,14254775553.678345,14214938658.681097,14543778429.991884,15369777600.570827,15885785194.637646,16942295483.864893,17435227177.296013,17903055996.731762,16394742570.672365,16514215561.197693,17059443048.273714,16876474568.22324,35786402271.22747,P
0,0,0.5,27304,16850827395.206099,14360020246.42777,17141993273.629047,27802890724.57996,25450591790.85483,16362972103.993032,14662677627.388441,15391600856.496248,18256979005.22432,20457945144.90387,19823218762.934727,20795041740.112553,15918218607.910366,18280659227.511784,21902786688.645924,22941783068.2218,24480601887.934643,P
1,0,0.5,26685,11672190907.190039,13482057493.541435,13999345107.562683,15734677884.617071,15819771934.608635,15796527142.67507,12943230064.152359,12517766575.871601,13294220490.911434,15586013565.446651,17195398790.89073,18524359106.772705,18106321855.635086,29123586053.698097,29257896309.46046,32720501057.644005,30817946872.319736,P
