q,m,s,nqs,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,parts
5,0,0.25,151,10069877417.383305,10966906616.62617,11230628346.725237,11582170394.307726,12943978148.505157,12705387247.47353,13435126723.573603,14160519708.650658,14504258776.51108,15156682330.219198,15617643698.501938,15350245931.873497,16240111731.944775,16787959844.776075,16527880726.062536,17729474611.268234,17647014042.368717,Q
6,0,0.25,60,11826347777.45402,11826347777.45402,12296409656.143583,13258999585.24713,13258999585.24713,13742271827.93527,13852735510.899832,14560953219.213095,14756730317.924406,15057094066.102293,14948863444.380835,15761551282.247484,16094434286.224127,16094434286.224127,15613655103.492445,15541571485.848398,15541571485.848398,Q
7,0,0.25,26,9792954607.911377,9792954607.911377,9906049186.743486,9906049186.743486,9906049186.743486,11888249934.475391,13507471266.306921,15543714245.748049,17144694795.14783,16655968228.764357,16941518907.28066,16941518907.28066,16937829560.94689,16937829560.94689,16937829560.94689,16937829560.94689,16937829560.94689,Q
8,0,0.25,10,7208138540.95282,7208138540.95282,8045899290.311363,9452216149.68431,9452216149.68431,9452216149.68431,9452216149.68431,9452216149.68431,9452216149.68431,9452216149.68431,9452216149.68431,9452216149.68431,17353004689.976795,17353004689.976795,17353004689.976795,16515243940.618254,16515243940.618254,Q
9,0,0.25,4,13109256646.13847,13109256646.13847,19525746137.941177,19525746137.941177,19525746137.941177,19525746137.941177,19525746137.941177,19525746137.941177,19525746137.941177,19525746137.941177,19525746137.941177,19525746137.941177,19525746137.941177,19525746137.941177,19525746137.941177,19525746137.941177,19525746137.941177,Q
0,0,0.5,202055,13568976926.900434,13645031051.081451,13804408778.455677,14034150412.749565,13661740035.588018,13640222101.726501,13627514248.879374,13748704038.22295,13917781641.502344,14028755405.728111,14146490928.095697,14411796429.958744,14505036803.823244,14670576571.702755,13877252691.29082,13924841140.27419,14665256810.111359,Q
1,0,0.5,5130,12539273559.730246,12761951419.192377,13137387970.509054,13522607994.80281,14110564117.24293,14199602007.772154,14462741879.34072,14565512769.836643,14587473723.589533,14900453000.358347,14715593893.070574,14559435940.99887,14767336925.351406,14686377471.03262,14798735304.077988,14766557355.46263,14727134907.615124,Q
2,0,0.5,1762,12283939472.608765,12533005582.450659,12873240905.64552,13297841026.053747,13811250476.804123,14207034457.149986,14177598536.562897,14354248792.80528,14674843405.063051,15183107034.329565,14968507229.67,14993665672.927807,15137129819.98514,14896983132.673538,14868584040.982172,14816931252.051086,14789587033.592241,Q
3,0,0.5,757,11736715179.948395,12283745466.98358,12605262592.111006,13152744912.609808,13884714093.150784,14233187442.670166,14455851195.102962,14621999178.56386,14719818572.351856,15005915733.6137,15408614138.323368,15576584025.12113,15775630663.399906,15600249616.486408,16036607955.840076,15902511294.79883,15683528621.251177,Q
4,0,0.5,335,10614666713.31378,10825608410.70607,11772068006.980417,11992413762.75124,12463951445.690004,13182032085.708992,13061057370.878841,13400941932.152008,14085659413.91415,14370539325.903301,15158020521.833025,15449516420.70523,15863942912.511341,15740315764.13333,16145581590.578468,15903656038.344912,15610523649.009819,Q
5,0,0.5,161,9970314341.531105,10658844693.66759,11002026240.088202,11353568287.670694,12559868612.089167,12321277711.057537,13051017187.157616,13911999534.274584,14456386585.881989,15108810139.590107,15569771507.872845,15302373741.244404,16190560475.35142,16740087654.146986,16408542305.573183,17610136190.778885,17554928521.64755,Q
6,0,0.5,68,12147013354.758987,12355512201.865364,12825574080.554932,13788164009.658478,13943671439.437431,14426943682.125572,14537407365.090134,15245625073.403393,15441402172.114708,15741765920.292591,15633535298.571133,16446223136.437786,16779106140.414425,16779106140.414425,16255092119.585629,16183008501.941578,16183008501.941578,Q
7,0,0.5,26,10054039475.878172,10054039475.878172,10167134054.71028,10167134054.71028,10167134054.71028,12149334802.442183,12149334802.442183,14185577781.883314,15786558331.28309,15297831764.899622,15583382443.415926,15583382443.415926,15579693097.082155,15579693097.082155,15579693097.082155,15579693097.082155,15579693097.082155,Q
8,0,0.5,11,7682929227.189442,7682929227.189442,7682929227.189442,9089246086.562391,9089246086.562391,9089246086.562391,10708467418.393923,10708467418.393923,10708467418.393923,10708467418.393923,10708467418.393923,10708467418.393923,18609255958.68641,18609255958.68641,18609255958.68641,18609255958.68641,18609255958.68641,Q
9,0,0.5,5,13109256646.13847,13109256646.13847,20363506887.29972,20363506887.29972,20363506887.29972,20363506887.29972,20363506887.29972,20363506887.29972,20363506887.29972,20363506887.29972,20363506887.29972,20363506887.29972,20363506887.29972,20363506887.29972,20363506887.29972,19525746137.941177,19525746137.941177,Q
0,0,0.02,28025,11337233480.226805,11542824990.330322,11858160742.543776,14028413917.120966,14256039998.779886,14201660022.700766,14548064508.266367,14876207457.595634,14824613968.847466,15105217538.912897,15044349775.861032,15087325892.88823,15125651254.07394,15580428290.741457,15690297232.44566,15451922177.477465,15380938469.850407,P
1,0,0.02,26571,12459967608.230928,13122914503.034142,13622918371.56627,14020260635.409252,14264007059.184896,14388186330.01275,14486675012.866701,14609959299.71656,15039314221.257395,15258775316.263203,15297815305.62009,15242168717.569004,14950664442.101227,14865120541.22871,14499037379.697231,14326927637.46781,14270606617.90016,P
2,0,0.02,24431,8120457145.273507,8166059308.702699,8273766206.488383,8354119351.363479,8444233986.367955,8839640719.65743,8970690310.429016,8967621520.827589,8981274044.795017,9296819447.817772,9336568762.80029,9584971900.148918,17814462826.31552,17769944858.5318,18274178628.20622,18014480382.95356,18016124254.217144,P
3,0,0.02,24222,10199001986.78251,10319530985.855995,16963282430.427011,17307698087.64123,17425652150.12396,18521374265.43528,18492097084.119976,18678657179.772728,18927405386.297237,19031660658.883904,19181859317.18209,19263578777.603165,19285853985.694912,19147926055.91459,19099504569.029564,19202331317.189705,19455751300.91732,P
4,0,0.02,22405,11342835239.661373,11397240556.799433,12678928593.406027,12781768916.589823,12979843919.209173,13068725325.090084,13221195460.82205,14284194821.119453,14462707598.660532,15249926668.764244,15467302196.52445,16392014864.022362,16522571438.323204,16496626435.201254,16365664362.258577,16712175090.90402,16668448893.173204,P
5,0,0.02,20913,11001691326.385937,11197620802.638866,11640331265.477497,11789608835.009052,12603491182.024992,13399512197.464523,15234052020.704472,16017627230.947725,16144587801.110558,16042354804.56783,16295852299.532768,16178626065.400478,16259471549.080746,16387700464.098234,16136529130.393408,16015995116.788422,16191381628.949018,P
6,0,0.02,19085,10902431131.004608,11103341496.943108,11274229707.200075,11795517040.34641,11986281219.787825,12446257371.108728,12538451042.82165,13222802477.527414,13465862145.10445,13293001523.281698,13584937103.415524,13573836325.677608,13568784303.627201,13566889183.630123,13592306494.642786,13519132626.60486,13383236732.60722,P
7,0,0.02,17478,14649930905.834633,14464632317.86442,14651070668.830362,14819575977.70009,15042718793.120834,15021487453.105879,15172485307.900484,16370975205.08017,16786325710.287947,16774106312.712511,17072187194.374454,17234788696.419422,17629415164.42259,17670892887.687782,17502699051.71581,17666779373.822544,17650629203.652607,P
8,0,0.02,14813,11227079565.437351,11660240089.198841,12024447491.11265,12411398411.363987,13250848951.965454,13645337173.663631,13517003532.278685,13600137933.675497,15566376375.18955,15722367321.793936,15964143812.239132,15601799194.728045,16469478686.75899,16300300984.87674,16063714495.742748,16167917175.305672,16053321179.942139,P
9,0,0.02,12367,12466496509.160316,12935519123.785522,13246403266.492308,13453016262.324608,13802529988.009935,14280206406.276081,14413782610.938889,14478400280.572788,14543430899.844128,14934923037.410908,15010874498.996378,15235841682.046257,15944846033.50682,15880322591.747658,15718920606.864698,15744676068.847841,15858224957.669495,P
0,0,0.05,28025,11337233480.226805,11542824990.330322,11858160742.543776,14028413917.120966,14256039998.779886,14201660022.700766,14548064508.266367,14876207457.595634,14824613968.847466,15105217538.912897,15044349775.861032,15087325892.88823,15125651254.07394,15580428290.741457,15690297232.44566,15451922177.477465,15380938469.850407,P
1,0,0.05,26571,12459967608.230928,13122914503.034142,13622918371.56627,14020260635.409252,14264007059.184896,14388186330.01275,14486675012.866701,14609959299.71656,15039314221.257395,15258775316.263203,15297815305.62009,15242168717.569004,14950664442.101227,14865120541.22871,14499037379.697231,14326927637.46781,14270606617.90016,P
2,0,0.05,24431,8120457145.273507,8166059308.702699,8273766206.488383,8354119351.363479,8444233986.367955,8839640719.65743,8970690310.429016,8967621520.827589,8981274044.795017,9296819447.817772,9336568762.80029,9584971900.148918,17814462826.31552,17769944858.5318,18274178628.20622,18014480382.95356,18016124254.217144,P
3,0,0.05,24213,10331833240.853176,10453885213.87609,17097153925.695372,17441784002.291374,17560578945.993114,18656326691.45401,18627073051.1397,18808720670.708286,19047459777.547997,19151025443.72957,19301186998.47348,19382297665.4756,19406263841.592915,19269220633.31265,19218877807.834595,19321656275.397816,19574154325.801666,P
4,0,0.05,22405,11340548528.201597,11393454209.198729,12675638817.308924,12778264721.110926,12975500569.81104,13063265632.931236,13215698388.910343,14283625073.04378,14472134441.517792,15260184768.217947,15477673479.95295,16402957764.30944,16531644762.65664,16504863812.51983,16375817960.23644,16722338430.861086,16679534166.454035,P
5,0,0.05,20911,10886261110.887924,11082167249.33234,11524863873.419113,11674141442.950674,12488022062.666838,13285150391.717508,15119687452.709312,15903249934.200705,16030220894.115414,15927854526.381329,16181279978.518448,16064086951.946533,16145111043.554873,16273291184.08717,16022124968.31609,15901634783.328821,16077007657.896708,P
6,0,0.05,19085,10887316803.891737,11088227169.830236,11259115380.087202,11780402713.23354,11971166892.674953,12431126442.99586,12523336715.70878,13207686031.414545,13450747817.991583,13277878917.168829,13569810459.709955,13558713650.97204,13553661628.92163,13551766508.924553,13577183819.937216,13504004661.899288,13368122405.49435,P
7,0,0.05,17478,14649930905.834633,14464632317.86442,14651070668.830362,14819575977.70009,15042718793.120834,15021487453.105879,15172485307.900484,16370975205.08017,16786325710.287947,16774106312.712511,17072187194.374454,17234788696.419422,17629415164.42259,17670892887.687782,17502699051.71581,17666779373.822544,17650629203.652607,P
8,0,0.05,14912,11227079565.437351,11660240089.198841,12024447491.11265,12411398411.363987,13250848951.965454,13645337173.663631,13517003532.278685,13600137933.675497,15566376375.18955,15722367321.793936,15964143812.239132,15601799194.728045,16469478686.75899,16300300984.87674,16063714495.742748,16167917175.305672,16053321179.942139,P
9,0,0.05,12279,12466496509.160316,12935519123.785522,13246403266.492308,13453016262.324608,13802529988.009935,14280206406.276081,14413782610.938889,14478400280.572788,14543430899.844128,14934923037.410908,15010874498.996378,15235841682.046257,15944846033.50682,15880322591.747658,15718920606.864698,15744676068.847841,15858224957.669495,P
0,0,0.1,28025,11337233480.226805,11542824990.330322,11858160742.543776,14028413917.120966,14256039998.779886,14201660022.700766,14548064508.266367,14876207457.595634,14824613968.847466,15105217538.912897,15044349775.861032,15087325892.88823,15125651254.07394,15580428290.741457,15690297232.44566,15451922177.477465,15380938469.850407,P
1,0,0.1,26571,12459967608.230928,13122914503.034142,13622918371.56627,14020260635.409252,14264007059.184896,14388186330.01275,14486675012.866701,14609959299.71656,15039314221.257395,15258775316.263203,15297815305.62009,15242168717.569004,14950664442.101227,14865120541.22871,14499037379.697231,14326927637.46781,14270606617.90016,P
2,0,0.1,24431,8120457145.273507,8166059308.702699,8273766206.488383,8354119351.363479,8444233986.367955,8839640719.65743,8970690310.429016,8967621520.827589,8981274044.795017,9296819447.817772,9336568762.80029,9584971900.148918,17814462826.31552,17769944858.5318,18274178628.20622,18014480382.95356,18016124254.217144,P
3,0,0.1,24057,10377107107.662386,10505072322.148176,17153017128.73429,17503641107.216297,17630108315.036034,18716369283.63652,18692871747.537823,18876561509.971817,19114425069.06473,19217522194.372684,19368009458.266106,19441412346.44352,19464048622.601948,19319294891.063835,19267205935.4656,19374258170.55017,19623072603.218414,P
4,0,0.1,22405,11297873548.017744,11344307292.485626,12622750145.566948,12719376398.175821,12908945732.06506,13006133514.406202,13152504328.444689,14218221397.574112,14407633682.338081,15196155399.911856,15424629669.463024,16357503442.644218,16487460386.493725,16468363869.071594,16341109516.184265,16683664742.574148,16644566082.626568,P
5,0,0.1,21047,10912762087.871819,11112710900.186354,11555337771.81062,11702276873.129606,12519630539.786228,13315364053.097122,15151740257.00592,15933576601.675346,16059897908.31002,15961286145.60155,16203139418.622032,16081859252.648855,16158988481.710445,16285950829.751785,16033970356.484184,15913037296.762539,16099602732.681808,P
6,0,0.1,19085,10858216940.28249,11055643327.417244,11225666950.398762,11749298501.064783,11936583884.258625,12398002307.958773,12488679275.479698,13174922200.146053,13418606271.459969,13241979915.611584,13534172370.303677,13527280990.967028,13526183785.919945,13525532548.956991,13551718748.190302,13478673941.600151,13331577137.119965,P
7,0,0.1,17478,14649930905.834633,14464632317.86442,14651070668.830362,14819575977.70009,15042718793.120834,15021487453.105879,15172485307.900484,16370975205.08017,16786325710.287947,16774106312.712511,17072187194.374454,17234788696.419422,17629415164.42259,17670892887.687782,17502699051.71581,17666779373.822544,17650629203.652607,P
8,0,0.1,15202,11227079565.437351,11660240089.198841,12024447491.11265,12411398411.363987,13250848951.965454,13645337173.663631,13517003532.278685,13600137933.675497,15566376375.18955,15722367321.793936,15964143812.239132,15601799194.728045,16469478686.75899,16300300984.87674,16063714495.742748,16167917175.305672,16053321179.942139,P
9,0,0.1,12009,12466496509.160316,12935519123.785522,13246403266.492308,13453016262.324608,13802529988.009935,14280206406.276081,14413782610.938889,14478400280.572788,14543430899.844128,14934923037.410908,15010874498.996378,15235841682.046257,15944846033.50682,15880322591.747658,15718920606.864698,15744676068.847841,15858224957.669495,P
0,0,0.25,27702,11337233480.226805,11542824990.330322,11858160742.543776,14028413917.120966,14256039998.779886,14201660022.700766,14548064508.266367,14876207457.595634,14824613968.847466,15105217538.912897,15044349775.861032,15087325892.88823,15125651254.07394,15580428290.741457,15690297232.44566,15451922177.477465,15380938469.850407,P
1,0,0.25,26359,12308500802.621796,12967380479.895475,13466172128.701567,13864295316.163809,14099992717.197235,14226756586.327202,14320573413.908022,14439850053.947021,14871390789.861176,15110308036.656553,15130237222.15845,15075628615.878319,14785733934.906937,14706262150.637054,14342535094.864605,14171043888.606089,14128813110.14406,P
2,0,0.25,24431,8271923950.882639,8321593331.841357,8430512449.353076,8510084670.608916,8608248328.355608,9001070463.342972,9136791909.387688,9137730766.597124,9149197476.191227,9445286727.424417,9504146846.261929,9751512001.839603,17979393333.50982,17928803249.123447,18430680913.03884,18170364131.815277,18157917761.97324,P
3,0,0.25,23972,10445352655.868553,10573026928.142557,17517632810.02778,17868574796.107883,18020528793.564625,19109308170.753456,19083591291.448837,19273942952.611725,19511148691.297302,19614496331.01207,19763535635.791992,19837180872.938457,19861865529.502777,19705772517.47859,19654225299.2293,19764596401.509552,20012533667.19264,P
4,0,0.25,22940,11332787767.627813,11455257950.290089,12440253973.1042,12535250234.98753,12699049014.573029,12793830882.032246,12971656004.499063,14013691300.208303,14206449744.162388,15002282408.736774,15209513614.944466,16102168492.516878,16231050733.290653,16221448678.5932,16084513285.19076,16426883912.540623,16387959245.381638,P
5,0,0.25,20636,10851337337.339722,10970948922.262075,11411377435.071915,11559535062.458284,12377327211.013502,13172902950.823675,14978370019.181581,15777019676.97931,15901987522.53661,15795651591.918436,16043595771.393013,15961372033.1367,16037715726.582397,16165762824.956205,15923503799.054062,15797879443.600405,15978702585.490002,P
6,0,0.25,18597,10816481922.998358,11018500041.542686,11187507778.306746,11711232786.032797,11898363451.994812,12359827155.489252,12452178293.338675,13138627779.567993,13380976973.176514,13204513323.830399,13513305894.525393,13507334634.111612,13506049287.350252,13506158117.81622,13531762172.850224,13460274393.836424,13319623057.582468,P
7,0,0.25,17966,14990376063.35399,14804601229.791044,14992601037.529371,15162765962.581835,15386285196.608425,15368225455.460533,15518073819.27079,16716403319.773384,17145185427.350723,17148357077.50921,17447740127.37962,17605722163.545227,17995678659.93741,18035910968.091698,17840063414.787132,18003774577.99234,17982866859.26932,P
8,0,0.25,15508,11082604270.535692,11516922463.939772,11879695352.27989,12271775072.915123,13109928428.830847,13502128928.795162,13408224838.901003,13494033087.489859,15446747427.985245,15586572430.77211,15824367993.588459,15470309527.920858,16670148147.442547,16502233889.25167,16293762605.615099,16405465176.419165,16293860773.43334,P
9,0,0.25,12199,12270526646.542604,12738867837.117971,13049625036.626053,13249449615.891737,13599884107.656977,14076676648.789913,14176972792.946299,14239077012.06523,14304200129.985662,14696467163.636023,14775097384.64189,14996397881.727673,15377913077.308445,15313371606.968811,15151508133.921034,15170132863.564543,15285447708.56157,P
0,0,0.5,27971,11346135531.629053,11550520703.899044,11867486022.30795,14038338226.006636,14266060128.528925,14695064899.33164,15041320333.605566,15370483360.134153,15319846949.328913,15602327201.197771,15541611494.61323,15584544548.823595,15139019603.739388,15593522862.65673,15702179111.15816,15463370369.761837,15393527512.74978,P
1,0,0.5,24873,11878438912.578058,12569920681.411776,13046055726.736729,13411989291.098211,13625952608.722263,13138551846.249144,13330520207.71229,13477085388.93634,13558445291.817963,13648136994.648481,13655619553.550207,13620318045.191772,13802935366.288364,13733139134.46646,13395627958.930119,13207813514.67201,13171986617.441252,P
