q,m,s,nqs,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,parts
0,0,0.05,202518,14276791468.538954,14474279429.74662,14594443930.576885,14875420738.97373,14448498949.058304,14369960944.621387,14309829140.202787,14572864957.9654,14764332207.367443,14895899850.632376,15175170222.769909,15440915131.501719,15259235199.114105,15608030783.63297,15048828389.056053,15069812359.649448,15689597011.293364,Q
1,0,0.05,4886,12713829872.148006,13163371350.120253,13748197856.177334,14299202233.674583,14892249222.510807,14979831691.669857,15098048592.062174,15165245646.289177,15376441125.313652,15762010277.729464,15489703139.710447,15290305605.048351,15402525704.698263,15263785685.927666,15638104149.485037,15469841046.413782,15103855509.149422,Q
2,0,0.05,1640,11998274445.157907,12661351013.552723,13192090528.803614,13907902207.871717,14330273307.731491,14638310080.500069,14714342739.526688,15026118719.08688,15485720014.862541,15841043854.876345,15916481271.232601,16038980680.988598,15649630852.32641,15952485923.86721,15954115347.354307,15817815125.824913,15560138792.415329,Q
3,0,0.05,674,11177015057.007118,11596607293.58554,12009655221.586582,12771140764.318123,13595858003.37335,14170362041.635128,14146059086.898905,14827722125.854816,15307247180.108297,15746076231.45066,16052913192.33444,16375216510.728054,16306731281.534658,16764081646.591904,17195711096.407585,17112638066.119461,17423201631.261787,Q
4,0,0.05,327,10667316096.25459,11151715563.669937,11762909740.852541,12323536092.93948,12960800189.980253,13883094241.689676,13897280326.03852,14627146117.942099,15832726997.12317,15930624138.114113,15917781797.52512,15998387179.27066,16651275394.904776,17555554235.250458,18281390267.17566,18251133070.908627,17811358448.58934,Q
5,0,0.05,145,10665918664.014727,11723599589.096304,12256229905.6461,12819285626.817282,13564813085.189465,13525610317.437138,14239195806.043623,14510528071.42185,14619670023.033237,15603730720.702139,16129230904.805313,16311559066.44103,16400595319.002117,16772299797.152777,16718468587.443605,17635713007.639656,17502640085.094727,Q
6,0,0.05,77,10791122225.728157,10867814461.979738,11095999010.694548,11996423013.864805,13050638172.042017,13628461413.588854,13756390406.227467,14610361426.724686,15761647149.745323,16206142418.019562,16163156521.137573,17750953286.928238,17445084962.283676,17811131442.89674,17962722133.52077,17835520893.46447,17637466216.809196,Q
7,0,0.05,30,9766038003.69077,10380854435.548306,10406841159.171206,11729023043.724535,11884025364.994232,13706551673.263475,13797756658.313229,14753254856.27936,15048645329.773113,14956624264.263334,16205645760.861973,16647850592.801811,16486176091.858196,16711778164.982357,16797570760.617361,16629728512.988337,16467862934.959055,Q
8,0,0.05,11,10471434416.310774,10522889941.431282,10675429527.903847,12306509364.84089,12426707196.504564,12438128854.21261,13825868763.496368,14193456539.82354,14288842946.544567,14179433253.65784,14251451209.775484,14153379516.623106,20695710152.603,22100497164.297707,22362148990.82406,22299532483.70792,21882322710.10418,Q
9,0,0.05,2,13256795327.549244,12831875122.267801,13325270863.044477,14326004016.683655,14200987238.871834,14487484131.590153,14712465946.840237,15100714988.246021,15520550003.679161,15801757729.287384,15824151021.350662,16285817640.425272,15386163992.938675,15604869123.86188,16258130441.028702,16378358509.630825,14400739707.162888,Q
0,0,0.1,202498,14256230287.576466,14496104191.132345,14583823104.610044,15014510130.48957,14581029373.89113,14430291064.975386,14301777412.194786,14610239160.53974,14854934128.90478,15067145918.081585,15478735465.106424,15795365964.80843,15366224898.744867,15913554702.223995,15446089199.44699,15489182642.697046,16103935778.425566,Q
1,0,0.1,4899,12381821037.783392,12963548521.610432,13595075881.80572,14345081754.63833,14929257205.233078,14987130263.778038,15120413135.893747,15268880250.888113,15561610679.88825,16044538975.065943,15928424038.131844,15763139409.958393,15541378126.253172,15619830369.95501,16187375826.482306,15996440182.557468,15588320212.575367,Q
2,0,0.1,1643,11589665684.022564,12372735714.010273,12979616477.88832,13925923094.705034,14349074130.84338,14683030870.085285,14727041188.37389,15160801926.05958,15697806144.058691,16109648905.184038,16318601024.461174,16525965956.904726,15793787963.617384,16333647719.64853,16546474847.778305,16361062469.450335,16073700152.867254,Q
3,0,0.1,676,10808632312.099707,11393660877.150108,11861835407.789854,12773507944.043568,13693259459.711496,14264251871.863123,14172959619.77683,14867454968.105566,15463875930.46343,16074687220.042007,16508978730.897427,16972436409.280815,16457609305.765135,17126524106.486736,17668112740.6836,17686079525.34397,17946054861.8502,Q
4,0,0.1,327,10174048344.463596,10865933736.483498,11502507155.745073,12287016014.660662,12964328807.112082,13786995169.16552,13723142151.033619,14565216380.488249,15855913801.107603,16137955318.47848,16234178085.305384,16328444858.130371,16687859158.744335,17883671365.26639,18742783282.972176,18758464573.31521,18186106745.178997,Q
5,0,0.1,146,10090604358.799906,11276150902.104662,11934797477.066292,12753331199.605244,13518471924.66682,13565473920.914911,14378334045.541006,14868480203.15095,15123007418.83482,16177267394.995432,16810850944.221699,16971243099.959187,16673304793.79415,17417160228.750946,17680734135.358166,18478102473.06051,18232993465.884407,Q
6,0,0.1,77,10020202331.644379,10190156572.169952,10429653487.057583,11554297189.202286,12687804797.892849,13329261310.969948,13468250286.973373,14338057680.195562,15795537345.031868,16535763048.263783,16538745307.907661,18111913738.590847,17187237541.580822,17997405360.699715,18282477532.11186,18143695897.421917,17771503027.57304,Q
7,0,0.1,31,9787069939.4072,10587991819.231668,10593538490.870949,11951292465.748707,12214203077.124708,13908676952.268715,14040611051.480768,15105333378.688784,15437072223.987516,15547849802.274889,16830423342.64792,17607746162.189575,17286444722.93385,17758550527.19817,17975709443.542843,17717909727.53724,17492152757.800835,Q
8,0,0.1,11,10074920767.210205,10219671982.719973,10485436340.04736,12320164308.518097,12549777042.484772,12570235357.636124,13749619134.844719,14469769291.191587,14665794313.839542,14451880834.866678,14604362513.53798,14395699400.914513,19727538478.186638,22407994083.358646,22926832618.567974,22819421024.046753,22047619489.819485,Q
9,0,0.1,2,11810707622.791147,11065382078.08464,11932924447.838171,13792762016.642935,13552743544.59626,14105987028.737114,14548147375.747402,15325504216.957987,16189766987.676472,16781996226.210125,16829508646.231018,17825482417.720146,15910237596.27687,16364699481.124798,17763860030.999256,18027305010.26019,14054863855.13348,Q
0,0,0.25,202365,15028119890.955494,15243579651.915558,15152926997.395712,16063330929.231554,15542915563.777834,15127838072.478579,14771261356.905476,15242461861.756096,15631264330.373285,16098070747.08574,16972665622.703693,17460938606.803326,16205330595.406975,17444939246.316402,17340072398.47952,17455934339.09037,18250230828.70609,Q
1,0,0.25,4977,12285315355.682898,13154414920.393011,13813213337.786545,15204852091.942537,15696123788.823792,15564036027.848013,15661918429.021545,16062239172.5153,16549262150.686281,17402619821.887066,17842781664.71937,17749326992.72796,16438833167.775118,17192284679.49873,18443926020.8695,18209093879.52498,17682428461.372772,Q
2,0,0.25,1672,11385239738.24918,12433803687.584253,13185634465.278784,14784015251.23577,15174672886.427338,15288550437.729887,15283765437.470257,16018658590.417923,16741537607.25469,17343397927.070793,18035830019.948807,18524725043.961628,16692477639.825872,18092848115.506397,18971610940.921375,18724038661.27224,18410001330.95822,Q
3,0,0.25,690,10288830565.127876,11253417183.086708,11874241702.550198,13299767154.276777,14442838935.595144,15203004821.911467,14820719417.227245,15515681801.190481,16332775862.477116,17566768018.238575,18420108882.99592,19376845236.26369,17303930514.597992,18692423052.782696,19813939775.76789,20232079555.112568,20534641961.671967,Q
4,0,0.25,332,9710154800.223942,10949468251.241957,11679200393.753023,13058270457.652725,13701597215.006266,14311749165.695604,14109769341.910059,15426745892.599432,17086994869.314365,17864140432.570034,18073728860.344467,18235675153.17058,17634443755.816013,19545251820.759342,20944520078.44903,21180474818.407055,20495227870.640915,Q
5,0,0.25,148,9182377493.488539,10627637320.424921,11546928467.623947,13138371163.7707,13703943899.519876,13705538136.07721,14608272627.810848,15714750964.040445,16299549176.631903,17711360540.404613,18843088037.361748,18966405227.725906,17451801421.517338,19558721174.584393,20977892625.743046,21597706254.673306,20953952283.28525,Q
6,0,0.25,80,9134474202.37613,9418343114.421616,9711993946.284977,11795989495.020744,13117856860.35293,13882180064.342289,14061994822.819036,15178344838.517515,17470240325.390762,19213877237.957493,19188250889.333622,20820421357.495743,18054121641.597004,20356465265.004025,21282561180.18224,21015469077.27864,20294696118.880653,Q
7,0,0.25,32,8984475935.375149,10384260250.027693,10276535658.67832,11869579580.607363,12430336788.470428,13816681932.706944,13795120508.376038,15228879876.23322,15649622941.648264,16296053680.990166,17910191294.05724,19440677721.45426,18584231803.913696,19962412787.974525,20771825126.391415,20796739227.526573,20632245866.496643,Q
8,0,0.25,11,7296921520.869377,7365990338.204019,7802081967.580009,10124878282.365417,10350520193.712355,10299729004.03363,11100514205.39792,12688119400.746565,13166332879.692867,12719757507.487843,12873062434.209578,12290755202.610046,14885066347.057774,20528337724.35121,21380010647.937202,21339236836.05835,19792401351.168755,Q
9,0,0.25,3,11111050348.12413,10371230896.192932,11995328225.600351,15819896025.452497,15452285976.034721,16664618717.47045,17554396026.24552,19628168517.005238,22074505542.896736,23849514095.585434,24301922753.603603,27523278842.630806,21438586297.327976,23048306382.56495,27757392895.62493,28319302366.36725,18034419452.3906,Q
0,0,0.5,202228,22240759778.80456,20851591602.699337,19680699352.438343,21625343128.21817,20612201132.977592,19181824326.91029,18149073241.235924,18982976059.28624,19637755007.04237,20637204908.430454,22837683627.383537,23659918318.000645,20370593951.422466,23425751619.352345,24274427706.70219,24740462756.059208,26808017942.316635,Q
1,0,0.5,5048,19076819924.79247,18880752132.758884,18189116225.508087,21234683048.024082,20373138730.084667,19548936538.850292,18920215526.325382,19966399783.289864,20341811868.725647,22211471124.094185,24133846559.381176,24235671454.9847,20355327184.456,22896271306.17935,25924395698.865078,25949944919.542873,25505828428.527,Q
2,0,0.5,1709,16427290825.261538,17191497225.724327,17392652550.939106,20399978863.647926,20499223624.93222,19447561305.048218,18880966272.252365,19831778744.622093,20828194517.601795,21829471997.079056,23458486047.756668,24270203488.884796,20070760647.425045,24134433693.57167,27368846331.04586,27552800776.94348,28096933417.474564,Q
3,0,0.5,709,14309186274.03287,16637042591.469828,16426286156.852224,18133992705.505936,18891966587.02362,20243597545.01052,18626588816.494633,19388338906.53167,20323844258.939045,22831885039.718006,25008971319.47241,27097653852.467323,20589930594.09167,23711367161.843636,26251215593.0006,28696512198.344692,30160374467.36535,Q
4,0,0.5,320,14202082724.385763,16846616329.367107,17491914949.453293,21214831867.660854,19549537514.703934,18683538005.855087,17965075989.65816,20037446885.135853,20919002906.45869,23858019047.74637,23006766011.468246,22848552501.328773,20842587968.674828,24501793763.702133,28348907527.3062,28730264228.15095,28032435466.74748,Q
5,0,0.5,161,11906736440.586159,14831076916.97746,16687518011.87132,20178453480.888493,17904186981.967297,17188964668.68071,17629532038.71951,19526347624.26283,22894006340.39382,23905804445.764233,25064719954.561977,24380219556.451275,20620747118.725327,25055252578.582912,29886357865.622204,31083794536.8429,30188977976.367966,Q
6,0,0.5,82,9451256114.459782,10178096416.538513,10590153281.152437,16507335521.577015,16906126413.313812,17226561726.42555,16758665235.635777,19478596843.915848,23034881187.39608,25839208508.62763,25869052975.512135,28087971001.92686,21671657095.87382,27152162671.047905,30814221847.963234,30840593174.251793,30046191717.16031,Q
7,0,0.5,35,25517982897.04851,29477713204.658085,11436506233.607603,11416041696.333694,11321706079.221136,13117432077.484734,13896552372.816784,15867627288.450579,18229469128.633152,21525641424.621162,23520344524.756973,25729458555.364178,22137982891.385128,28750675703.48502,30886619695.288948,32316629177.501778,33116201539.666946,Q
8,0,0.5,15,15325688366.317759,14498715921.055643,17169445167.067453,28544996148.992256,28590356577.534184,18794103286.961586,15029797556.328169,18803238777.21977,18200323602.758198,17559651212.275948,17810492826.236084,16863658644.67858,17192557292.82004,25356255072.852467,27907343851.795418,28399339086.21045,26015045334.565804,Q
9,0,0.5,3,6724231984.287622,6249575323.0899,8071842663.262184,13482704518.201946,12929802160.395775,14959319550.110947,16584494365.198677,20758779794.288357,26402618468.013054,30987641690.127613,32015465505.34109,41399638005.97438,24787288527.792065,28596476388.57238,41722372552.40257,43738921103.43889,20827385794.433125,Q
0,0,0.02,27481,11640812975.326502,11889188759.538858,12162261422.714176,12542185268.296284,12870392617.002993,14792492349.872221,14926324960.84646,15278113700.067532,15661513722.919914,15618776258.12836,15421045817.027292,16284488361.962532,16104438357.569118,16084633969.126202,16396720783.686317,16253359057.40721,16318188098.125319,P
1,0,0.02,26007,11390389367.348967,11591199572.428835,11847060692.776722,13401453844.867485,13624061839.926453,13899136530.670624,13972174856.693064,14222374794.373726,15040383899.339447,15349645458.428455,15601952296.613132,16038165885.685555,16709987404.77276,16927312375.394854,16768858808.535229,18078933480.37657,17861730573.441807,P
2,0,0.02,24486,9416670181.4279,9713739674.694117,10213821235.46201,10510148568.402477,11210123881.338448,11362645159.396921,11429554759.402128,12301503367.194742,12616829773.897795,13242554844.387259,13082769262.669195,13131962776.69916,13290573419.622326,13361165494.180717,13571021592.48271,13443959973.811518,13509095323.157005,P
3,0,0.02,22626,8668751370.368065,8754804975.138945,8953049862.16884,9337931640.515598,9385651729.135942,9436896593.986588,9480764160.566265,9606751233.447367,9689903795.505604,9753627952.553604,9874524951.144207,9955548546.67931,9826264345.062504,9927319490.559717,9948390457.065712,10023280635.21596,9954939132.31616,P
4,0,0.02,22464,20335837690.169006,20500591734.001442,21079945927.368618,21762185496.99698,22706050498.439175,23106188768.82989,23196663541.93752,23295419206.44471,23648090074.876984,23963676993.57881,23933236870.126236,23766648227.83494,23715980881.031788,23878468974.898544,23846373709.30747,23763129992.453205,22929167766.477463,P
5,0,0.02,22368,11951979838.231693,12395539123.178553,12702411892.90973,13186539538.84328,13611475215.215418,13841971651.576561,13729970811.45896,14026039286.364504,14233046679.678755,14665357771.313124,15920151165.905779,16133711867.520872,16341024484.428558,16140098048.764019,16171916176.455538,15920807516.959337,16007261534.572247,P
6,0,0.02,22320,10889501539.830145,11567995803.625837,11608956535.574863,11863929709.976665,12225146996.493202,12233564391.852852,12529439065.496143,12635971100.625883,13311435375.661718,12954690603.22327,12950036676.359581,12870231753.036156,20983157530.627087,21842217283.177753,21765190027.434853,21838537128.277508,22327957241.08105,P
7,0,0.02,22164,13615252293.868183,13772858457.289238,13977587999.827845,14221980837.139904,14265946394.375628,14172781798.218914,14454686944.721653,15039353893.572924,15048405863.496431,15386451279.68197,15280195811.606422,15356847365.92163,15175004871.688316,15594290567.415443,15634193173.975164,15372489562.68509,15202514556.881971,P
8,0,0.02,13597,9333407500.568514,9924616440.936302,10140979636.412802,12183498427.881285,12650657708.486773,13956957218.96818,15538638937.323862,15891365979.092373,16161432084.67364,16262349404.563643,16512274152.94064,16610969109.643274,16538920460.994215,16291873692.344545,16547898110.797422,16364722844.367418,16221657083.04656,P
9,0,0.02,6797,12122559385.370432,12282919293.68712,12864411504.152401,13239462924.807653,13425637888.772839,13517073719.640852,13778421188.237305,14774433830.285563,15369971011.09492,15725975991.508312,16042030991.692196,17023583922.417173,16892243280.212345,17754776167.475113,17939363945.037598,17914438752.24568,17583793934.42332,P
0,0,0.05,27481,11255019300.122932,11668282624.238379,11984054843.594381,12417447479.355143,12844633896.978258,14616550382.851675,14831864651.348846,15291829312.28236,15769884180.637737,15833339091.458324,15751836765.173338,16567103289.562193,16240847258.183426,16322747682.505367,16764852039.796577,16554762083.61291,16519540679.388504,P
1,0,0.05,26007,11121270560.712912,11437353778.364305,11702082960.320492,13343191128.951136,13618276680.053778,13876682528.808748,13920671938.904596,14228693489.981365,15116089431.270878,15544933805.36129,15817398427.031239,16292437433.338,16691825542.737225,17099135481.138275,16995777098.137957,18280949556.992058,17996747436.34422,P
2,0,0.05,24486,9157579324.466627,9525582669.215754,10012378000.238289,10443724976.424957,11187424256.683249,11387337090.797365,11398446131.574482,12291617976.900715,12723768781.35373,13436416200.189865,13382119802.454184,13395707237.935284,13335773891.453802,13542247986.094677,13790911464.405672,13649063705.53258,13681156437.60175,P
3,0,0.05,22640,8291821542.778455,8250408546.459189,8542818907.054422,9188458189.4233,9245600306.525887,9333493051.587526,9436121071.919083,9686173625.462284,9878911488.519638,10009521533.844477,10154463615.568136,10226580017.908504,9845461264.302876,10099602863.14403,10295841551.913765,10406553504.64415,10316364425.301754,P
4,0,0.05,22464,19358765777.991585,19424262434.638336,20181248619.75597,21446657665.195515,22364199140.955048,22939351644.135574,23109669919.105957,23439945494.4432,24037056349.046387,24538784905.087406,24580662030.309303,24657555623.40623,24022142273.336475,24371263460.848717,24766653129.788372,24677746480.57448,22599458393.475224,P
5,0,0.05,22354,11612612039.570168,12148054656.069624,12480530396.018389,13053737929.671192,13557769293.952179,13775996107.387114,13683095712.591623,14057543741.289974,14363039326.321795,14921859486.321823,16155060568.832369,16473885661.9675,16414415493.045612,16343152137.294725,16453529427.23631,16201036339.523928,16201043936.58134,P
6,0,0.05,22320,10573709542.998163,11360944749.020685,11495100308.573292,11845979479.909012,12115759348.9467,12207194579.074743,12460361735.062542,12653945335.698849,13365109398.36433,13055276683.053026,13126613603.037527,13051644802.314774,20384403240.77187,22079531719.31202,22163464096.404022,22314547675.524418,22727189504.81428,P
7,0,0.05,22164,13469354961.5223,13676737765.859974,13923199698.40193,14281254997.762379,14385348321.915236,14296908143.521896,14502482085.881617,15105796366.208706,15206728556.231594,15548951414.156328,15478231596.075068,15639791901.098722,15264885391.680765,15900887902.225283,16047839889.815594,15710538137.67767,15471704687.63139,P
8,0,0.05,13597,9064788189.710777,9732173572.779726,9985789804.832378,12044031786.388786,12557312641.66678,13843733672.295671,15363298393.259197,15871003430.042692,16145860232.85696,16267219747.654259,16565808353.708122,16696015047.83314,16509212542.496092,16428629851.749664,16715338996.088114,16476416525.846092,16245852406.410648,P
9,0,0.05,6797,11879614336.526398,12150557404.352644,12759864205.667614,13289963470.627394,13478526842.579308,13550548189.747978,13791225826.002048,14760864677.323761,15399375232.94733,15767039871.60643,16113490279.314295,17292644195.392487,16974162053.255465,17957314884.14889,18222982469.326847,18228479066.419243,17720125139.290142,P
0,0,0.1,27481,10755485295.120197,11397359749.603275,11776734785.328661,12304295676.783268,12881687418.20857,14425934813.169376,14754755099.773113,15428233511.325945,16012558628.006725,16272558497.487333,16365817052.925701,17107591028.301743,16532010940.73804,16800382170.858238,17479120682.689083,17165422957.722742,17009683307.767906,P
1,0,0.1,26062,10774640695.219578,11257139482.042686,11532525815.23417,13317336882.714403,13666995706.210398,13888170158.018232,13894898657.940233,14284903450.313808,15304269625.518755,15927505960.429064,16231979262.493395,16784072976.300604,16709661045.67565,17446505155.76161,17461784421.027935,18724880043.54086,18409721409.76226,P
2,0,0.1,24486,8837980032.305658,9301644584.556974,9779770406.873545,10439918972.89937,11228953508.848707,11485958840.1245,11420203700.77835,12359147750.585861,12970697909.371967,13848888490.58317,13965545309.560549,13925338710.737915,13482953179.48005,13932999674.78818,14261251519.58435,14113672522.534988,14100748887.896025,P
3,0,0.1,22744,7747101931.449978,7560864660.917162,7983893167.115785,8979257297.325375,9050608897.758858,9195111240.139717,9388607975.86716,9845252947.85357,10224047289.580057,10472348431.281021,10665034997.285393,10744410310.357182,9943664399.321741,10455158509.773846,10948249129.07064,11135234719.103615,11008331866.369556,P
4,0,0.1,22464,17928207154.178364,17864982442.12181,18871352780.87772,21004616420.706833,21868805379.042538,22707813281.326656,23020215109.805935,23731987563.079266,24739704141.366302,25562187684.972633,25743477322.780895,26281088944.140663,24592821282.177155,25271550719.01158,26442923856.672344,26344454747.06356,22189734080.591213,P
5,0,0.1,22320,11192293674.989386,11839457655.682392,12195084173.176714,12932686946.30668,13545512136.970575,13742926384.289467,13666803038.889784,14175652416.554445,14655661863.86164,15434214147.029585,16646454348.685875,17131798894.645073,16613053083.427431,16772770736.250576,17047180270.900723,16781622774.303326,16668618649.478622,P
6,0,0.1,22250,10137895134.08322,11082508618.517317,11343648876.819836,11870540474.558975,11997743457.114298,12198184457.60307,12403980173.950869,12714846773.485565,13489218400.751202,13262624600.744694,13457687834.365093,13399355949.239073,19522991535.48731,22524616632.383514,22882875286.720985,23182629348.838673,23468343023.692623,P
7,0,0.1,22109,13212010176.703299,13519084875.196346,13840936572.961258,14375150032.249407,14532562490.018005,14441257665.452366,14524068947.71785,15185652400.461071,15399234709.84507,15762839202.84551,15764824838.79406,16099715504.213444,15418110276.644438,16417324173.005531,16752362068.663546,16279143058.715109,15938159837.407513,P
8,0,0.1,13597,8828604956.467985,9585011731.42003,9884777570.049023,12011650346.799873,12594040056.855927,13852088740.863445,15274217567.8018,16024482631.816307,16304940663.234598,16452623111.015057,16846555009.507463,16994876030.66245,16614219695.867641,16811107087.486677,17146196653.129517,16882261510.316265,16565775779.372826,P
9,0,0.1,6797,11579683635.281034,12023282594.639574,12690484122.282608,13482433067.91026,13673040312.528652,13693888229.407167,13882545129.335077,14829578010.79036,15544985742.256641,15932943517.074705,16395432122.049984,17829189069.858757,17202137147.0777,18390623085.39342,18798505769.484177,18868341843.55134,18138133504.77025,P
0,0,0.25,27481,10149126766.068426,11232994637.397627,11699036476.006456,12636129757.887362,13585528650.49438,14561340784.833946,14996394908.050413,16396979255.335873,17212330544.399776,18167196709.971115,18684882254.160217,19238241788.488243,17882176778.82939,18848987979.032,20448157205.979813,19801933353.209126,19472214182.820663,P
1,0,0.25,26269,10460035240.36712,11328830597.527985,11593748606.524864,13868088256.691664,14323239035.311777,14341715731.303242,14225439824.993664,14822083843.807735,16348676320.874584,17710365052.969402,18200641411.53913,18999655995.73293,17355698957.029408,19222821801.24764,19773777662.939568,21080834652.822144,21061276792.947006,P
2,0,0.25,24397,8549538693.584736,9195490824.802298,9688997273.939075,11112011178.780558,11939223058.114052,12221435935.038898,11990970541.00485,13135849928.910805,14230088472.745096,15679375283.82788,16171401089.670534,15985455901.361675,14188365938.34951,15484533422.142889,16216107430.936209,16119518805.04441,16033660007.570854,P
3,0,0.25,23410,6633257501.044288,6303159389.074025,6961939124.387435,8648061869.062069,8754959834.129906,9019846328.84163,9419974589.000677,10512972085.26214,11497707321.413586,12157068152.51825,12556313729.746704,12820963208.078173,10667971686.050478,12031459694.296284,13522605880.913568,14062601012.865072,13820620212.512217,P
4,0,0.25,22463,14927483172.692644,14732766774.203001,16109819468.713049,20251530622.953518,20905012328.59866,22307494509.205326,23003552466.90033,24811103026.77342,27100874116.96429,29068670651.113937,29780439203.501907,32167221126.434162,26565182132.471386,28363657240.80315,32433374310.01944,32312079330.07734,21715165428.316257,P
5,0,0.25,22410,10988359833.002892,11873086311.921654,12186164955.23246,13431323693.684555,14239597739.852121,14285812715.680285,14206619876.535353,15203853064.332273,16268772356.222721,17764530027.29546,18941079497.989914,19929175061.127792,17893688327.505142,18815400495.563824,19830594948.133747,19587382181.65864,19206259801.234528,P
6,0,0.25,21902,9481841816.321718,10757416114.22273,11208612910.960224,12324009801.802898,12040579836.137516,12453377803.60583,12602976743.079775,13138410308.278938,14128424677.263414,14176087573.32524,14738820070.723307,14802864571.34096,17823403470.16332,24206685441.808125,25479376021.922592,26369594676.330456,26276365015.37066,P
7,0,0.25,21584,13189681636.322226,13713199304.257404,14234200153.394405,15307735405.74732,15552990019.413261,15453718514.513386,15146453507.535255,16124586144.137623,16505343900.48292,17116532049.015976,17362207856.187084,18063886648.902203,16433190237.094381,18670601462.431934,19734094376.138165,18825942665.30124,18310471950.386093,P
8,0,0.25,13597,8636992132.948162,9683687496.515623,10067919054.151016,12572675100.192345,13137543932.979303,14333565048.329899,15511190818.530949,16887611594.082556,17081865732.306795,17191451223.96153,18019670887.499397,18317178328.136757,17297361342.042805,18417734085.033638,18896502731.931683,18934790416.010696,18562237164.74904,P
9,0,0.25,6797,11390643058.120441,12381514163.570347,13287647139.222843,15007384744.753849,15134417672.68959,14885619008.941639,14664158897.552763,15670601664.10078,16628002243.69294,17034283285.279066,18006174458.259697,20064406755.240974,18581784315.29992,20360108626.983192,21349161121.451347,21775397921.99237,20621974969.664673,P
0,0,0.5,26621,13653213854.862745,14426197673.315668,13730162959.591774,16936398688.898897,17646004452.055912,17230371715.021862,16633987750.746962,19034256566.389465,20426259866.301514,22660537489.062595,23238394910.589123,23635573747.017387,21121923443.870464,24577830841.256004,30084840117.95549,28429839397.94119,29213254104.499172,P
1,0,0.5,24538,14805326961.551905,15845770392.029222,15888687482.774069,20098466720.5366,19337465463.832466,18699018218.2751,17653356573.810707,18818161526.39506,22801221414.98944,26285209359.807636,26369437657.642845,26384406110.239204,21335870333.940205,25511353799.30031,27941977375.02284,29643453060.21922,31040295421.53264,P
2,0,0.5,24145,11767074011.49108,12451596040.782942,12554205413.1476,16117099307.051693,16142541607.344831,15770275474.06765,15680793444.523445,17718623237.48497,19690052398.943764,23075952011.199524,23934888923.624817,23531067300.308735,17741992592.726974,21500132250.405724,23858144239.07351,24207994838.5084,24247994970.66126,P
