s,m,diag,compA,compB,count,mean,sum,std,pct10,pct25,pct75,pct90
0.5,0,diag,base,base,10,1.379069006610003e+18,1.379069006610003e+19,1.2377477127718088e+18,3.3093413297687245e+17,4.606197841904094e+17,1.707335100494184e+18,2.92782743630229e+18
0.5,0,diag,base,noise,10,-1.2373209403702128e+17,-1.2373209403702129e+18,1.5958893329258304e+18,-1.6794337476105075e+18,-9.050929887617472e+17,7.376810518510897e+17,1.7171546658069402e+18
0.5,0,diag,noise,FE,10,-1.1417196572628749e+18,-1.1417196572628748e+19,3.6878449367597563e+18,-7.340661848125543e+18,-1.862326074843173e+18,8.580001593244856e+17,2.01018130050882e+18
0.5,0,diag,noise,base,10,-1.2373209403702128e+17,-1.2373209403702129e+18,1.5958893329258304e+18,-1.6794337476105075e+18,-9.050929887617472e+17,7.376810518510897e+17,1.7171546658069402e+18
0.5,0,diag,noise,noise,10,7.971998946443373e+18,7.971998946443372e+19,1.2368247879381977e+19,1.3197691923728548e+18,2.1057692560769254e+18,6.277885609386427e+18,2.0069591002778595e+19
0.5,0,offdiag,FE,FE,90,3.1788886861251697e+18,2.8609998175126526e+20,3.178035623953355e+17,2.869541253331759e+18,2.9492423480709755e+18,3.248902526668157e+18,3.787051659522696e+18
0.5,0,offdiag,FE,base,90,1.2538038321074084e+18,1.1284234488966675e+20,7.649725629639254e+17,4.6565286345880557e+17,5.82247711013845e+17,1.7779711637426273e+18,2.374828802513155e+18
0.5,0,offdiag,FE,noise,90,-9.288484225031692e+17,-8.359635802528522e+19,3.295155625030265e+18,-5.647095234732747e+18,-1.9063066850443087e+18,8.324737323727473e+17,2.8185272196465695e+18
0.5,0,offdiag,base,FE,90,1.253803832107408e+18,1.1284234488966672e+20,7.649725629639254e+17,4.6565286345880557e+17,5.82247711013845e+17,1.7779711637426273e+18,2.374828802513155e+18
0.5,0,offdiag,base,base,90,8.48577873320575e+17,7.637200859885175e+19,5.615335015085514e+17,2.5238083935390902e+17,4.747966111186728e+17,1.1199439923683843e+18,1.701409164642223e+18
0.5,0,offdiag,base,noise,90,-7.107409680187895e+17,-6.396668712169106e+19,2.3407894004132326e+18,-3.989978797071476e+18,-1.5287859169720456e+18,5.208681569937956e+17,1.1830460263314883e+18
0.5,0,offdiag,noise,FE,90,-9.288484225031693e+17,-8.359635802528524e+19,3.2951556250302633e+18,-5.647095234732747e+18,-1.9063066850443087e+18,8.324737323727473e+17,2.8185272196465695e+18
0.5,0,offdiag,noise,base,90,-7.107409680187894e+17,-6.396668712169104e+19,2.3407894004132326e+18,-3.989978797071476e+18,-1.5287859169720456e+18,5.208681569937956e+17,1.1830460263314883e+18
0.5,0,offdiag,noise,noise,90,1.3249358427250866e+17,1.1924422584525779e+19,5.055857659165207e+18,-4.756329667215585e+18,-1.7361043441415068e+18,8.291432276244861e+17,4.940548185322191e+18
0.02,1,diag,FE,FE,10,6262789857958072.0,6.262789857958072e+16,608471819193853.2,5657773331078894.0,5908193230996869.0,6769302309008626.0,6919553204628990.0
0.02,1,diag,FE,base,10,8.614660500858843e+16,8.614660500858843e+17,6.818629994238945e+16,3.337563815889749e+16,4.130854579402291e+16,9.83452678630563e+16,1.7480985770516486e+17
0.02,1,diag,FE,noise,10,120647511909460.55,1206475119094605.5,3020211688980828.5,-4682666154255114.0,-915268509018106.6,2105830924108430.2,2558922818556407.0
0.02,1,diag,base,FE,10,8.614660500858843e+16,8.614660500858843e+17,6.818629994238945e+16,3.337563815889749e+16,4.130854579402291e+16,9.83452678630563e+16,1.7480985770516486e+17
0.02,1,diag,base,base,10,2.513656327903038e+18,2.513656327903038e+19,3.676537379794969e+18,2.936216627725884e+17,3.346167479416331e+17,2.0383828598275077e+18,8.543355705157462e+18
0.02,1,diag,base,noise,10,1663298556302614.8,1.6632985563026148e+16,4.674573580774805e+16,-5.2965180976529176e+16,-3.2757779649582424e+16,1.25512382459998e+16,4.7322985332148104e+16
0.02,1,diag,noise,FE,10,120647511909460.55,1206475119094605.5,3020211688980828.5,-4682666154255114.0,-915268509018106.6,2105830924108430.2,2558922818556407.0
0.02,1,diag,noise,base,10,1663298556302614.8,1.6632985563026148e+16,4.674573580774805e+16,-5.2965180976529176e+16,-3.2757779649582424e+16,1.25512382459998e+16,4.7322985332148104e+16
0.02,1,diag,noise,noise,10,2.11001629635716e+16,2.11001629635716e+17,5.136758425780822e+16,1112671552763623.0,1569466766778878.0,8813001251578404.0,3.050735032510989e+16
0.02,1,offdiag,FE,FE,90,6195606346853354.0,5.5760457121680186e+17,387778463857282.06,5736198997792512.0,5934325033388284.0,6428616235055783.0,6721145472315650.0
0.02,1,offdiag,FE,base,90,8.55491581261977e+16,7.699424231357792e+18,6.334684125850737e+16,3.3942432465068016e+16,4.016575552767179e+16,1.0803571670941296e+17,1.988046389743494e+17
