q,m,s,nqs,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,parts
6,0,0.5,66,23088616655.853516,24552746725.584587,15511397802.473791,15624893154.64472,13871848125.048601,13084320491.2391,14021485692.883957,16117033508.328766,18404653690.12834,22896059072.855858,25192120175.88457,26344177530.280594,21376385125.784904,26574136292.948093,28560672524.169502,28200578704.183243,27880373595.407066,Q
7,0,0.5,29,6812382507.45264,9204381681.80785,16047218914.321844,19978566976.354218,21250992115.26741,19280823816.9217,14433297692.332386,15371965168.870531,15126210453.879444,19941871360.8049,20718550998.08295,25808161769.702545,24252775921.71384,29199844280.678932,32372423902.95863,27842180007.225403,23969237974.356567,Q
8,0,0.5,10,12669994293.187742,8981381859.19155,12869840407.782726,26714178426.626114,22170858462.321648,12140027223.470161,10053023387.91802,14072723023.856936,20410950994.852978,22709126227.656826,22847159044.045113,22130020453.690636,17094940208.04006,25920199266.92072,30985682991.784508,38113420330.679955,32271501731.895138,Q
9,0,0.5,3,3176952853.443069,2390248186.919488,9703118441.019466,17519745702.026737,16125977842.010643,18455458181.612732,21224992240.729378,22974050361.136253,32556488695.686817,40094248812.89426,43181524541.8879,50197463478.22458,30740853686.71064,24766317934.83935,34056137925.65416,33680190479.180748,9960783956.749523,Q
0,0,0.02,28052,12024648265.186893,12195328924.056343,12752163825.937258,12836469628.891912,13806300358.33903,13835578613.719332,14009331080.701172,14483479225.719448,14469447507.357698,14575192734.217552,14923350210.709532,15329114068.65531,15389887484.711569,15458694219.323832,15295982983.36253,15190510299.0889,15154892167.54791,P
1,0,0.02,27580,10843104303.473711,10854174750.802448,11253816317.72226,12918660173.85461,13383975009.82702,14126074343.744041,14422065076.73465,14598006820.836784,15137956670.469711,15512583355.73068,15622795573.906986,15736931345.467743,15521962455.680803,15670882410.192045,15367157393.077938,15414870093.144396,15385774188.943977,P
2,0,0.02,25008,10419262011.708979,10633160326.260834,12696029124.359865,13026723633.114464,13341486035.043085,13820190390.10875,14027584084.256426,14446578105.32634,15109486977.917181,15277119597.869617,15026724776.29895,15201125182.764194,15355616668.031515,15109795873.62458,15239520976.77967,14890438205.809906,14044519778.722239,P
3,0,0.02,24358,12733888585.484934,12881431279.471445,13121990446.652672,14211010296.688177,14241017292.411901,14319345209.788559,14362901018.059301,14619239527.400805,14965435767.787617,15343132116.326517,15168193108.103718,15263749342.09704,15054012536.131538,15076350209.407406,15104052009.184849,15103407337.822437,14274693009.200476,P
4,0,0.02,22742,11513215424.323606,11779660378.483076,12108972779.60462,12600759353.79891,13092402886.909348,13442119593.612701,13326370356.503149,14998704016.107458,14988226737.704796,15488331662.238281,15609536081.672129,15608887083.948969,15458850425.388216,15452950974.248425,15317698338.785496,15351041155.7507,15254367913.99957,P
5,0,0.02,22708,6848390134.9445,7057025529.765526,7300140669.401957,7663422515.297926,7884016019.417007,8851819074.994568,9179258579.46487,13330636052.406887,14668575292.499353,15012712622.170734,14997070234.60424,15155784641.816042,22631434053.627525,22790676593.195545,22836902867.2243,23036672853.23537,22832111033.358616,P
6,0,0.02,22168,12009959549.77792,12137962347.708275,12677065421.726164,13131316677.590204,13521423093.497244,13457340393.185907,13481730580.52954,14463879224.774366,14632991579.074598,14903941611.566088,15119473640.956602,15308182021.09156,15302418913.88388,15927236977.73256,15194437544.632069,15296808891.546019,15017993089.256756,P
7,0,0.02,16473,11369802076.3712,11607873736.432331,12031511223.512756,12531584484.862791,13458163058.08099,13957521103.309399,13952712466.415548,14142250466.971064,14726785868.017895,15185567988.268305,14753617738.836933,15526058049.548876,15194293213.132563,15128759152.428368,15074996953.069296,15328872630.32293,15186273370.358839,P
8,0,0.02,15489,12230032370.0959,12572056914.899458,12767203499.88548,13302371166.427416,13764565373.963541,13762589237.831453,13861689889.441156,13759684298.540575,14465159123.6976,14539159967.022642,15057536071.945929,15376786416.502647,15613904052.185219,15791193814.466154,15812857653.543835,15550586255.759644,16243652481.416996,P
9,0,0.02,5732,6974594864.169293,7111183103.386047,13505580869.350462,13824820001.551308,14298230243.01363,14390883687.07499,14434887719.9308,14776448092.949295,15424364860.49829,15606616479.307795,15818786169.766802,15835015981.351255,15946196071.921793,16000547879.58702,15995952615.574255,16052970485.972895,15857001723.815952,P
0,0,0.05,28046,11624244250.849743,11870675236.798168,12511012643.917204,12753468971.125439,13700405556.514456,13723810018.201317,13922697669.76878,14488325389.46748,14539348793.649267,14752251014.415705,15152127410.834219,15557972025.451225,15484859187.075932,15779497491.659712,15712048198.246939,15577719168.737024,15427971063.002806,P
1,0,0.05,27550,10544115381.695477,10703374083.886618,11128738956.780693,12855240639.024025,13370595102.792383,14126434601.03349,14356897564.062016,14620317502.409191,15165998050.538502,15676236452.958763,15848743657.785917,15985831917.016014,15603552666.127258,15868014348.07129,15647519879.691456,15681894953.330425,15602095655.641848,P
2,0,0.05,25069,10198752220.743814,10456481519.641108,12623645313.346226,13200241475.773314,13506550676.804111,13916968904.390938,14109144550.227434,14525705144.720387,15338271917.76563,15446948221.331417,15278840209.679106,15518695226.001888,15492487630.888287,15023730172.72878,15234886127.945375,15100061157.01452,14136996196.859924,P
3,0,0.05,24420,11901465564.478079,11910038523.790443,12380784878.84886,13870410607.66993,13877609023.798143,14108575252.72176,14256811330.09961,14665289113.046669,15224385692.295977,15772053622.153736,15624247539.494064,15947045526.02147,15279458782.13576,15402534060.37098,15778613018.63729,15771012249.08448,13731584137.42403,P
4,0,0.05,22740,11365155191.530256,11689611824.126247,12073694506.415495,12679897265.156092,13139759592.887714,13476891234.619766,13349013145.934803,14914225518.0329,15111896404.467096,15753991143.07269,15933404453.376017,15881880342.559542,15541309925.291746,15672954128.707321,15616412112.778633,15581543947.043547,15408480061.903471,P
5,0,0.05,22708,6567918053.651262,6829131252.947098,7155318351.510639,7590170495.197032,7832014954.542167,8784341662.744516,9149943754.547375,13158581377.30911,14658044702.016836,15147570334.842936,15220646291.981016,15446117902.293835,22056570708.095474,23111839406.968723,23260709312.492302,23630179221.912685,23346707980.540527,P
6,0,0.05,22176,11730905034.648,11917029998.141123,12469629856.242292,13008941432.41168,13446333903.853254,13476019767.0193,13497600999.74301,14542151631.648394,14771037497.674768,15188392525.744318,15456194159.873333,15616096183.649797,15339144849.545683,16019213078.274508,15469755795.619154,15528544557.176197,15143850881.393902,P
7,0,0.05,16412,11208908296.261553,11485677437.914003,11970179896.785019,12677470725.902895,13518679977.014587,13979052072.081772,13971018363.504263,14224168784.886341,14905820609.591827,15496278950.011913,15121955040.882877,15821531408.067955,15015488747.780207,15078868107.086632,15089388942.29579,15453883433.785337,15133698527.277645,P
8,0,0.05,15519,11877102786.728893,12307231228.504984,12556777179.645962,13234263126.961561,13719781423.190992,13725189765.573242,13769648477.755531,13756900469.493103,14475390689.424398,14634053928.5847,15247992815.30368,15644911394.99758,15685143658.227818,16050883677.005384,16214728166.256046,15890143675.087158,16503215015.069847,P
9,0,0.05,5670,6769994888.535102,6948737265.019352,13085319024.845201,13642746105.507412,14125580011.570261,14281802625.750168,14348658901.961983,14854332240.10927,15529026225.325817,15788022138.94054,16144957393.311346,16244281244.185982,16117751417.418798,16247498168.744118,16288013359.560606,16332791823.191395,15944689374.167126,P
0,0,0.1,27958,11095048500.684046,11438613397.8453,12221055275.505503,12704282026.628336,13610459374.770012,13614290087.611681,13853480823.390667,14563282486.499851,14720349901.223705,15118912721.64567,15626039187.368431,16039786753.858564,15717842534.750109,16409592680.55594,16550302167.543598,16391830691.225782,16078284322.631046,P
1,0,0.1,27455,10171285659.562248,10537374680.031271,10995813401.53709,12852146502.080027,13446612792.321259,14211804527.46185,14335702551.11307,14712605026.352095,15327401845.47847,16005669810.928646,16290401425.058548,16460366842.566086,15809417657.196424,16258904987.15749,16144318395.793434,16179593802.388727,16031819745.840693,P
2,0,0.1,25195,9914424390.468134,10233667031.389303,12569688246.11058,13572322598.589363,13848257028.650002,14141069571.965532,14319171614.669107,14742205793.286263,15824646955.74932,15850374299.530933,15824392720.018677,16179330138.062357,15816829176.325266,15191242613.116356,15555109517.953321,15534068771.343426,14381790967.844666,P
3,0,0.1,24420,10743984954.65929,10570172922.4985,11353518229.060654,13446818870.617245,13414255694.622322,13877793306.2049,14199305359.28401,14869096981.286764,15795191353.96685,16644474027.50831,16545909207.317617,17305729608.21056,15798223152.3953,16099071814.873781,17117424947.010395,17089338373.630436,13028022056.303053,P
4,0,0.1,22735,11110662425.76534,11520631324.204695,11981631150.483019,12801728000.91921,13174338893.67335,13485895219.539885,13338707921.312157,14795342537.449608,15263908841.137247,16155346349.889767,16429297832.488054,16298546612.497007,15651036620.879898,16017360704.17444,16103875921.315607,15965996541.938261,15688216870.659342,P
5,0,0.1,22692,6214784875.91346,6562953420.074883,6979931537.945562,7539888549.067219,7801562775.006411,8704991208.899727,9144690089.36375,12930345630.120953,14719002032.928722,15439190268.552002,15659727642.595884,16011150234.069706,21338598443.232914,23726912541.426716,24059455677.262188,24740148466.270664,24319100481.520855,P
6,0,0.1,22312,11373365305.246626,11650388300.157333,12203839076.517708,12889740997.74079,13398294139.14297,13585767623.662142,13591130965.205086,14743525795.571346,15058920213.50647,15739762840.352545,16081467607.910564,16200758953.693846,15473550066.420914,16264158291.739485,16006297805.637617,15990070422.917393,15470159242.467371,P
7,0,0.1,16259,11058336108.052984,11357024955.71738,11977588887.088303,13049045870.493492,13740805554.11977,14126760821.992334,14076705986.556171,14448752313.873682,15311422166.527351,16145852179.918882,15864829668.883875,16412431286.680899,14872708441.371723,15141142835.295607,15262864775.196203,15762017006.034618,15221195275.10809,P
8,0,0.1,15614,11389577718.671652,11943327381.211084,12269457518.693052,13162677719.787233,13687173755.932472,13686023709.578196,13660824572.42176,13771575681.352747,14519218519.700506,14835099451.462017,15615113125.069757,16153846803.82052,15860758272.459642,16557063865.913864,16973373624.787245,16529641500.731802,17064034489.939905,P
9,0,0.1,5670,6527918892.869364,6777124240.884356,12512472625.50041,13447305188.04763,13952413136.701118,14189645636.539713,14285120166.241709,15063519163.57982,15791585173.797081,16226057897.496595,16810808439.37987,17011793399.623667,16486045546.486881,16741169108.970087,16877962512.236242,16901513474.153913,16241695065.30271,P
0,0,0.25,27915,10296805026.60721,10812930120.60796,11929036408.552126,13161116311.164692,13951655029.771294,13814674125.43939,14115581696.698318,15229334561.372723,15709207635.602127,16736376133.725748,17652552677.85756,18146253291.18528,16912150453.29535,18964932487.744354,19680133353.38294,19766194038.201424,18974520200.575943,P
1,0,0.25,27188,9962458941.041136,10808447152.701052,11286605339.43686,13584194302.779434,14398020893.623255,15143440817.552816,14889413618.45967,15469271737.778042,16377148090.655382,17470981358.57597,18148153337.84495,18418258727.728973,16951434385.202856,17980994441.50181,18423898983.039623,18556909789.33772,18310983739.901596,P
2,0,0.25,25296,9535517563.77666,9980559148.224543,12891081982.806622,15274859308.46322,15339116626.660126,15227371746.497305,15407440100.458231,15705056976.439125,17918050796.383083,17902469294.514187,18335144124.290718,19075179560.209812,17352323515.853672,16278535809.699556,17152967895.881275,17050467404.140266,15380410733.256918,P
3,0,0.25,24777,8147312739.494728,7668826584.641408,9026913740.012842,12674869443.028072,12478825630.629637,13406588754.823475,14225515563.059017,15757584787.376713,17874497644.80839,19780197443.810795,19900109121.99413,22246832258.564426,17471792836.667126,18380241810.623623,21885653698.446636,22032429113.72399,11685638278.540462,P
4,0,0.25,22609,11127682127.757385,11794512062.014368,12343153883.865042,14001784115.324314,13880507093.170599,14064031284.001055,13844688834.9573,15230956174.546688,16252175258.244175,18043057604.187424,18598628301.29217,18554635307.77921,16988043137.369406,18205279174.6413,18940551551.205334,18164209261.708385,17605168698.651745,P
5,0,0.25,22516,5733932419.561281,6299313745.5282,6870628479.235772,7852552932.897104,8062903468.417863,8801938273.447601,9406949401.357267,12593532804.152739,15463512445.183903,16937160936.644695,17566430718.740788,18468967189.247234,20570196466.51296,26305140157.781025,27459297261.66872,29295392279.588203,28336132853.651913,P
6,0,0.25,22326,11056980240.471254,11522988136.987986,12001382947.46949,13168770312.785095,13871366684.91444,14450252083.15368,14479159836.94277,15992674870.5375,16419373770.04615,18069572915.521984,18570162084.51641,18549039302.095005,16369985818.781391,17630076306.932304,18285571390.876842,18019494407.400326,17303123504.07155,P
7,0,0.25,16041,11170711221.094662,11434337059.278181,12751535587.751612,15075596022.426846,15242576951.64489,15225072061.66801,14729043560.885485,15538981701.66305,17133990478.327385,18908950113.404915,18977033014.12428,18778772272.94316,15207478834.636213,16031970841.891203,16486669955.182886,17116435672.15414,16216966454.37525,P
8,0,0.25,16026,10576672161.741793,11461692495.899273,11920588640.126692,13389466288.953743,13844086419.49427,13682384141.503532,13500748832.701132,13904584336.252851,14687361875.511015,15488595231.491314,16810937665.279024,17919562655.88404,16516068982.88285,18432274467.96334,19736043815.361443,18732116995.17469,19200276953.187275,P
9,0,0.25,5616,6677938687.538754,7116858967.2531595,11881488505.34916,13840688914.45399,14500433001.361881,14828486966.624489,14838257342.164476,16439039492.204424,17378129293.527496,18517771487.672173,19887203525.478012,20349807110.23594,18619074633.2046,19273556947.50752,19919043474.577553,19933701859.455936,18561025423.118454,P
0,0,0.5,28628,13185119886.655449,13723576632.887098,15171785020.375708,19500683331.42708,18690938358.841064,17557716109.483746,16939975924.177967,18802543617.238255,19960053746.770847,22472783828.404034,24283100367.728497,25204724710.732697,21719465744.200394,26870044106.05919,29093002943.43508,32341894421.38491,30495193394.465176,P
1,0,0.5,26748,14365892620.8886,16310070285.86247,15778101278.058598,19852998543.05865,21389841216.31938,20444174939.318268,18959424942.79053,19612167997.51683,20804419516.28838,22672192287.30642,24144465249.18184,24588302170.460766,21234096926.529545,24046367553.316883,27099886415.830807,27393685295.789368,27248765808.81916,P
