q,m,s,nqs,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,parts
0,0,0.05,202211,13824453068.71212,13881344236.954514,14043689689.256329,14225489832.153685,13940043351.68502,13726008848.778471,13729941788.591543,13927235163.380342,14082009142.822239,14213823652.14072,14283242429.115528,14611075665.853493,14662141562.742538,14820708664.67516,14080709467.41409,14435240876.442831,15026168082.005957,Q
1,0,0.05,5009,12553978900.324951,12906007966.141804,13362512027.806309,13615335728.14567,14181122409.419353,14273026078.08475,14400609053.406898,14398759761.384058,14391063311.456219,14910479362.80553,14603832853.108196,14516828708.282476,14899782634.162045,14595104270.607048,14621497811.777512,14817319808.526554,14478384940.729782,Q
2,0,0.05,1713,12123403607.11904,12282949430.502571,12719321722.48737,13393948613.009388,13906244243.280853,14127719469.086512,14199424216.01261,14334135667.973583,14580650228.815125,15049827102.913904,14752824210.857738,14996913113.088924,15068737724.15252,15029034349.128143,14889389262.843218,15158419794.627523,14925569264.462605,Q
3,0,0.05,746,11820599110.276688,12365447598.792334,12836475885.802519,13335768038.512081,14077258106.967468,14041885048.8995,13909406139.456003,14097925920.523657,14248782559.432148,14472344200.331482,14650762787.245955,14859318677.968008,15304318671.066822,15443765647.796007,15333379329.820347,15214642706.371655,15529132737.607336,Q
4,0,0.05,350,10673893867.885172,10770804636.250597,11511140487.551796,11622994584.128134,12548800402.480993,12771804404.256035,12945916705.554398,13887373464.172375,14887581643.84275,15381516277.584644,15804393353.378767,15967282577.52723,16594456042.82008,16479423382.51126,16337726939.090424,16112664512.662302,16054608937.633081,Q
5,0,0.05,162,10642409393.534801,10789817470.378569,10901987550.273066,11202174439.32411,12425225587.605404,13326865316.499325,14157359675.251263,14524964450.60557,15369947796.802008,15584471122.436346,15790393744.466082,15976947043.990366,16277664947.522577,16764729131.439474,16384059404.465387,16432571171.430317,16376210447.970207,Q
6,0,0.05,76,10362200190.82995,10514122613.476782,11250414107.011526,11752916443.97303,12762598419.237154,13496247099.429304,13496247099.429304,14632694530.996738,15252099460.416504,15552463208.59439,15444232586.872929,16256920424.739582,15773648182.051441,15720591693.595387,15730413343.954323,15726353585.16088,15726353585.16088,Q
7,0,0.05,32,10894454095.401783,10894454095.401783,11567932330.149872,12309691908.001484,12350996690.6487,13436522276.918186,13436522276.918186,14644947599.665943,15960377470.54942,15757201582.682251,15757201582.682251,15888367291.404762,15888367291.404762,15496210178.915844,15017790910.173168,15015430996.184162,14416102471.609974,Q
8,0,0.05,9,6089949201.989199,6089949201.989199,6927709951.347742,8334026810.72069,8334026810.72069,8334026810.72069,8334026810.72069,12438732301.438942,12438732301.438942,12438732301.438942,12438732301.438942,12438732301.438942,20339520841.731426,20339520841.731426,20339520841.731426,19501760092.372883,19501760092.372883,Q
9,0,0.05,2,10421259205.821003,10421259205.821003,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,Q
0,0,0.1,202201,13813603638.418928,13870494806.661322,14032840258.963137,14212186944.14592,13926740463.677256,13712705960.770706,13715750143.184477,13913043517.973276,14067817497.415173,14199632006.733654,14269939541.107763,14597772777.845728,14643309217.69997,14800987562.23329,14060988364.97222,14415519774.000961,15006446979.564087,Q
1,0,0.1,5016,12547905614.273489,12899934680.090342,13356438741.754843,13611715899.80878,14177502581.082464,14269406249.747858,14397877982.469309,14396028690.446466,14399680632.22445,14919096683.573761,14611561416.477127,14506533677.603369,14895017060.517742,14591227454.36205,14617620995.53251,14813442992.28155,14480082449.123615,Q
2,0,0.1,1714,12135848700.201693,12295394523.585222,12731766815.57002,13406393706.09204,13918689336.363504,14140164562.169163,14211869309.095263,14346580761.056236,14551287730.22235,15024942227.583136,14723461712.264965,14985574208.544186,15057398819.607779,15022173067.845407,14882527981.560478,15151558513.344788,14913133658.541035,Q
3,0,0.1,747,11825076733.538692,12369925222.054338,12840953509.064522,13340245661.774086,14081735730.229473,14046362672.161505,13913883762.718006,14102403543.78566,14283719382.66376,14502803400.301086,14685699610.477564,14894255501.199617,15339255494.298433,15474224847.765614,15363838529.789953,15245101906.34126,14901657974.576942,Q
4,0,0.1,351,10673893867.885172,10770804636.250597,11511140487.551796,11622994584.128134,12548800402.480993,12771804404.256035,12945916705.554398,13887373464.172375,14887581643.84275,15381516277.584644,15804393353.378767,15967282577.52723,16594456042.82008,16479423382.51126,16337726939.090424,16112664512.662302,16712542900.633078,Q
5,0,0.1,161,10500276495.240368,10647684572.084135,10759854651.978632,11060041541.029676,12283092689.31097,13184732418.204891,14015226776.95683,14382831552.311136,15227814898.507574,15442338224.141912,15648260846.171648,15834814145.695932,16135532049.228144,16622596233.14504,16241926506.170954,16290438273.135883,16234077549.675774,Q
6,0,0.1,77,10504333089.124384,10656255511.771215,11392547005.30596,11895049342.267464,12904731317.531588,13638379997.723738,13638379997.723738,14774827429.291174,15394232358.710938,15694596106.888824,15586365485.167366,16399053323.03402,15915781080.345879,15862724591.88982,15872546242.24876,15868486483.455315,15868486483.455315,Q
7,0,0.1,32,10894454095.401783,10894454095.401783,11567932330.149872,12309691908.001484,12350996690.6487,13436522276.918186,13436522276.918186,14644947599.665943,15960377470.54942,15757201582.682251,15757201582.682251,15888367291.404762,15888367291.404762,15496210178.915844,15017790910.173168,15015430996.184162,14416102471.609974,Q
8,0,0.1,9,6089949201.989199,6089949201.989199,6927709951.347742,8334026810.72069,8334026810.72069,8334026810.72069,8334026810.72069,12438732301.438942,12438732301.438942,12438732301.438942,12438732301.438942,12438732301.438942,20339520841.731426,20339520841.731426,20339520841.731426,19501760092.372883,19501760092.372883,Q
9,0,0.1,2,10421259205.821003,10421259205.821003,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,Q
0,0,0.25,202127,13703211058.964079,13757723365.629301,13915679340.218706,14085780942.475895,13799179441.235754,13583109602.937025,13590686285.435234,13788520811.840504,13954507279.233667,14093915265.519127,14158307763.004595,14489837326.490038,14527338479.669447,14687081489.231447,13942057803.587885,14290765371.25151,14887674651.50598,Q
1,0,0.25,5064,12566847052.035759,12914418639.87215,13363264599.167458,13610444741.827648,14153566096.695238,14220212509.99926,14371444333.389812,14369053889.750492,14361493343.577215,14852262366.106646,14581690271.781424,14472966206.160185,14869484875.749392,14563630604.565023,14610760647.496902,14812406485.611048,14479025767.613722,Q
2,0,0.25,1733,12141049115.775564,12307431278.71673,12755851150.783136,13447820139.624498,13983936117.073538,14232703933.632734,14277116089.805296,14395663515.07664,14600370484.242752,15095078533.45643,14762549882.255495,15024662378.534718,15096486989.598309,15061261237.835938,14905904138.172089,15174934669.956398,14930547915.300686,Q
3,0,0.25,752,11837133211.856268,12381981700.371918,12853009987.382105,13352302140.091661,14093792208.547052,14058419150.479084,13925940241.035583,14130624048.792868,14311939887.670963,14531023905.308292,14713920115.484768,14922476006.20682,15367475999.30564,15502445352.77282,15392059034.797161,15273322411.348467,14929878479.584146,Q
4,0,0.25,352,10748088115.686298,10844998884.051723,11505874919.03138,11617729015.60772,12543534833.960577,12766538835.73562,12940651137.033985,13882107895.65196,14882316075.322332,15376250709.06423,15799127784.858353,15962017009.006815,16589190474.299662,16474157813.990845,16332461370.57001,16107398944.141888,16707277332.112663,Q
5,0,0.25,162,10500276495.240368,10647684572.084135,10839314468.300175,11139501357.35122,12362552505.632513,13264192234.526436,14094686593.278374,14462291368.632677,15307274714.829119,15521798040.463457,15727720662.493193,15914273962.017477,16214991865.549688,16702056049.466585,16321386322.492498,16369898089.457428,16313537365.997318,Q
6,0,0.25,76,10120783319.421143,10272705742.067974,11008997235.602718,11511499572.564222,12521181547.828346,13254830228.020496,13254830228.020496,14391277659.587933,15010682589.007696,15311046337.185583,15202815715.464125,16015503553.330778,15532231310.642637,15479174822.186579,15488996472.545519,15484936713.752073,15484936713.752073,Q
7,0,0.25,33,11278003865.105022,11278003865.105022,11951482099.853111,12693241677.704727,12734546460.35194,13820072046.62143,13820072046.62143,15028497369.369183,16343927240.252659,16140751352.385494,16140751352.385494,16271917061.108006,16271917061.108006,15879759948.619087,15401340679.876411,15398980765.887405,14799652241.313217,Q
8,0,0.25,9,6089949201.989199,6089949201.989199,6927709951.347742,8334026810.72069,8334026810.72069,8334026810.72069,8334026810.72069,12438732301.438942,12438732301.438942,12438732301.438942,12438732301.438942,12438732301.438942,20339520841.731426,20339520841.731426,20339520841.731426,19501760092.372883,19501760092.372883,Q
9,0,0.25,2,10421259205.821003,10421259205.821003,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,16837748697.623709,Q
0,0,0.5,202229,13848697574.82103,13905588743.063423,14067934195.365238,14251653435.126362,13966206954.657698,13752172451.751148,13756105391.56422,13953398766.35302,14106648424.561825,14242673600.138683,14310696676.792774,14638529913.530739,14694036761.00435,14852392845.45659,14111418471.543297,14466499025.152906,15055261003.270283,Q
1,0,0.5,5056,12877523158.213736,13237918197.710432,13696078896.803194,13916823175.21116,14503482485.491362,14589608694.979647,14738506104.599184,14749519154.885628,14767079346.221691,15294158322.65667,14979856004.258099,14882307758.964052,15251222335.787275,14946754989.712667,14953596888.14641,15197917816.064806,14858132968.62065,Q
2,0,0.5,1719,12408840010.46241,12635565184.2083,13105630232.361,13821943997.64585,14335890575.702553,14562776949.313717,14632760599.822014,14743524687.117199,15004508728.346052,15546599832.38011,15415302197.190872,15744302500.25678,15901278331.471584,15879936607.32703,15740964865.151974,15910061106.037466,15744740088.643349,Q
3,0,0.5,720,12234515895.041542,12703819059.51501,13170337235.647242,13658102838.661604,14503944910.320496,14425040171.270815,14326914071.204992,14615636704.722658,14864715942.842035,14951034323.870134,15069879240.834385,15260130565.235195,15706030617.408484,15825332567.548412,15711089492.297876,15643239083.997782,15893214809.555796,Q
4,0,0.5,325,10628571008.073095,10725481776.438519,11434978345.021502,11546832441.597843,12345762679.955439,12812245923.308653,12932412077.349754,13784751005.874228,14944506301.596413,15490896373.930212,15816693371.829582,15923519861.932894,16474240446.471838,16360991161.872452,16215752051.23738,15990689624.80926,15878174924.51709,Q
5,0,0.5,153,11078308207.792826,11225716284.636591,11337886364.53109,11638073253.582134,12991456067.593016,13693514547.262085,14524008906.014027,14891613681.368334,15440625511.883947,15655148837.518282,15861071459.548018,16047624759.072302,16348342662.604513,16835406846.521414,16438755181.218397,16487266948.183323,16485365349.98616,Q
6,0,0.5,66,9323367081.399315,9475289504.046148,10211580997.580893,10714083334.542398,11593433644.076933,12327082324.269085,12327082324.269085,13463529755.83652,14082934685.256283,14383298433.434166,14275067811.71271,15087755649.579361,14604483406.89122,14551426918.435163,14604483406.89122,14600423648.097776,14600423648.097776,Q
7,0,0.5,29,9529822081.30529,9529822081.30529,10203300316.053377,10945059893.904993,10986364676.552206,12071890262.821695,12071890262.821695,13280315585.569448,14595745456.452925,14392569568.58576,14392569568.58576,14523735277.308271,14523735277.308271,14133938078.80836,13653158896.076677,13653158896.076677,13051470457.513483,Q
8,0,0.5,10,7055696418.964441,7055696418.964441,7055696418.964441,8462013278.337389,8462013278.337389,8462013278.337389,8462013278.337389,12566718769.055641,12566718769.055641,12566718769.055641,12566718769.055641,12566718769.055641,20467507309.348125,20465147395.35912,20467507309.348125,20465147395.35912,20467507309.348125,Q
9,0,0.5,3,10421259205.821003,10421259205.821003,17675509446.982254,17675509446.982254,17675509446.982254,17675509446.982254,17675509446.982254,17675509446.982254,17675509446.982254,17675509446.982254,17675509446.982254,17675509446.982254,17675509446.982254,17675509446.982254,17675509446.982254,16837748697.623709,16837748697.623709,Q
0,0,0.02,28052,12326311558.357391,12436408492.240477,12942470123.881516,12911132827.19749,13895641873.43443,13926195389.575386,14083323857.1474,14493957925.968344,14435486070.998877,14472083132.956667,14793472696.849945,15200786163.852306,15343006504.061234,15266068647.390661,15047040760.309933,14972137472.99307,15020252400.597172,P
1,0,0.02,27580,11080440085.6647,10978754518.816483,11359092073.458033,12992333477.319891,13421771503.450413,14149652388.360228,14491931636.522709,14603154786.823483,15174392628.20096,15424204494.261503,15496779288.909924,15594417607.518517,15495775560.896452,15564120709.808863,15202175834.384163,15260403267.383434,15275241951.234524,P
2,0,0.02,25008,10593357293.485054,10774704723.366667,12764089912.810162,12935397112.392015,13251139705.595284,13773824052.549547,13994977700.554346,14417908783.205954,14982343587.398138,15191555850.97033,14886051016.114038,15017917353.53189,15285243287.625301,15308800007.972141,15391314897.449888,14771631541.249846,14005933619.950417,P
3,0,0.02,24358,13286222932.042093,13539011473.008553,13606084503.70192,14410189173.941347,14454580495.39869,14426220481.614096,14399258380.47772,14554791462.152504,14761463269.843138,15030498281.685623,14836869973.016342,14794494083.128914,14873739146.257511,14830679123.176458,14640222383.538992,14642707602.445223,14625243035.925924,P
4,0,0.02,22742,11674630652.83452,11899434021.265821,12188447376.429901,12610741853.67426,13114493774.259697,13471262551.942923,13365444329.091501,15138931934.739798,14959717857.657791,15367646483.41324,15450829775.420197,15485764223.858309,15466426959.543102,15370052604.114016,15182668367.595886,15264101222.397655,15225781023.753994,P
5,0,0.02,22708,7071444572.061676,7246554497.351334,7414926607.468894,7731368279.805978,7933401293.3746195,8909979732.687025,9211325631.669662,13461779119.881884,14696000514.856632,14937790801.621689,14861311682.281277,14978629909.690157,23085840461.804096,22594806605.87675,22572880946.00977,22666724396.561462,22513697606.00831,P
6,0,0.02,22168,12231990322.1828,12318890361.82685,12840094707.064056,13246963781.569712,13600748572.895409,13468151466.831797,13494748562.697592,14434924410.447973,14561992115.380259,14740560897.81406,14919378710.025276,15129329960.771013,15308911561.389212,15902192944.11934,15040624947.067366,15172545862.57815,14978300566.567549,P
7,0,0.02,16473,11509872034.748634,11706040221.875145,12099974433.280388,12459260292.43694,13442631395.243755,13966686234.777843,13954414244.114801,14106913989.922018,14631725122.722576,15008007508.793259,14535678631.222584,15350343255.331856,15352853691.759287,15195851217.270872,15100059606.877531,15266496442.013262,15269769492.242002,P
8,0,0.02,15489,12496894102.803572,12772407265.268429,12928499364.783964,13365098148.9989,13811990060.757812,13800326200.115532,13944264940.66178,13772241650.387344,14471842671.68073,14498237010.192472,14953934721.349367,15219254801.72725,15584539050.053185,15640558839.84389,15569558828.618101,15346219336.203081,16116032575.5184,P
9,0,0.02,5732,7135437087.714185,7243950880.689288,13815253346.431253,13967610148.255318,14437666045.25907,14479555551.841938,14507513180.027004,14739913494.235382,15374028774.459686,15528023046.842844,15629058051.600908,15579197142.507086,15850050371.888338,15853706158.450247,15825689437.04179,15889185097.57758,15841786985.378122,P
0,0,0.05,28046,12326311558.357391,12436462819.058508,12942524450.699547,12911189374.06417,13895712791.43752,13926340891.529827,14083323857.1474,14493959039.968344,14435486070.998877,14472083132.956667,14793472696.849945,15200786163.852306,15343165873.940012,15266228017.26944,15055310700.343832,14980407413.02697,15028522340.631071,P
1,0,0.05,27550,11080535395.730452,10978795502.064205,11359133056.705755,12992276930.453213,13421700585.447323,14149506886.405787,14491931636.522709,14606909820.188385,15178148775.565863,15427960641.626406,15500535436.274826,15598173754.883419,15499372338.382576,15567717487.294987,15197662041.715166,15255889474.714437,15270728158.565527,P
2,0,0.05,25069,10593261983.419304,10774609413.300915,12763994602.74441,12935397112.392015,13251139705.595284,13773824052.549547,13994977700.554346,14414152635.841053,14978587440.033236,15187799703.605427,14882294868.749136,15014161206.16699,15281487140.2604,15305043860.60724,15387558750.084988,14767875393.884943,14002177472.585516,P
3,0,0.05,24420,13226968004.285078,13478681862.328865,13546872682.624998,14350627270.271385,14395132551.529863,14366698270.085464,14339467812.096615,14494024542.011332,14700720347.169424,14969977826.795269,14776184916.950525,14733630407.331682,14812883867.613337,14770111759.071405,14580241939.586813,14582695046.578316,14565218648.996054,P
4,0,0.05,22740,11733885580.59154,11959763631.94551,12247659197.506824,12670303757.344217,13173941718.128529,13530784763.47156,13425234897.472605,15199698854.880972,15020460780.331505,15428166938.303595,15511514831.48602,15546627899.655546,15527282238.187283,15430619968.219076,15242648811.548065,15324113778.264572,15285805410.683872,P
5,0,0.05,22708,7068553712.957204,7243637651.127054,7411823991.284847,7727878083.155741,7929638080.855487,8907433950.020332,9208844075.216583,13459052899.96334,14691905151.05362,14933862720.647991,14855327449.955448,14972726808.359985,23079993433.089348,22588973651.534557,22567733662.521545,22661421242.40074,22508375626.08587,P
6,0,0.05,22176,12234881181.287273,12321807208.051132,12843197323.248104,13250453978.21995,13604511785.414543,13470697249.498487,13497230119.150667,14437650630.366514,14566087479.183268,14744488978.787758,14925362942.351105,15135233062.10118,15314758590.103964,15908025898.461535,15045772230.55559,15177849016.73887,14983622546.489988,P
7,0,0.05,16412,11509872034.748634,11706040221.875145,12099974433.280388,12459260292.43694,13442631395.243755,13966686234.777843,13954414244.114801,14106913989.922018,14631725122.722576,15008007508.793259,14535678631.222584,15350343255.331856,15352853691.759287,15195851217.270872,15100059606.877531,15266496442.013262,15269769492.242002,P
8,0,0.05,15519,12491543034.543045,12767067852.636238,12923459915.44023,13361024942.661945,13807906650.463488,13796255876.085283,13939568983.696005,13767733458.518011,14468291031.581324,14494689956.859463,14951633198.816866,15216431448.472132,15581779474.208971,15637750232.917889,15566973706.848068,15343630252.836395,16112589314.151714,P
9,0,0.05,5670,7140788155.974713,7249290293.321483,13820292795.77499,13971683354.592276,14441749455.553396,14483625875.87219,14512209136.992783,14744421686.10472,15377580414.559095,15531570100.175856,15631359574.13341,15582020495.762205,15852809947.732553,15856514765.37625,15828274558.811823,15891774180.944265,15845230246.744808,P
0,0,0.1,27958,12343805266.369106,12454026946.79646,12960964797.386938,12928017202.431845,13912126724.74636,13942917390.05589,14099779299.803806,14510512847.479078,14452654719.852383,14487162743.624512,14808261159.012484,15215547438.2834,15355733031.557402,15279786503.72719,15118205281.177118,15042560431.953728,15089965530.601671,P
1,0,0.1,27455,11072676736.880556,10970872973.357252,11350773719.328186,12987178265.065119,13417057457.97744,14143798005.555037,14485730532.242548,14600319964.338848,15171573133.59794,15421365210.934101,15493638392.586327,15589344940.753681,15491846735.013733,15558671979.175356,15139240730.934551,15198740423.362211,15214336384.41265,P
2,0,0.1,25195,10583626934.257484,10764967814.26993,12753913593.434593,12923667949.412437,13239368899.75633,13762956434.874237,13984723362.178106,14404188684.17986,14967994433.147654,15179315523.629889,14874403450.275097,15008228745.865639,15276445586.011852,15300530882.269121,15383085480.03232,14762871426.310413,13997126056.767794,P
3,0,0.1,24420,13226968004.285078,13478681862.328865,13546872682.624998,14350627270.271385,14395132551.529863,14366698270.085464,14339467812.096615,14494024542.011332,14700720347.169424,14969977826.795269,14776184916.950525,14733630407.331682,14812883867.613337,14770111759.071405,14580241939.586813,14582695046.578316,14565218648.996054,P
4,0,0.1,22735,11733885580.59154,11959763631.94551,12247659197.506824,12670303757.344217,13173941718.128529,13530784763.47156,13425234897.472605,15199698854.880972,15020460780.331505,15428166938.303595,15511514831.48602,15546627899.655546,15527282238.187283,15430619968.219076,15242648811.548065,15324113778.264572,15285805410.683872,P
5,0,0.1,22692,7059920314.365995,7234215135.801993,7400797175.730937,7717014129.492044,7918556293.346096,8883253736.029724,9197854986.063423,13448361596.605324,14680593620.34323,14921736064.46587,14841805185.03076,14959357906.235924,23066239799.55347,22573162083.35384,22553062898.745285,22648809284.27229,22495146795.23457,P
6,0,0.1,22312,12223703584.032131,12311606034.769495,12834521553.154509,13240972457.001183,13595810708.842625,13475184929.50628,13488531172.795647,14428598387.197187,14557685322.890793,14736955297.986172,14919258114.647743,15128980716.597197,15308890976.011816,15904183214.056477,15040793166.746078,15170804927.885586,14977832707.699396,P
7,0,0.1,16259,11529683030.594984,11725663910.481842,12119677018.927889,12479605767.319397,13462414259.325062,13986378768.760654,13974102279.622976,14126657536.449343,14651438809.72543,15027667845.776958,14555305723.850624,15369964502.959896,15372474939.387323,15215505469.856657,15119709434.463312,15286152488.995008,15288788161.883902,P
8,0,0.1,15614,12457753258.548737,12732754865.394423,12889173584.183979,13327161122.30774,13773706014.060642,13760796455.601748,13904071917.8872,13732269003.194729,14436816748.054655,14463333421.069191,14918687529.39244,15184461115.012535,15552363075.781212,15608368463.009354,15537618592.142038,15314551193.908598,16083445733.438517,P
9,0,0.1,5670,7174577931.969026,7283603280.563294,13854579127.031237,14005547174.946476,14475950091.956242,14519085296.355722,14547706202.801588,14779886141.428003,15409054698.085766,15562926635.966125,15664305243.55783,15613990829.2218,15882226346.16031,15885896535.284784,15857629673.517853,15920853239.872065,15874373827.458006,P
0,0,0.25,27915,12432231199.517775,12551539589.024595,13059406142.92229,13024203207.479675,14006815740.536642,14037627346.55486,14195771980.00059,14606545963.946362,14551604430.576612,14589255836.46012,14910463594.824656,15319069625.253466,15452470907.043556,15376541831.887613,15213797771.142126,15137233780.38347,15182503494.070187,P
1,0,0.25,27188,11070526953.23831,10958497983.679604,11337351138.828869,12975821729.068056,13408647089.32364,14134366946.613003,14473208626.262758,14586062787.85198,15151418870.069153,15397372023.911898,15448530966.537508,15542383614.791407,15451118140.225052,15517723168.585106,15093996441.264065,15155059509.405735,15174279220.418798,P
2,0,0.25,25296,10379637463.686497,10563400719.547005,12545451916.865381,12708647728.586027,13023732358.198,13534704881.221096,13757811438.296875,14178307673.868359,14746214174.31602,14969402612.98042,14680289741.511772,14813037724.774021,15083538870.91994,15106958996.361727,15196196156.297684,14574378561.226534,13811498406.499084,P
3,0,0.25,24777,13227094340.917238,13479308068.868267,13556504986.170269,14363567364.20192,14366086303.026173,14349606588.773003,14319740502.851212,14466364044.132442,14684374195.934795,14943859014.657633,14754250643.90855,14716520135.75101,14795035363.017197,14755955618.886866,14567278624.058243,14564161624.32924,14581680728.26045,P
4,0,0.25,22609,11910319302.29826,12136199046.784704,12422406380.183455,12849349592.436546,13393968678.087257,13756073268.19952,13652312136.010792,15436073046.216328,15244675117.091171,15650828660.283094,15734237439.412651,15767574845.029081,15745840635.863388,15645234926.437422,15454569171.667767,15542521036.018438,15465182745.13034,P
5,0,0.25,22516,6978575922.316301,7148791357.389862,7314814609.79467,7629901333.937878,7831962928.835289,8791749204.881477,9110279299.828098,13356074189.119804,14587885291.6484,14829545044.5011,14750383516.56887,14867219787.989956,22974166979.511875,22482097199.69729,22462936166.920696,22559247904.7201,22405752454.778236,P
6,0,0.25,22326,12184191383.124538,12241758001.077774,12764964263.96783,13171709288.19561,13526182957.451576,13406455000.298368,13416889283.182426,14360922896.171331,14490025911.669662,14668778844.32888,14851431420.530249,15060182597.45918,15211761642.904175,15807149930.013498,14943098727.60925,15072993874.004368,14879523086.1892,P
7,0,0.25,16041,11472714993.163559,11697800698.175497,12090690123.02549,12451032712.461502,13432592000.103685,13992409470.495008,13968848210.71813,14138274983.511742,14653413121.553032,15030212139.85137,14589535462.327692,15406641576.116756,15438708230.72384,15212872501.851652,15117298022.184694,15284165736.958916,15290806240.157988,P
8,0,0.25,16026,12031475160.832771,12308715851.866482,12465153157.836653,12904800003.761957,13353383938.140085,13307534189.375345,13468339573.332766,13276651307.426464,13987092198.975296,14007983592.880112,14435270696.925161,14696671253.712416,15063965348.200342,15189583688.743664,15124439027.640623,14901702113.5946,15667121028.837164,P
9,0,0.25,5616,7719833922.79938,7830145139.295266,14402189729.715202,14551062135.462685,15020692725.966837,15061327153.884624,15084001412.480865,15319240665.519878,15952289301.364664,16111369738.697071,16208971064.242744,16160833341.040018,16429780476.868395,16432718995.558428,16398625900.108301,16460688100.761366,16413691852.83497,P
0,0,0.5,28628,12910381261.474321,13043029006.439243,13553867899.77619,13610136381.20195,14610057063.624603,14716930373.521381,14863870642.319407,15279301701.009657,15179284474.221672,15203083441.795723,15540812844.932747,15961532417.325516,16140999161.652634,16035544062.226805,15892373284.65032,15785877184.218052,15909881912.034618,P
1,0,0.5,26748,11407219823.707481,11299574156.256319,11735395235.384,13323250818.840939,13793855430.307089,14442040907.437014,14824875821.502808,14913146046.956636,15648244402.422691,15899167406.761456,15904398306.987783,15989176543.37693,16141043861.537384,16231263119.100706,15812315216.73037,15881746353.227259,15704431985.87353,P
2,0,0.5,25157,9682507852.325348,9847264571.728098,11776388974.989553,11905476216.86652,12164640588.548439,12690700549.526743,12881486730.4022,13322573748.031437,13764693409.953573,13985592629.63129,13731091849.95337,13862412164.200258,13841982329.39296,13872182183.84413,13935842990.763296,13336548744.181044,12687114073.873953,P
