s,m,diag,compA,compB,count,mean,sum,std,pct10,pct25,pct75,pct90
0.02,0,diag,FE,FE,10,9.28857188755565e-06,9.288571887555651e-05,1.0846183702772507e-06,7.987528212839358e-06,8.446188230329381e-06,1.014277461268488e-05,1.051332463398986e-05
0.02,0,diag,FE,base,10,9.372092949476607e-05,0.0009372092949476607,4.8593049026081846e-05,3.972271495466121e-05,7.402803336692163e-05,0.00011102156591937322,0.00016308952075410254
0.02,0,diag,FE,noise,10,-8.348527270542395e-07,-8.348527270542395e-06,5.0624738210185035e-06,-4.786136638635422e-06,-2.341628781438139e-06,2.0883443332220317e-06,3.139342587269054e-06
0.02,0,diag,base,FE,10,9.372092949476607e-05,0.0009372092949476607,4.8593049026081846e-05,3.972271495466121e-05,7.402803336692163e-05,0.00011102156591937322,0.00016308952075410254
0.02,0,diag,base,base,10,0.002011007932973634,0.020110079329736342,0.0017235025048731665,0.00032978099901504403,0.0009043956803632411,0.002177662630233303,0.004056839629917299
0.02,0,diag,base,noise,10,2.0593611059527846e-06,2.0593611059527845e-05,4.3406299379132674e-05,-5.6313699784870175e-05,-2.5216706979299014e-05,3.060730972594551e-05,6.0278452375886724e-05
0.02,0,diag,noise,FE,10,-8.348527270542395e-07,-8.348527270542395e-06,5.0624738210185035e-06,-4.786136638635422e-06,-2.341628781438139e-06,2.0883443332220317e-06,3.139342587269054e-06
0.02,0,diag,noise,base,10,2.0593611059527846e-06,2.0593611059527845e-05,4.3406299379132674e-05,-5.6313699784870175e-05,-2.5216706979299014e-05,3.060730972594551e-05,6.0278452375886724e-05
0.02,0,diag,noise,noise,10,4.70283086135037e-06,4.70283086135037e-05,6.8801562808506375e-06,1.1341840338950397e-06,1.409470781732338e-06,3.836068073198846e-06,8.094866224530785e-06
0.02,0,offdiag,FE,FE,90,9.198636069998629e-06,0.0008278772462998766,6.896516042517521e-07,8.325359482552913e-06,8.664695274263795e-06,9.716238466239771e-06,1.0084517777851675e-05
0.02,0,offdiag,FE,base,90,9.670464705761197e-05,0.008703418235185077,4.886049325134353e-05,3.7069217443416944e-05,7.278627230028812e-05,0.00011897231168348777,0.00017286227968199563
0.02,0,offdiag,FE,noise,90,-6.685548485222267e-07,-6.01699363670004e-05,4.244457896564244e-06,-4.804875782562613e-06,-2.6560337024133247e-06,2.6036046350809797e-06,3.555062562068138e-06
0.02,0,offdiag,base,FE,90,9.670464705761195e-05,0.008703418235185075,4.886049325134352e-05,3.7069217443416944e-05,7.278627230028812e-05,0.00011897231168348777,0.00017286227968199563
0.02,0,offdiag,base,base,90,0.0012312532876294297,0.11081279588664868,0.0008702954788919378,0.00019534761306267665,0.0005774530070402722,0.001736405863251281,0.0027193853641099713
0.02,0,offdiag,base,noise,90,-7.511018120969068e-06,-0.0006759916308872161,7.226766672965975e-05,-7.649862991132353e-05,-2.5575335610527672e-05,3.3055013556210456e-05,6.602990373249933e-05
0.02,0,offdiag,noise,FE,90,-6.68554848522227e-07,-6.016993636700043e-05,4.244457896564244e-06,-4.804875782562613e-06,-2.6560337024133247e-06,2.6036046350809797e-06,3.555062562068138e-06
