q,m,s,nqs,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,parts
0,0,0.05,202518,14448446403.928314,14579550575.016724,14718499571.39801,14854336378.005878,14425434939.153324,14404814406.352016,14413589106.6346,14629506345.643005,14762723990.950611,14810953277.951088,14961670751.722038,15177153131.717161,15233133007.403267,15391453405.711935,14754230646.242483,14744747549.47857,15348268091.20883,Q
1,0,0.05,4886,13207217407.259224,13503717187.874557,14013117026.414629,14355538977.739714,14951620678.139069,15065960147.52065,15144646101.419333,15143296514.660376,15262175668.825314,15571506429.280193,15155445136.930506,14918361899.331987,15359773310.010756,15009196672.806654,15206539901.818718,15066646063.313204,14808827628.989437,Q
2,0,0.05,1640,12503342778.994793,13008951149.015589,13453850794.749308,13953676956.867329,14372299732.898407,14705874448.117842,14828999709.295324,15003441453.377024,15367829680.156929,15673334712.269627,15631038072.075401,15669210533.077238,15596285507.675972,15693670499.590359,15482743084.306976,15411103665.8956,15218245612.510042,Q
3,0,0.05,674,11792941255.313398,12006231639.768322,12340386262.139778,12918940710.433422,13646604522.031046,14136243872.27671,14192045519.912172,14873324136.082935,15209143806.498077,15495100305.34451,15680735782.306885,15879908971.293724,16230196957.011911,16490471405.000277,16849276216.403301,16662204919.627548,17068530906.109001,Q
4,0,0.05,327,11271760777.564146,11496534207.220387,12101887383.0668,12445578469.568354,13011702228.167648,13963079053.496288,14030666819.282043,14626022199.469435,15783315034.419277,15681527373.147797,15546106758.851784,15597995911.275196,16547676471.697142,17182376271.100216,17792288768.46179,17716391727.08769,17457998694.238174,Q
5,0,0.05,145,11449231551.727,12355924526.64599,12779877331.873806,13093306886.162271,13749509637.727581,13645983649.426289,14346924317.503862,14364669753.513914,14291269951.05305,15210165628.60026,15640466284.070253,15885342530.41377,16377193450.928366,16365626572.034378,16003302849.103518,17095386176.95043,17124337763.606863,Q
6,0,0.05,77,11367462552.779547,11310886128.32,11566674518.302237,12249464457.745035,13210347580.928701,13693619823.616842,13804083506.581404,14769542961.296078,15520434850.34663,15681238934.432364,15573008312.710905,17200222203.163467,17505195171.348763,17452138682.892708,17461960333.251644,17348476235.86646,17389035049.595474,Q
7,0,0.05,30,10256845138.177189,10651145380.220814,10712994879.67735,12011103800.32389,12011103800.32389,13993304548.055794,13993304548.055794,14821122204.749172,15106672883.265476,14821122204.749172,16154838244.970238,16154838244.970238,16151148898.63647,16148788984.647465,16151148898.63647,16148788984.647465,16151148898.63647,Q
8,0,0.05,11,10916163468.842466,10916163468.842466,10916163468.842466,12322480328.215416,12322480328.215416,12322480328.215416,13941701660.046946,13941701660.046946,13941701660.046946,13941701660.046946,13941701660.046946,13941701660.046946,21842490200.33943,21842490200.33943,21842490200.33943,21842490200.33943,21842490200.33943,Q
9,0,0.05,2,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,Q
0,0,0.1,202498,14431328769.335075,14563755612.840607,14697305870.526438,14829969134.693003,14401845040.917255,14374087987.359804,14385658205.750484,14594150175.173176,14728471302.117058,14775597107.481258,14926314581.252209,15141796961.247332,15197776836.933437,15358739781.27331,14721517021.803858,14712033925.039946,15277002238.770205,Q
1,0,0.1,4899,13203222092.716166,13498399200.914375,14005005081.813374,14341868980.500082,14937173335.822622,15058649325.960352,15123155917.477316,15129231600.304071,15247007272.832737,15557441514.92389,15141380222.574203,14904296984.975685,15345708395.654451,14992489212.419147,15189832441.431211,15053967832.239706,14834701625.91594,Q
2,0,0.1,1643,12436633480.785511,12942241850.806307,13395334192.876549,13903891950.074257,14322514726.105335,14722585181.04881,14834955631.082386,15009397375.16408,15373785601.943987,15679290634.056683,15636993993.86246,15675166454.864292,15602241429.463028,15699626421.377419,15488699006.094034,15413030358.368645,15222912440.200903,Q
3,0,0.1,676,11869143212.131548,12082433596.58647,12389489853.176462,12956424010.942669,13684087822.540293,14107231433.061918,14185171736.11491,14866450352.285673,15202270022.700817,15488226521.547249,15673861998.509624,15873035187.496462,16223323173.21465,16483597621.203014,16842402432.606037,16655331135.830286,17058916987.093924,Q
4,0,0.1,327,11190785274.503136,11415558704.159378,12048010245.787256,12403321622.816248,12969445381.41554,13798526842.529459,13866114608.315214,14461469988.502605,15618762823.452448,15516975162.18097,15381554547.884956,15433443700.308369,16383124260.730314,17017824060.13339,17627736557.494965,17551839516.12086,17293446483.271347,Q
5,0,0.1,146,11462626226.819807,12369319201.738798,12793272006.966614,13106701561.255077,13762904312.820389,13781673688.733818,14482614356.81139,14500359792.821442,14426959990.360577,15345855667.907787,15776156323.377779,16021032569.721302,16512883490.235893,16501316611.341906,16138992888.411045,17231076216.257957,17260027802.914387,Q
6,0,0.1,77,11042874398.937038,10986297974.477493,11242086364.459728,11924876303.902527,12885759427.086193,13369031669.774334,13479495352.738897,14444954807.453568,15195846696.504122,15356650780.589855,15248420158.868397,16875634049.320961,17180607017.506256,17127550529.050201,17137372179.409138,17023888082.023954,17064446895.752968,Q
7,0,0.1,31,10660634410.515335,11054934652.55896,11116784152.015491,12414893072.662037,12414893072.662037,14397093820.39394,14397093820.39394,15224911477.087318,15510462155.603622,15224911477.087318,16558627517.308384,16558627517.308384,16554938170.974613,16552578256.985607,16554938170.974613,16552578256.985607,16554938170.974613,Q
8,0,0.1,11,10916163468.842466,10916163468.842466,10916163468.842466,12322480328.215416,12322480328.215416,12322480328.215416,13941701660.046946,13941701660.046946,13941701660.046946,13941701660.046946,13941701660.046946,13941701660.046946,21842490200.33943,21842490200.33943,21842490200.33943,21842490200.33943,21842490200.33943,Q
9,0,0.1,2,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,14880381650.066307,Q
0,0,0.25,202365,14237359815.127617,14365912295.095222,14489111323.526503,14611089510.791023,14176460139.159925,14145431852.441954,14163320355.843706,14372740448.4197,14508554409.301994,14552800217.517824,14700626138.126919,14921261283.430134,14983578327.880178,15165133504.219904,14536956979.016348,14530764839.15785,15061257970.132868,Q
1,0,0.25,4977,13109704514.677118,13389702878.829573,13912509668.898724,14240991313.14921,14823040438.024143,14973084764.489569,15019971243.990084,15025421016.39491,15141401642.253792,15467078180.425081,15050380030.908928,14802357675.339209,15215855031.722395,14850949905.428371,15039246900.174538,14906723668.735207,14726616458.328104,Q
2,0,0.25,1672,12467594631.891273,12971916488.400688,13406045757.561653,13922643432.416018,14337690243.300697,14711309164.836067,14836135872.115934,15010275403.466257,15374965842.97753,15626445396.938177,15581785814.74188,15624590198.165915,15590467670.911884,15678946373.885141,15357836943.836634,15275535961.453657,15080734230.124495,Q
3,0,0.25,690,11885614040.081852,12119244045.63185,12425807561.190027,13003769132.637844,13754769417.68482,14133764904.226686,14210550777.038761,14757966077.944586,15093785748.359734,15421405426.426441,15612932255.719225,15833613802.721691,16166676175.824284,16426950623.812647,16895937449.980799,16708866153.205046,17112452004.468683,Q
4,0,0.25,332,10948403041.380276,11173176471.036514,11819234146.689877,12174545523.71887,12740669282.318161,13615053297.65276,13682641063.438515,14411859758.89084,15569152593.840681,15467364932.569202,15331944318.27319,15363479542.92189,16313160103.343836,16533859467.872286,17143771965.23386,17067874923.859756,16809481891.010242,Q
5,0,0.25,148,11273101957.796217,12179794932.715206,12603747737.94302,12917177292.231487,13573380043.7968,13592149419.710226,14293090087.787802,14310835523.797853,14237435721.336987,15156331398.884195,15586632054.354189,15831508300.697706,16323359221.212301,16725792777.192944,16363469054.26208,17524645740.099003,17484503968.765427,Q
6,0,0.25,80,10917184997.657938,10860608573.198393,11116396963.180628,11799186902.623428,12760070025.807095,13243342268.495234,13353805951.459795,14319265406.17447,15070157295.225027,15230961379.310759,15122730757.5893,16749944648.041864,17054917616.22716,17001861127.771101,17011682778.130037,16829105322.75485,16938757494.473871,Q
7,0,0.25,32,10494897564.145065,10889197806.18869,10951047305.645226,12249156226.29177,12249156226.29177,14231356974.023674,14231356974.023674,15059174630.717052,15344725309.233356,15059174630.717052,16392890670.938118,16392890670.938118,16389201324.604347,16386841410.615341,16389201324.604347,16386841410.615341,16389201324.604347,Q
8,0,0.25,11,8135929000.747222,8135929000.747222,8135929000.747222,9542245860.12017,9542245860.12017,9542245860.12017,11161467191.951702,11161467191.951702,11161467191.951702,11161467191.951702,11161467191.951702,11161467191.951702,19062255732.244186,19062255732.244186,19062255732.244186,19062255732.244186,19062255732.244186,Q
9,0,0.25,3,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,Q
0,0,0.5,202228,14030168656.118587,14136505581.14202,14267245239.342787,14391678178.366625,13966817873.134155,13912839797.373251,13937280013.245703,14145282913.315018,14263019353.649519,14309732798.124289,14458009301.969133,14677536665.332083,14759786606.129261,14951224205.313057,14301647036.118301,14299627542.397251,14837306843.621668,Q
1,0,0.5,5048,12993978046.853445,13292558413.166414,13777466358.441183,14082348438.814016,14658943025.693708,14723376770.593801,14883048564.123835,14885825092.041765,15032491041.699823,15368931618.492832,14963083694.83314,14725616950.053894,15116809087.032322,14742021537.894228,14967084097.229124,14839484972.576252,14654496040.980654,Q
2,0,0.5,1709,12428764525.542717,12908723770.729094,13367377999.574306,13888650145.80597,14299382428.28725,14794383930.08188,14799873610.861542,14978103579.20544,15305969170.570663,15553558368.1309,15514520521.540745,15573602673.488447,15540509211.086819,15630331172.265295,15293856821.619263,15202459086.312378,15024831328.223806,Q
3,0,0.5,709,12021754809.482492,12283380979.139189,12595777750.038021,13190209662.226871,13941209947.273851,14307383224.164713,14384169096.976788,14931584397.882614,15291621113.192427,15451030224.511648,15625634509.106077,15764527724.68952,15970345365.615484,16229276555.39863,16698263381.566776,16511192084.791025,16895299513.753166,Q
4,0,0.5,320,9995011047.821974,10219784477.478216,10865842153.131575,11221153530.160568,11787277288.759857,12661661304.094458,12729249069.880215,13472531774.166323,14335427320.4582,14442972302.121134,14584759338.183382,14672357296.87723,15449907944.148811,15670607308.67726,16280519806.038834,16204622764.664734,15946229731.815216,Q
5,0,0.5,161,11413529802.378796,12147850936.732126,12571803741.959942,12885233296.24841,13541436047.813723,13560205423.72715,14261146091.804724,14264827518.980993,14485825005.17809,15354257288.058125,15507350293.169857,15752226539.513376,16544795363.560186,16947228919.540825,16584905196.609962,17746081882.44688,17705940111.113308,Q
6,0,0.5,82,10805694051.759462,10921489467.865572,11177277857.847809,11860067797.290606,12820950920.474274,13304223163.162415,13414686846.126976,13832732676.61412,14583624565.664677,14744428649.750408,14636198028.02895,16263411918.481514,16568384886.666805,16515328398.21075,16525150048.569687,16343414259.20662,16453066430.92564,Q
7,0,0.5,35,9882052457.718557,10276352699.762182,10338202199.218716,11636311119.865263,11636311119.865263,13618511867.597166,13618511867.597166,14993743148.518066,15279293827.03437,14993743148.518066,16327459188.739132,16327459188.739132,16323769842.405361,16323769842.405361,16323769842.405361,16322928176.393242,16322928176.393242,Q
8,0,0.5,15,9898836165.82854,9898836165.82854,9898836165.82854,11305153025.201488,11305153025.201488,11305153025.201488,12924374357.033018,12924374357.033018,12924374357.033018,12924374357.033018,12924374357.033018,12924374357.033018,20825162897.325504,20822802983.3365,20825162897.325504,20822802983.3365,20825162897.325504,Q
9,0,0.5,3,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,18624003421.14779,Q
0,0,0.02,27481,11940098273.95145,12064866902.36199,12308553113.08006,12651904787.382524,12909324366.385887,14937762873.009249,15014635076.272537,15309719500.873531,15605694866.92481,15498317712.620338,15216582383.620497,16114412552.255537,16029984977.761808,15947632600.770817,16177520647.461584,16082955744.545057,16232688026.773973,P
1,0,0.02,26007,11598576432.63124,11713818693.650324,11963142012.706556,13458498571.683826,13642943480.286055,13926877978.753082,14024741340.029997,14230491355.18564,15007147077.664635,15234274453.061098,15472272283.861355,15887732713.382462,16735056204.872398,16829699746.714548,16642476080.670712,17975722339.12518,17829014116.5936,P
2,0,0.02,24486,9624077250.700237,9865694095.61132,10379859413.211103,10587449933.908539,11246155889.227945,11360870278.003006,11470737790.41644,12331884158.828276,12563785107.795662,13135799886.280165,12904865354.497713,12980760727.840649,13280566967.972322,13264213275.155687,13451011143.25953,13340952988.108356,13431786198.415802,P
3,0,0.02,22626,8943172974.350197,9136505123.130623,9266573434.684399,9447843673.900618,9488798261.088757,9514807409.7634,9518365885.702002,9561063441.828506,9571479504.4816,9592004589.538933,9698769341.226767,9791375569.028868,9832040050.351885,9830262488.596394,9734460752.417257,9789965424.078922,9736271910.062595,P
4,0,0.02,22464,21041240146.47107,21281677395.869686,21731065688.18936,21995837391.05569,22954290994.266273,23230566256.56549,23273053536.346886,23215783618.252712,23404730312.755978,23600143489.75741,23526394914.00048,23210314563.918667,23529498223.675335,23572194100.43274,23269616340.997734,23189358479.05976,23188820444.647038,P
5,0,0.02,22368,12223372336.70789,12586924551.149536,12871379744.672726,13302286739.632725,13666555259.0352,13906529917.043148,13776009758.299892,14020234395.388414,14165388163.114939,14512055025.366518,15788206232.549717,15927825446.54183,16311859934.444773,16030593530.961792,16019583231.29717,15764074897.060051,15920955768.389952,P
6,0,0.02,22320,11125589464.06879,11725212693.406824,11694580129.629948,11893090312.25049,12317789747.321657,12260137444.36129,12592789289.740488,12632256191.75597,13284695577.45177,12898667164.79799,12841870343.193913,12760846418.043852,21419167690.481735,21697898635.335567,21514082329.413784,21540803977.288204,22081911061.134068,P
7,0,0.02,22164,13815283806.073542,13890846512.038366,14076914515.501478,14236262881.156338,14272537311.402632,14171505608.378393,14505873637.862492,15086594818.692755,15021604821.620056,15360185155.453232,15233321518.140535,15253879088.88891,15207566646.721277,15478448103.38857,15448923346.080734,15234762306.257542,15115517403.179024,P
8,0,0.02,13597,9468044594.075636,10048606325.946667,10229703739.999424,12278194678.42895,12664999063.002954,13986002355.428465,15611033150.289515,15856329612.8415,16123890548.182926,16208903066.499453,16432156941.3927,16509220485.88916,16515787724.806673,16157765971.949335,16389783239.15467,16263845207.405376,16201910166.630722,P
9,0,0.02,6797,12314337705.62226,12395333619.825844,12962061094.855587,13233439645.727863,13418090725.634031,13516681805.83855,13789103473.837454,14808651785.25774,15377233195.636148,15726681632.513067,16050953341.267473,16868749169.566057,16861946204.030146,17647885890.884228,17776905437.877384,17734175810.344143,17550389399.473145,P
0,0,0.05,27481,11940098273.95145,12064866902.36199,12308553113.08006,12651904787.382524,12909324366.385887,14937762873.009249,15014635076.272537,15309719500.873531,15605694866.92481,15498317712.620338,15216582383.620497,16114412552.255537,16029984977.761808,15947632600.770817,16177520647.461584,16082955744.545057,16232688026.773973,P
1,0,0.05,26007,11598576432.63124,11713818693.650324,11963142012.706556,13458498571.683826,13642943480.286055,13926877978.753082,14024741340.029997,14230491355.18564,15007147077.664635,15234274453.061098,15472272283.861355,15887732713.382462,16735056204.872398,16829699746.714548,16642476080.670712,17975722339.12518,17829014116.5936,P
2,0,0.05,24486,9624077250.700237,9865694095.61132,10379859413.211103,10587449933.908539,11246155889.227945,11360870278.003006,11470737790.41644,12331884158.828276,12563785107.795662,13135799886.280165,12904865354.497713,12980760727.840649,13280566967.972322,13264213275.155687,13451011143.25953,13340952988.108356,13431786198.415802,P
3,0,0.05,22640,8943172974.350197,9136505123.130623,9266573434.684399,9447843673.900618,9488798261.088757,9514807409.7634,9518365885.702002,9561063441.828506,9571479504.4816,9592004589.538933,9698769341.226767,9791375569.028868,9832040050.351885,9830262488.596394,9734460752.417257,9789965424.078922,9736271910.062595,P
4,0,0.05,22464,21041240146.47107,21281677395.869686,21731065688.18936,21995837391.05569,22954290994.266273,23230566256.56549,23273053536.346886,23215783618.252712,23404730312.755978,23600143489.75741,23526394914.00048,23210314563.918667,23529498223.675335,23572194100.43274,23269616340.997734,23189358479.05976,23188820444.647038,P
5,0,0.05,22354,12223372336.70789,12586924551.149536,12871379744.672726,13302286739.632725,13666555259.0352,13906529917.043148,13776009758.299892,14020234395.388414,14165388163.114939,14512055025.366518,15788206232.549717,15927825446.54183,16311859934.444773,16030593530.961792,16019583231.29717,15764074897.060051,15920955768.389952,P
6,0,0.05,22320,11125589464.06879,11725212693.406824,11694580129.629948,11893090312.25049,12317789747.321657,12260137444.36129,12592789289.740488,12632256191.75597,13284695577.45177,12898667164.79799,12841870343.193913,12760846418.043852,21419167690.481735,21697898635.335567,21514082329.413784,21540803977.288204,22081911061.134068,P
7,0,0.05,22164,13903525224.393217,13979087930.358042,14165165640.5845,14324629061.6059,14360897700.324059,14259828113.99233,14594309566.05684,15175105041.78639,15110041784.288185,15448621083.647581,15321757446.334885,15342447003.2634,15296002574.915627,15566906728.41454,15537359274.275084,15323601670.954329,15204230986.782259,P
8,0,0.05,13597,9379803175.755953,9960364907.626987,10141452614.916403,12189828497.979383,12576638674.081526,13897679849.814531,15522597222.095163,15767819389.747849,16035453585.514797,16120467138.305101,16343721013.198349,16420652571.514668,16427351796.612314,16069307346.923365,16301347310.96032,16175005842.708588,16113196583.027481,P
9,0,0.05,6797,12314337705.62226,12395333619.825844,12962061094.855587,13233439645.727863,13418090725.634031,13516681805.83855,13789103473.837454,14808651785.25774,15377233195.636148,15726681632.513067,16050953341.267473,16868749169.566057,16861946204.030146,17647885890.884228,17776905437.877384,17734175810.344143,17550389399.473145,P
0,0,0.1,27481,11940098273.95145,12064866902.36199,12308553113.08006,12651904787.382524,12909324366.385887,14937762873.009249,15014635076.272537,15309719500.873531,15605694866.92481,15498317712.620338,15216582383.620497,16114412552.255537,16029984977.761808,15947632600.770817,16177520647.461584,16082955744.545057,16232688026.773973,P
1,0,0.1,26062,11598576432.63124,11713818693.650324,11963142012.706556,13458498571.683826,13642943480.286055,13926877978.753082,14024741340.029997,14230491355.18564,15007147077.664635,15234274453.061098,15472272283.861355,15887732713.382462,16735056204.872398,16829699746.714548,16642476080.670712,17975722339.12518,17829014116.5936,P
2,0,0.1,24486,9624077250.700237,9865694095.61132,10379859413.211103,10587449933.908539,11246155889.227945,11360870278.003006,11470737790.41644,12331884158.828276,12563785107.795662,13135799886.280165,12904865354.497713,12980760727.840649,13280566967.972322,13264213275.155687,13451011143.25953,13340952988.108356,13431786198.415802,P
3,0,0.1,22744,8943172974.350197,9136505123.130623,9266573434.684399,9447843673.900618,9488798261.088757,9514807409.7634,9518365885.702002,9561063441.828506,9571479504.4816,9592004589.538933,9698769341.226767,9791375569.028868,9832040050.351885,9830262488.596394,9734460752.417257,9789965424.078922,9736271910.062595,P
4,0,0.1,22464,21039400329.73634,21279703796.288784,21729158642.046753,21993203608.578026,22948834055.058384,23225187007.947098,23267465809.89185,23210159383.758644,23399142135.37954,23587335235.091965,23513675127.825974,23197482529.833702,23523819320.326744,23567165871.808212,23264746694.585323,23184680220.311497,23184135143.91084,P
5,0,0.1,22320,12225212153.442621,12588898150.730438,12873286790.815336,13304920522.110388,13672012198.243093,13911909165.661541,13781597484.754929,14025858629.882484,14170976340.491375,14524863280.031963,15800926018.724228,15940657480.6268,16317538837.793371,16035621759.58632,16024452877.709583,15768753155.808317,15925641069.12615,P
6,0,0.1,22250,11125589464.06879,11725212693.406824,11694580129.629948,11893090312.25049,12317789747.321657,12260137444.36129,12592789289.740488,12632256191.75597,13284695577.45177,12898667164.79799,12841870343.193913,12760846418.043852,21419167690.481735,21697898635.335567,21514082329.413784,21540803977.288204,22081911061.134068,P
7,0,0.1,22109,13937278997.168016,14012966040.042633,14198442278.689714,14357365771.098433,14393448485.813675,14292555726.498516,14627041012.06135,15207923854.465921,15143188158.286587,15481813113.067112,15355019223.467718,15413867035.77339,15368553718.1574,15639889619.301647,15608281320.958738,15394728376.225946,15275326379.994257,P
8,0,0.1,13597,9346049402.981157,9926486797.942396,10108175976.811188,12157091788.48685,12544087888.591911,13864952237.308344,15489865776.090658,15735000577.068321,16002307211.516396,16087275108.885576,16310459236.065514,16349232539.004677,16354800653.370543,15996324456.036257,16230425264.276672,16103879137.436974,16042101189.815487,P
9,0,0.1,6797,12314337705.62226,12395333619.825844,12962061094.855587,13233439645.727863,13418090725.634031,13516681805.83855,13789103473.837454,14808651785.25774,15377233195.636148,15726681632.513067,16050953341.267473,16868749169.566057,16861946204.030146,17647885890.884228,17776905437.877384,17734175810.344143,17550389399.473145,P
0,0,0.25,27481,11920109291.856966,12044876409.267506,12288512434.7103,12630810873.038313,12886430290.64229,14914297172.059942,14992179447.087988,15287243949.8798,15585816791.962757,15477610285.953587,15196177064.314018,16093832411.048298,16009566181.816885,15927178994.174446,16158229790.40674,16063811367.621851,16213536702.906029,P
1,0,0.25,26269,11633303484.785103,11748914513.20826,11998376507.346575,13494027022.864496,13683552669.428831,13967318375.729038,14063879515.71702,14270684484.841358,15048433897.336258,15492009609.590006,15735242916.370264,16148080822.782948,16994901993.693523,17089075059.20861,16899599342.876451,18233098604.90403,18085395921.313194,P
2,0,0.25,24397,9609339180.64086,9850588769.147861,10364665596.940834,10573015397.072084,11228440775.828766,11343895581.976357,11454055243.913963,12314166580.166285,12542376363.086086,12898772156.417986,12662300041.29526,12740992759.64738,13041139975.096125,13025291569.257996,13213178738.108635,13102721099.25272,13194555717.564146,P
3,0,0.25,23410,8943172974.350197,9136505123.130623,9266573434.684399,9447843673.900618,9488798261.088757,9514807409.7634,9518365885.702002,9561063441.828506,9571479504.4816,9592004589.538933,9698769341.226767,9791375569.028868,9832040050.351885,9830262488.596394,9734460752.417257,9789965424.078922,9736271910.062595,P
4,0,0.25,22463,20891397509.28287,21131634900.20054,21580184494.737576,21843611471.997997,22798189477.530106,23073424980.678123,23080212339.09255,23022420779.71613,23212492084.78349,23410105896.466034,23335477678.240543,23024454274.735867,23350781895.992382,23393063829.90514,23087523932.146507,23008335961.353874,23008441161.68262,P
5,0,0.25,22410,12373214973.896095,12736967046.818674,13022260938.124508,13454512658.690414,13822656775.771364,14063671192.930525,13968850955.554237,14213597233.924986,14357626391.087425,14702092618.657896,15979123468.309645,16113685735.724632,16490576262.127728,16209723801.48939,16201675640.148405,15945097414.765938,16101335051.354362,P
6,0,0.25,21902,11125589464.06879,11725212693.406824,11694580129.629948,11893090312.25049,12317789747.321657,12260137444.36129,12592789289.740488,12632256191.75597,13284695577.45177,12898667164.79799,12841870343.193913,12760846418.043852,21419167690.481735,21697898635.335567,21514082329.413784,21540803977.288204,22081911061.134068,P
7,0,0.25,21584,14131630754.763449,14211304031.770098,14385733684.37668,14558540145.38179,14598369313.87256,14498645652.114553,14832978266.812065,15414349193.506624,15412582822.315102,15750634347.867958,15544323524.78409,15604916619.469767,15553798908.701096,15850135114.498783,15819262906.756756,15619633882.122686,15512213995.144165,P
8,0,0.25,13597,9151697645.385706,9728148806.214928,9920884571.124228,11955917414.203491,12339167060.53303,13658862311.69232,15283928521.33996,15528575238.02763,15732912547.487877,15818453874.084723,16121154934.749138,16158182955.308292,16169555462.826841,15786078960.839132,16019443678.478664,15878973631.540245,15805213574.665588,P
9,0,0.25,6797,12314337705.62226,12395333619.825844,12962061094.855587,13233439645.727863,13418090725.634031,13516681805.83855,13789103473.837454,14808651785.25774,15377233195.636148,15726681632.513067,16050953341.267473,16868749169.566057,16861946204.030146,17647885890.884228,17776905437.877384,17734175810.344143,17550389399.473145,P
0,0,0.5,26621,10772081296.56172,10896897339.676765,11158983066.007982,11500317681.866642,11747722191.833382,13746169584.08901,13821559011.580608,14108117093.359509,14416226032.00084,14318343034.614159,14050002378.411697,14939320109.650703,14813179244.971903,14736681316.56341,14996330287.632557,14918611422.576036,15067789162.803856,P
1,0,0.5,24538,12925415719.741344,13041093758.743204,13272828310.812767,14766149435.76901,14964408600.968939,15279522162.014036,15379779000.116898,15590227549.4137,16361173920.807404,16793808877.296944,17013436284.613136,17449069853.489407,18324948654.19185,18416031692.719635,18194986192.137638,19508863269.582523,19366372684.725502,P
2,0,0.5,24145,9465254940.97986,9706388593.20367,10219743162.176968,10431386175.339249,11086292943.097586,11199819383.662312,11308776195.021479,12173750372.114258,12399227099.576866,12756240140.050478,12530281358.954714,12594516030.338554,12907480251.442816,12888832613.35805,13079691391.621645,12972156379.619997,13059326494.253979,P
