q,m,s,nqs,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,parts
0,0,0.05,202375,13845420442.834433,13952470202.614197,14136374866.118742,14527254442.921354,14167966228.62504,14095173294.397871,14042504277.745588,14210098771.749443,14460072988.576384,14647113610.689781,14896439485.502476,15203350152.641788,15065270227.886395,15430550629.832285,14662382552.13543,14750375516.8959,15486129190.524118,Q
1,0,0.05,4954,12353137091.238598,12795357515.961134,13161879288.768833,13700518912.65061,14340867429.846113,14574488588.18198,14678941391.717794,14877117254.924294,14973434498.963093,15404425733.969917,15302241864.81002,15137853516.746954,15052944562.961798,15155615586.469011,15417034403.6258,15386104620.924036,15245287640.688951,Q
2,0,0.05,1692,11836641257.779905,12264991822.366436,12754352198.042461,13423777591.514364,13988016752.407164,14142202578.63381,14276855904.483076,14527592035.947891,15032401045.344563,15658696241.020172,15636029093.34946,15788997295.21603,15714854185.475689,15671519122.417322,15766807107.306055,15558332255.5733,15555512258.46687,Q
3,0,0.05,715,11215890607.474155,11870813248.58829,12260208882.333256,12980569846.043741,13775261519.654741,14183336810.816252,14267382400.77625,14586140786.757494,14792974963.049862,15227183379.198313,15809500153.156069,16107022368.947176,15737138992.670914,15888607222.837954,16486971700.4492,16396563819.583035,15943028512.453314,Q
4,0,0.05,330,10423986872.981619,10874870661.958002,11867538749.424055,12337137591.795,12775525032.092705,13681216860.534452,13663649198.79599,14186986224.51847,14946959012.99319,15436917967.447374,16115450209.15526,16346332993.100147,16553549048.21337,16769502693.805962,17211033290.75385,17016584007.012714,16647450311.381493,Q
5,0,0.05,149,9577073229.404583,10589088893.497107,11177359178.843428,11798007997.669327,13251180018.382866,12887503810.43746,13516417260.684303,14422891949.650208,14859262256.960024,15752713336.520878,16180582840.576796,15956172545.6176,16415856488.525433,17249063099.347664,17274127495.885536,18269529120.253548,18122810833.7212,Q
6,0,0.05,57,10545052596.84615,10637752676.159842,11122262318.752453,12266856215.318111,12450317203.858612,12869934687.654554,13089275149.787401,14544305317.096506,15168643770.980282,15701756874.657635,15891095958.963305,16638477498.419188,16443991528.399485,16681876157.936966,16344373381.682047,16246026333.151243,15993466494.221102,Q
7,0,0.05,25,10010389925.691267,10169310020.407656,10468378145.150558,10769295037.9234,10817296380.307482,12543952056.281422,14091307989.572788,15552018401.886072,17067503583.245766,17119301869.267925,17461741240.45118,17816671255.070145,17428656151.01831,17766491386.37845,17951594113.675922,17776846037.033474,17477492354.495136,Q
8,0,0.05,10,9547028190.720001,9491294371.83799,10487628509.506134,12340873846.113564,12456955207.614292,12397021432.104069,12387585532.807257,12401300236.48232,12292355099.210594,12592202609.995056,12605399691.713879,12421763405.776928,18507842402.959976,18967891348.99298,19232505030.849243,19369719430.8331,18761805372.987034,Q
9,0,0.05,3,9151312337.136942,9498803719.927017,15466983867.48656,15739314619.3849,15780278624.06083,15876526927.606277,15880420370.360878,16083944999.949545,16150585221.060072,16258671669.227493,16494820846.189304,16500804456.851982,16167731926.096226,16373256412.788216,16494784677.60012,16250593339.554993,16122928908.197815,Q
0,0,0.1,202356,13819405369.369139,13958321870.977089,14120773686.638233,14654957843.43329,14298449892.365297,14142493542.108824,14031378839.627419,14253364508.118895,14567213035.4751,14824190983.627048,15208385402.829855,15559563020.950693,15177867409.578876,15745816435.454613,15045378392.929409,15161511922.01529,15929816623.613997,Q
1,0,0.1,4964,12012857582.901947,12594234204.916975,12992874027.555155,13721011044.408108,14375349365.258636,14589436633.620281,14703146338.795235,14976610567.829659,15165884036.874405,15688091793.245193,15731756695.551907,15601250560.443695,15222253528.36033,15537113507.464949,15960771278.446533,15889633834.897928,15685699151.507679,Q
2,0,0.1,1697,11544135183.11561,12091405683.870783,12654444128.891321,13522534010.039341,14102044295.412048,14173904734.643934,14256884971.622385,14593464224.055582,15186595641.334097,15904093488.57427,16029015612.714643,16210215121.74735,15811222533.712618,16065196822.191694,16285659247.040535,16054985764.691246,16029276433.394274,Q
3,0,0.1,717,10730630742.378387,11484964118.563248,11940323390.561226,12879006928.632658,13746713379.313318,14247145082.176401,14272332300.480198,14710035697.845024,15023394995.213343,15620941526.038885,16311368853.37598,16632623382.712835,15873398860.840511,16247124990.183891,17021344516.542841,16892598084.562304,16416862219.949486,Q
4,0,0.1,331,10068329196.622072,10692102391.261045,11664685934.129154,12364642600.66367,12832697701.145073,13689908714.94921,13699164837.281315,14280126611.983835,15021691802.506882,15781051970.33601,16457979920.486383,16791970539.504791,16697570935.47931,17260969339.320255,17879037998.394455,17731715281.329887,17216386512.73277,Q
5,0,0.1,149,8954591781.05333,10056376040.652344,10794755767.596712,11712619983.213196,13127311203.807579,12789269232.819502,13393283128.992407,14491547509.38963,14994011826.113403,16124302593.83988,16639497834.621422,16470036353.532738,16500908877.853651,17626085644.223442,17920176335.284264,18801455172.10709,18601164908.39993,Q
6,0,0.1,58,10104922551.070955,10303793532.39413,10889371433.351656,12195017399.340145,12527024475.220972,12912215049.984137,13236417966.141386,14684657241.696302,15676871919.277485,16535548253.623806,16859080350.392534,17542165122.278786,16816882955.5957,17314714205.806293,17119940049.735786,16984499941.873405,16546166329.977665,Q
7,0,0.1,25,9335265164.171612,9698850578.312984,10175192211.619871,10726664327.023674,10815503309.337345,12310397854.63592,13753672874.581484,15460935784.3754,17036947264.645586,17482694259.831158,17992011738.806343,18591137114.015446,17825106574.36817,18497392728.78655,18879583555.898018,18536841649.83853,18000411332.86756,Q
8,0,0.1,10,9451404386.808018,9337341808.648115,10505295991.262003,12847134022.0129,13074384823.529837,12955676379.479351,12947084729.089865,12950675822.922518,12788075704.280697,13416921305.93879,13447740013.56642,13059316744.473557,17516112123.892666,18634073913.42623,19153705504.439125,19850224632.861633,18719560687.370094,Q
9,0,0.1,3,8683941365.350975,9356290507.941374,14911564440.610046,15428514128.409966,15509915660.94965,15700704411.436453,15707235093.377636,16107825365.018929,16243549980.989248,16463963586.289705,16951226235.183102,16958916142.539455,16275815484.823551,16691863053.908169,16941512879.555698,16443904742.668213,16187906726.63503,Q
0,0,0.25,202231,14609023475.042768,14707653243.670208,14706443293.936846,15722651272.55575,15274161098.36871,14803686326.979837,14504151713.88797,14883001252.753817,15380891702.206015,15865371873.24906,16737859576.17008,17225291992.102272,16052250399.45097,17303075539.779064,16881505151.692913,17045081848.073439,18059645081.841946,Q
1,0,0.25,5032,11901570223.201332,12788033344.473993,13168242030.752956,14463432710.720846,15132616437.692581,15048116102.255543,15215106465.42811,15751082511.774836,16226461456.604633,17113693959.207146,17638855651.589996,17604245165.144455,16234230538.116669,17245912001.677902,18292406627.152542,18117265172.366783,17785927522.444717,Q
2,0,0.25,1730,11565662334.018154,12336272161.951668,12998330823.233997,14419778826.890959,14983620234.34416,14987340382.94142,14781707079.051853,15307915300.06187,16112992113.411983,17161498928.640007,17806201349.104397,18062219044.891724,16516820289.6055,17714970405.80378,18443134514.894142,18229965965.703007,18277493913.529423,Q
3,0,0.25,730,10248083896.383997,11241753081.877298,11890967275.001392,13527478676.592354,14529417189.259497,15137036571.195421,14977409920.081259,15776055654.917044,16324504598.45877,17388649066.228287,18459051286.52822,18771867149.72166,16700482736.565771,17817593283.20442,19148809368.070145,19125310382.007984,18773889573.24668,Q
4,0,0.25,336,9763833616.017984,10820352771.53885,11692860032.420828,13181655468.043438,13674873565.6197,14185090318.141806,14052958013.675117,14773126321.858406,15527194622.348888,17180427717.724457,17950598894.72625,18713248753.383278,17633969020.70615,19308075151.63951,20793749618.163868,20561149128.249012,19784844975.842773,Q
5,0,0.25,151,7954353729.3522835,9264704171.37897,10300928365.418068,12074228866.362675,13044921457.508905,12889046026.247599,13554509392.097967,15384261459.05252,16094248223.631372,18023513194.46446,18833482027.89755,18906479401.518562,17723647199.348877,19903041051.58237,21120358257.883064,21738255853.111935,21446188302.22168,Q
6,0,0.25,60,9584909959.053719,10001984460.001432,10788259785.40118,12682264597.080633,13328891543.736816,13562350741.857407,14059407149.537066,15006916841.867786,16687348599.61881,18794924414.65126,19437459424.74665,19868453116.516113,17507191356.690456,18862895482.80973,19182673585.148834,19299284543.616497,18365900705.611897,Q
7,0,0.25,26,7442714327.122233,8557135794.153507,9651329187.828331,10657531687.93834,10606314514.469994,11477927604.57721,12095988656.941525,15049484885.67335,17122395567.306694,18741407381.007206,20014331097.39144,21199678324.443073,19034703118.382725,20732614384.155075,21737086849.267136,21154223905.98692,20088349626.55936,Q
8,0,0.25,10,6506380366.338013,6416563160.0439205,8403894302.183155,11515107655.978134,11660209224.111753,11595064040.124279,11614101827.146332,11266158472.722813,14050091125.486588,15176346835.774738,15483105969.553997,13829634908.670631,14507700986.56211,17165945644.13504,18391759044.96387,20195262353.235275,18078771257.207306,Q
9,0,0.25,4,10757180508.060125,12077475858.463062,16506067559.940804,18718444902.187107,19529804437.55007,19724946851.003124,19950847339.827396,21054537498.854042,19123802641.15194,20347920287.651886,21488411580.508957,21979377714.754444,19783911715.724617,20715790294.697426,21581905391.001274,20121442917.564697,19092868458.07534,Q
0,0,0.5,202055,21642577205.165325,20001296951.720726,18935155673.506363,21222694865.647358,20132371420.49776,18576821890.073406,17822578065.4238,18488644915.453682,19484232737.44383,20423691565.54492,22608180877.041634,23530324086.83095,20247567658.22114,23204446355.640385,23622131315.17342,23987029087.439938,26377538944.979492,Q
1,0,0.5,5130,18288771520.981544,18488345500.54938,17455830895.31864,19952923591.718685,20010345903.474422,18765071407.24606,18288216407.7343,19294544456.41018,19962822271.630337,21739799190.955433,23757655532.38625,23814534238.688675,20353203420.47379,22898979304.249966,25622963339.105667,25808108584.633823,25726903188.27644,Q
2,0,0.5,1762,18022266145.370083,17650311443.97467,17560664790.14374,20490966071.988976,20260128295.96437,19160726298.527985,18180764086.85623,18754497897.672554,20117154964.16371,22288729598.055817,23608026187.471252,23669828003.589333,19734495324.809555,23206352617.28996,25308841405.894505,26115432370.578392,25985870771.741287,Q
3,0,0.5,757,14050291976.28956,15834586600.777414,15247320434.784826,17609684828.711697,18695152255.719868,19898316395.35856,18549284330.212555,20159958300.817295,20754575412.281616,23153851907.979836,25524886193.441414,26554533045.46944,20151132191.129475,22999825521.907883,26234593155.526577,27093247341.756706,27851591604.647762,Q
4,0,0.5,335,15248302918.43362,17885754107.155083,17426529867.391907,21107732767.265327,19944484008.004322,19586773342.363686,16916466884.046932,17933251848.727848,17801529503.83016,21889449285.43559,21497525591.722134,22995625583.716896,20146458424.297684,23962521350.195755,27436605056.103065,27355953116.1401,30811780251.762806,Q
5,0,0.5,161,9841984357.173138,12711385203.95099,13395519654.614807,17354335713.137417,16173048249.440145,15789673372.364248,16068546376.163979,18694965426.84908,21025715283.36993,25011381588.869728,26651681754.395645,25701215632.774616,21675190607.235622,26418173722.316704,31009494653.13247,31152505618.07521,30565960795.174835,Q
6,0,0.5,68,11057223930.67249,11200484704.22746,11353408325.85654,14607758074.373425,16135241063.630415,15923070665.671364,16883693392.831987,19363850323.063076,22513565306.614925,27581177495.772694,28839382264.353043,28442599860.157272,22753210587.96293,26957555493.268227,29069125163.13197,28998112355.787212,29064271934.34997,Q
7,0,0.5,26,14853166318.277645,20387837190.009506,20150043538.767582,21603347616.174847,20043235876.19022,17857179901.2851,12638850241.656843,13984577850.255194,15460795758.258375,19182126278.804962,21423311745.32362,24170665106.22439,20491648319.296585,23756785924.33067,27041080312.975975,29199914685.62012,26409953071.582424,Q
8,0,0.5,11,6516023853.038218,6167771488.390377,6794055535.064167,11025995536.134352,11347646080.23823,11195571582.048183,11483778727.21377,14740628645.511238,22115630784.851448,25557446051.42257,26281594519.946865,22625827703.299847,17492603064.119488,27159158974.769863,32450231152.588455,36697786594.799774,30552069318.738598,Q
9,0,0.5,5,8928469834.031103,11145193537.424137,17471229772.49612,24105093727.052826,25423716265.266808,25943927268.614082,27505813557.09471,26377038675.906403,26803215806.02239,32284549768.84018,35625164348.06477,37537664758.73723,28235038210.28876,22126122749.398655,24017036818.357155,20856713841.169197,18908599402.30612,Q
0,0,0.02,28025,11135030722.428558,11371231672.559185,11710377790.747265,13923849713.366034,14234129200.623533,14162769939.62803,14486255749.585945,14773242177.66318,14840237279.88736,15196929906.316042,15166013445.329165,15212732908.203302,15150761685.763277,15687445998.694107,15888623291.12975,15632154992.771025,15547673134.011776,P
1,0,0.02,26571,12269302700.736618,12930245427.536367,13530772338.358154,14067898566.558447,14293410715.736744,14382307548.654165,14465190245.448664,14667572153.84936,15163879668.526764,15469914573.32169,15560887830.016106,15429028477.117027,14778685306.588663,14757352679.166859,14522766845.925827,14433221815.534204,14216754700.015524,P
2,0,0.02,24431,7910750389.678093,8013410739.334817,8186266507.850504,8322423613.832468,8415890016.9440365,8834195594.452337,8953849789.767323,8982522925.734377,9017462596.956371,9356690587.085255,9413752717.292177,9657441251.999979,17408279219.8457,17889225890.366993,18438593660.97449,18294286924.020695,18268124475.442493,P
3,0,0.02,24222,10098702284.745472,10229701673.413212,16667975829.553335,17231373284.90787,17406816371.089264,18441882556.925076,18478555575.263706,18780864945.43649,18870365736.68852,19084134344.129288,19351331220.932865,19465352684.554325,19296634364.05184,19255075740.693348,19231860348.05076,19297023660.047287,19414208806.158215,P
4,0,0.02,22405,11129563241.095472,11297104917.543291,12604551486.443075,12801217957.856108,13012050352.915121,13125888801.490248,13249831074.673262,14284095637.156483,14527187554.48195,15389663830.64496,15645230176.82918,16613916062.249043,16638053489.13085,16325927590.86405,16205991161.488237,16765613650.645496,16738499038.224722,P
5,0,0.02,20913,10796454990.263056,10997723527.848297,11460828903.534483,11686397353.251896,12574537619.199337,13327229401.335789,15111069863.064861,16040652650.033731,16241332618.698662,16211991571.532696,16511238447.840395,16346427924.004126,16237666816.36138,16469084392.33941,16311165483.177853,16136076459.28238,16244064820.298677,P
6,0,0.02,19085,10684324965.51083,10961929608.878222,11155412503.797537,11739533944.133842,11995586440.352589,12453960712.709476,12552830233.873552,13234501205.614616,13408559060.349049,13311142053.638605,13667741479.065128,13712369902.121788,13626268220.871439,13682838684.569609,13733919788.651083,13669808793.888975,13431126690.437424,P
7,0,0.02,17478,14294189639.86482,14215585397.700785,14471269239.458654,14739086236.96713,14996871472.880894,14984326612.969076,15106855857.87278,16294820141.569656,16856826268.013573,16915967458.453798,17261159786.233585,17416183110.91952,17646554284.226982,17784408186.64745,17724986449.59081,17866804677.418583,17760544819.35432,P
8,0,0.02,14813,10916833981.710754,11461339898.03719,11881093590.770906,12332045494.715961,13164480438.808474,13566222292.153479,13456136976.597303,13562803461.584642,15449303648.6899,15808460013.118563,16010683185.04842,15808257229.059616,16531627260.077745,16485409653.122978,16321056219.256481,16413244196.737326,16270786541.404163,P
9,0,0.02,12367,12201055557.054047,12766018123.890598,13094920742.090405,13433664055.195827,13755276683.634706,14207506040.883657,14348858366.861265,14488522686.165884,14636599949.53409,15077616012.5854,15181729684.531548,15420922015.198164,15919202840.147362,16038978450.11127,15910967695.519182,15853788085.039452,15800597520.943148,P
0,0,0.05,28025,10886237825.57046,11158177816.450321,11536061100.399818,13810446231.22509,14230456788.716572,14130728334.456228,14424198720.87348,14680595660.517588,14885114369.189697,15359693834.637617,15376052603.688213,15429704316.005281,15217141722.533766,15879515880.213394,16216619236.06974,15944003636.148273,15841107015.657661,P
1,0,0.05,26571,12037390457.951258,12680233360.702229,13423492418.574526,14182210654.471043,14368247681.467169,14404465450.511738,14462231658.6311,14780763423.211294,15384008597.845598,15826971189.260376,15992565653.320755,15739088041.326387,14587810269.292795,14671176125.132948,14615367139.079403,14644246191.768959,14214463717.972607,P
2,0,0.05,24431,7647124558.916887,7827429817.38381,8075403050.590749,8293978228.369479,8391967681.85444,8840980586.720785,8952839606.433294,9023145139.467665,9090259875.470533,9461385940.035887,9551434306.874844,9800166431.898947,16863470736.388752,18088957533.112175,18709400540.49538,18745491083.36753,18682014187.22427,P
3,0,0.05,24213,10087044527.387318,10238891765.188152,16381621917.14514,17269235705.415337,17532381056.770653,18481195435.10687,18615866390.14247,19086579665.003304,18927912286.947857,19304220829.61308,19748043965.849888,19909720319.161495,19448443810.76756,19555337415.018593,19575578687.76499,19583704689.271645,19509915321.80688,P
4,0,0.05,22405,10833191442.063435,11162716248.751133,12515347032.824717,12851568480.293377,13069604578.557762,13219676121.436329,13312917109.308645,14297877494.23856,14654747458.001207,15644277590.444893,15963182175.938576,17001488166.844877,16845789671.490623,16293459092.722874,16195255300.679472,16871834657.341549,16880056469.827282,P
5,0,0.05,20911,10424220765.166632,10646870748.253448,11129944377.77618,11457459531.513084,12450684177.343523,13141418498.162785,14846870338.108976,15989645103.62008,16306983663.577766,16367418077.490974,16743382533.814056,16501050424.354456,16125081179.451601,16503591914.751154,16486951021.0869,16233164277.603369,16242349268.249374,P
6,0,0.05,19085,10387062400.184425,10773241695.408987,10998068917.424171,11691221902.791048,12026610179.336443,12481195458.996006,12581482213.805483,13262997222.663025,13393165856.267721,13388027666.811924,13816438975.41365,13930097055.147942,13725855937.473112,13868931876.779877,13968075574.179317,13911927684.50886,13550383502.753387,P
7,0,0.05,17478,13814192339.956448,13885051285.008593,14234140016.398254,14644674207.634401,14951166783.436039,14949280944.130445,15030109248.459955,16209603796.00343,16983368798.163868,17155531591.317223,17573658834.570503,17719543418.80303,17698347991.643005,17988516374.880493,18087587366.828304,18203554254.868824,17989577177.116634,P
8,0,0.05,14912,10529458690.011898,11212352941.890394,11702739547.449877,12242512006.824371,13068547140.762579,13471983677.83993,13385214833.886444,13531658870.345243,15315462593.107004,15965910407.495146,16155475008.867392,16153396499.349161,16660252768.802004,16795647616.854399,16745163305.873404,16818309714.157257,16646734816.70845,P
9,0,0.05,12279,11860009544.89903,12559787454.280645,12906147625.842974,13440299152.797194,13713998328.60469,14130432539.287092,14282609357.081718,14529529603.891926,14803168941.8127,15325546164.88744,15473067325.529884,15733190815.496334,15915641426.364069,16309239831.3407,16241615581.906446,16064438291.779058,15799310399.820389,P
0,0,0.1,28025,10591359747.778397,10906589687.348602,11351158656.725714,13725896612.775118,14297202785.576387,14140641627.234009,14391333389.806044,14638818682.57172,15012945344.830917,15695959963.909134,15793327729.41197,15861474186.981829,15395287937.132967,16272543077.21051,16845461051.276873,16567469366.141945,16436970464.675459,P
1,0,0.1,26571,11771381702.840857,12358647147.576128,13331164800.488438,14488336940.171566,14578792340.78426,14523736544.02282,14528026406.028965,15036757493.44431,15838096334.83351,16528977957.369589,16812366709.66558,16332641820.277626,14420342307.80685,14700732717.375458,14908843570.84774,15122059102.237598,14379218550.407663,P
2,0,0.1,24431,7315365512.297245,7605113112.450207,7941017427.00719,8295210546.224988,8398757356.72415,8891141155.607702,9000352777.109985,9134298710.470911,9254677100.265305,9674084312.568665,9834999898.909332,10111434780.76727,16107894689.995453,18474842914.702984,19223535543.218147,19581200561.423462,19462201778.846043,P
3,0,0.1,24057,9953563457.085903,10139450435.635195,15814130185.627148,17226946771.681454,17633365360.11292,18428207311.413967,18722389924.204777,19491393926.181572,18936178783.699284,19585415790.31945,20332562546.251015,20562654221.181755,19592316296.50136,19943464925.31031,20057759395.33138,19979900449.34013,19620701261.579052,P
4,0,0.1,22405,10340710814.252789,10924820226.203657,12385227519.981369,12949758736.330853,13172617338.044443,13396977530.04752,13457996732.128126,14305337010.900976,14853431423.945162,16068316660.090519,16512638282.216824,17685964070.80389,17207265853.999256,16483980739.436998,16424159393.73351,17036663149.460741,17118217016.692957,P
5,0,0.1,21047,10120447788.557745,10412139223.060472,10906970420.930004,11383344336.670696,12532621660.779425,13129539650.39277,14703669972.449389,16197562524.588593,16720133107.512741,16916103729.686409,17430840129.27666,17041955576.060024,16231536793.912119,16855025459.796436,17070975709.541138,16681722864.292217,16548862721.539917,P
6,0,0.1,19085,9997327028.827879,10550862191.243446,10820026293.32039,11722589741.753012,12157666721.472017,12604022350.379604,12677494262.28039,13367912033.637127,13498760086.729183,13624888413.087381,14146825931.57305,14352167287.339529,13955606727.254747,14239887356.697483,14444252466.937088,14388876834.12649,13858929620.345926,P
7,0,0.1,17478,13142258766.143465,13440329542.724514,13921899676.628702,14554847643.709324,14933766148.175257,14943484680.473291,14957116798.860994,16138876304.74847,17247477740.77436,17621363255.753487,18167612434.06193,18300871640.17594,17847360889.481075,18406046955.730076,18769220410.00004,18852241415.112865,18511073945.31445,P
8,0,0.1,15202,10047006341.724436,10907442830.435678,11491737323.21349,12168524402.296839,12987475718.016687,13376035120.733871,13318310494.335234,13538276684.41437,15191141359.512218,16297230293.481537,16543534559.60457,16818366297.762821,16960284188.874626,17397357591.844982,17555136302.917313,17594062732.98169,17398402434.73795,P
9,0,0.1,12009,11426062163.333376,12328286340.860086,12685948708.2929,13536646555.563145,13717128676.654251,14077365665.548481,14243910322.785635,14660009962.277748,15151394924.607525,15829459385.078806,16053354436.557594,16349664220.848774,15999243599.546814,16846468902.660997,16907765914.4635,16543174551.728321,15998673132.30899,P
0,0,0.25,27702,10501726612.927485,10867875852.887096,11491721120.714743,14225313331.437933,15062831743.014639,14627260345.33115,14768956094.575613,15039742836.456707,15772970259.783972,17222638302.170403,17519508831.290005,17666480711.313732,16394562664.447802,17962761604.222485,19425854372.912785,19222497350.79413,19042956897.65561,P
1,0,0.25,26359,11517552697.925282,11850480462.690676,13592337363.408443,16178267189.925318,15731254783.711126,15252162609.007538,14891318151.36443,15965915555.750172,17508944091.62316,19106814514.275955,19785299511.298435,18551334982.273624,14653817100.635803,15753810299.777058,16669072770.128107,17401823376.08674,15814505219.39085,P
2,0,0.25,24431,7151205862.441631,7658615312.440754,8197901261.821014,9018986415.753181,9111262221.997643,9667711706.381062,9758031533.860619,10130896783.75213,10422853691.711393,11006695477.052656,11410218511.385418,11657193764.173752,14905556849.787748,20164799531.904793,21385751390.705235,22877937257.507713,22613306629.62202,P
3,0,0.25,23972,9824713556.324644,10092142951.48181,14750114305.840803,17611277750.32432,18415415619.18969,18795227048.818237,19482988718.987484,21159562672.41174,19353137201.482674,21166929401.86865,23003649987.234436,23405121316.97765,20657270342.898556,21858283673.90449,22161718806.647987,21954768814.36068,21198751269.76955,P
4,0,0.25,22940,9351200923.650171,10680674503.421658,12490214509.282059,13872442614.88708,14117977694.72597,14571051143.61779,14636325723.022871,14813575516.432932,16244486647.67056,18048731435.258507,18842227464.493256,20492819380.090065,18754617969.519695,17545384724.11037,17804063377.057304,17749992639.033054,17908693283.719887,P
5,0,0.25,20636,9806552768.908892,10326458115.349155,10771309650.866688,11626624114.957788,13130767380.715706,13470606091.091352,14565740086.233372,17032058520.35095,18217756759.06375,18770172951.06908,19844287303.08749,18992195976.695423,16930933643.454842,18314296772.03379,19274613165.67541,18471052425.511574,17912749710.39386,P
6,0,0.25,18597,9636140930.309637,10686559382.108753,11046320070.344728,12648159813.729473,13358841783.846474,13751264864.85474,13466639987.747103,14244609847.890957,14445082340.311083,14985390682.653687,15819883057.068398,16178396069.433653,15214090314.225838,15889220184.896425,16560461023.331066,16462149704.905182,15584547604.583834,P
7,0,0.25,17966,12240247781.545311,13143847157.557402,13933857798.740969,15134155082.980783,15668629394.315275,15636298275.092854,15459076703.2801,16767210816.4787,18801182867.358566,19899474648.287197,20936708766.424103,21033010865.497383,19118910761.032806,20630768106.397583,21922213401.929596,21929163239.101364,21456021735.148636,P
8,0,0.25,15508,9410256802.67447,10607231731.66767,11299516180.542992,12430399568.692173,13157268032.861761,13420209846.827522,13418857920.007353,13883005591.77033,15347425088.221176,17711322150.382214,18341184917.28533,19391185182.19976,18592924936.548046,19980799575.290478,20968493971.315815,20929510308.302666,20883010974.25542,P
9,0,0.25,12199,10894114497.88319,12298042577.947826,12534030394.555296,14216948781.662302,14010581048.283752,14218813034.301336,14358252638.59563,15215962058.241997,16536091702.999346,17875584095.580257,18346388508.650745,18792757322.490963,16472222778.60274,18669788766.947014,19401146128.534527,18588346954.312317,17339336092.041332,P
0,0,0.5,27971,14999654792.195425,14990808620.743162,15977899470.181923,20108126602.7674,19894641514.82838,17934946284.73363,18139659358.517227,18268211960.278217,19535776845.567993,23771445161.774822,23865466127.830593,23431343689.51164,20233482932.2199,23201104350.02191,27394500763.558357,27421391550.418903,31128206323.292744,P
1,0,0.5,24873,14609600724.72596,14600135198.955713,20278631212.36483,27807831599.071957,23894220679.579365,19452582114.70471,16566257056.608095,18713279442.70961,21368559032.609978,24492134794.27766,25659827184.935623,22905634513.789383,15998643936.465925,20589644058.303684,23832167593.731266,26023402638.886616,23027624741.282143,P
