time_window,ID,degree_size,total_vart,log_ID_degree
0,35780097,20,147884,1.3010299956639813
0,35780154,45,750288,1.6532125137753437
0,35780253,77,337556,1.8864907251724818
0,35820877,22,306078,1.3424226808222062
0,35821156,37,2921154,1.568201724066995
0,35920396,30,2157300,1.4771212547196624
0,35920503,4,21777,0.6020599913279624
0,35920628,7,236554,0.8450980400142568
0,36020709,3,612898,0.47712125471966244
0,36112688,23,223401,1.3617278360175928
0,36120244,1,789183,0.0
0,36250033,2,89122,0.3010299956639812
0,36250058,2,30636,0.3010299956639812
0,36350064,5,220307,0.6989700043360189
0,36380061,2,5884,0.3010299956639812
0,36420040,8,2825622,0.9030899869919435
0,36450062,2,14662,0.3010299956639812
0,36480028,5,60114,0.6989700043360189
0,36480044,86,1242669,1.9344984512435677
0,36500064,2,982,0.3010299956639812
0,36520153,23,2547814,1.3617278360175928
0,36650117,69,8279479,1.8388490907372552
0,36770097,14,32917,1.146128035678238
0,36780054,4,576893,0.6020599913279624
0,36820348,10,95648,1.0
0,36820355,1,236,0.0
0,36820371,30,574225,1.4771212547196624
0,36841138,4,157819,0.6020599913279624
0,36841146,3,136325,0.47712125471966244
0,36880102,1,11241,0.0
0,37020799,5,42158,0.6989700043360189
0,37050242,103,1463315,2.012837224705172
0,37050275,37,529201,1.568201724066995
0,37111507,2,10214,0.3010299956639812
0,37120052,6,216945,0.7781512503836436
0,37120284,23,31395,1.3617278360175928
0,37120441,12,1671790,1.0791812460476249
0,37121258,1,2290,0.0
0,37150091,2,61260,0.3010299956639812
0,37170040,7,98709,0.8450980400142568
0,37180015,24,202527,1.380211241711606
0,37220373,5,59757,0.6989700043360189
0,37221827,2,5740,0.3010299956639812
0,37240686,1,331,0.0
0,37320595,14,57244,1.146128035678238
0,37321528,9,818785,0.9542425094393249
0,38985149,6,8139,0.7781512503836436
0,42435370,1,1826,0.0
0,42571810,1,1372,0.0
0,45450376,1,17689,0.0
0,45550506,21,377450,1.3222192947339193
0,45550597,4,562580,0.6020599913279624
0,45550662,2,28555,0.3010299956639812
0,45550670,3,162871,0.47712125471966244
0,45550779,4,827051,0.6020599913279624
0,45580032,223,1264993,2.3483048630481607
0,45580172,46,302300,1.662757831681574
0,45650413,1,455633,0.0
0,45650538,5,50586,0.6989700043360189
0,45680147,18,1363031,1.255272505103306
0,45750585,4,60136,0.6020599913279624
0,45750627,36,1385255,1.5563025007672873
0,45750817,71,12414444,1.8512583487190752
0,45750858,39,2476430,1.591064607026499
0,45750908,7,1554,0.8450980400142568
0,45750981,18,5052520,1.255272505103306
0,45751286,2,125252,0.3010299956639812
0,45780160,19,19879,1.2787536009528289
0,45780384,16,524967,1.2041199826559248
0,45780400,2,9130,0.3010299956639812
0,45850187,21,352341,1.3222192947339193
0,45850518,1,982,0.0
0,45850765,18,2648,1.255272505103306
0,45880226,2,340184,0.3010299956639812
0,45880283,22,83148,1.3424226808222062
0,45880473,193,2672400,2.285557309007774
0,45945102,2,61983,0.3010299956639812
0,45950193,1,127895,0.0
0,46080107,42,348898,1.6232492903979006
0,46350260,57,632468,1.7558748556724915
0,46370425,1,15554,0.0
0,46650040,4,93704,0.6020599913279624
0,46680104,21,179638,1.3222192947339193
0,46750014,30,490598,1.4771212547196624
0,46850160,1,150,0.0
0,47050109,3,9284,0.47712125471966244
0,47070693,1,83147,0.0
0,47150198,7,147171,0.8450980400142568
0,47250352,20,121770,1.3010299956639813
0,47250402,10,163804,1.0
0,47280177,16,195199,1.2041199826559248
0,47440243,97,270875,1.9867717342662448
0,54102678,7,141178,0.8450980400142568
0,54200175,8,252423,0.9030899869919435
0,54200217,25,358843,1.3979400086720377
0,54200415,6,127017,0.7781512503836436
0,54500038,3,1166158,0.47712125471966244
0,54500541,3,393,0.47712125471966244
0,54500897,10,255133,1.0
0,54500905,2,94139,0.3010299956639812
0,54501150,1,2834,0.0
0,54501465,1,4609,0.0
0,54501713,14,1126275,1.146128035678238
0,54502190,51,397747,1.7075701760979363
0,54502307,1,1048,0.0
0,54504410,40,183063,1.6020599913279625
0,54800958,8,7134,0.9030899869919435
0,54802129,2,39859,0.3010299956639812
0,54802228,4,266825,0.6020599913279624
0,54803002,17,14646,1.2304489213782739
0,54803622,15,111167,1.1760912590556813
0,54805346,6,6031870,0.7781512503836436
0,54805817,24,2060064,1.380211241711606
0,54806633,23,318978,1.3617278360175928
0,54807748,6,35629,0.7781512503836436
0,54821210,16,108727,1.2041199826559248
0,55200323,36,105523,1.5563025007672873
0,55200513,3,29396,0.47712125471966244
0,55200935,55,10442897,1.7403626894942439
0,55200984,2,954542,0.3010299956639812
0,55500151,23,768396,1.3617278360175928
0,55500599,22,7097130,1.3424226808222062
0,55500953,3,47428,0.47712125471966244
0,55500979,71,1429475,1.8512583487190752
0,55501407,55,5628974,1.7403626894942439
0,55501662,31,1865499,1.4913616938342726
0,55501902,21,3031195,1.3222192947339193
0,55501977,1,11739,0.0
0,55502355,3,161662,0.47712125471966244
0,55502611,74,12082106,1.8692317197309762
0,55503031,11,119592,1.041392685158225
0,55503130,67,3160362,1.8260748027008264
0,55503171,16,139440,1.2041199826559248
0,55801112,29,475643,1.462397997898956
0,55801849,44,4745611,1.6434526764861874
0,55802433,20,870523,1.3010299956639813
0,55805634,125,11120360,2.0969100130080562
0,55808166,116,646685,2.0644579892269186
0,55809255,79,2078456,1.8976270912904414
0,55809602,4,1036899,0.6020599913279624
0,55810675,81,4285052,1.9084850188786497
0,55812325,1,43834,0.0
0,55812432,5,100136,0.6989700043360189
0,55812507,9,258801,0.9542425094393249
0,56200181,351,1415583,2.545307116465824
0,56200264,24,40692,1.380211241711606
0,56200322,1,88646,0.0
0,56200793,1,1959,0.0
0,56500234,2,2212,0.3010299956639812
0,56500382,6,147213,0.7781512503836436
0,56500689,126,3056708,2.100370545117563
0,56500820,1,252,0.0
0,56500994,9,17442,0.9542425094393249
0,56501521,5,59620,0.6989700043360189
0,56501711,103,75370037,2.012837224705172
0,56501885,16,737296,1.2041199826559248
0,56502404,17,4100639,1.2304489213782739
0,56502958,27,19948003,1.4313637641589874
0,56800659,1,165728,0.0
0,56801103,3,24865,0.47712125471966244
0,56803091,1,128056,0.0
0,56806987,7,111951,0.8450980400142568
0,56807191,20,1322130,1.3010299956639813
0,56809734,13,607258,1.1139433523068367
0,56810468,5,87692,0.6989700043360189
0,57200883,8,854507,0.9030899869919435
0,57200933,59,15892779,1.7708520116421442
0,57500076,1,3322,0.0
0,57500498,22,2182855,1.3424226808222062
0,57500571,3,159825,0.47712125471966244
0,57500662,4,109259,0.6020599913279624
0,57500688,1,138424,0.0
0,57501132,7,39810,0.8450980400142568
0,57502148,7,235398,0.8450980400142568
0,57502569,51,1799282,1.7075701760979363
0,57502668,19,762151,1.2787536009528289
0,57502726,15,434773,1.1760912590556813
0,57502957,1,12361,0.0
0,57503104,11,50850,1.041392685158225
0,57503336,2,49378,0.3010299956639812
0,57504599,16,6047380,1.2041199826559248
0,57504748,3,61886,0.47712125471966244
0,57505539,320,9042987,2.505149978319906
0,57505562,2,5754,0.3010299956639812
0,57505695,16,152112,1.2041199826559248
0,57505745,6,30001,0.7781512503836436
0,57505950,1,1861,0.0
0,57506248,8,19058,0.9030899869919435
0,57506412,1,1938,0.0
0,57506677,434,39668232,2.637489729512511
0,57510380,3,16793,0.47712125471966244
0,57802001,18,60796,1.255272505103306
0,57803488,6,120830,0.7781512503836436
0,57804411,34,192473,1.5314789170422551
0,57804809,28,1033971,1.4471580313422192
0,57805889,33,223536,1.5185139398778875
0,57807257,6,51036,0.7781512503836436
0,57807661,1,686,0.0
0,57808388,20,528554,1.3010299956639813
0,57809402,2,345437,0.3010299956639812
0,57810400,3,2973,0.47712125471966244
0,57814030,31,4594647,1.4913616938342726
0,57814907,4,23411,0.6020599913279624
0,57815235,9,34900,0.9542425094393249
0,57816050,30,390911,1.4771212547196624
0,57816902,30,366168,1.4771212547196624
0,57817801,7,40397,0.8450980400142568
0,57818726,19,2635977,1.2787536009528289
0,57818759,17,9374721,1.2304489213782739
0,57819245,12,479020,1.0791812460476249
0,57820334,12,60722,1.0791812460476249
0,57820995,26,136281,1.414973347970818
0,58200189,109,7439130,2.037426497940624
0,58500380,1,144414,0.0
0,58500588,27,453169,1.4313637641589874
0,58501107,79,4388874,1.8976270912904414
0,58503038,2,1050,0.3010299956639812
0,58503236,8,104581,0.9030899869919435
0,58503327,81,12595131,1.9084850188786497
0,58503442,381,2436418,2.5809249756756194
0,58503657,23,816167,1.3617278360175928
0,58504093,105,4650285,2.0211892990699383
0,58717224,1,35977,0.0
0,58800475,1,95738,0.0
0,58802547,160,2584432,2.204119982655925
0,58802836,6,5716684,0.7781512503836436
0,58805722,10,4885656,1.0
0,58805813,2,77804,0.3010299956639812
0,58810631,1,3232,0.0
0,59200360,39,8508861,1.591064607026499
0,59200618,998,3305498,2.999130541287371
0,59200923,34,4446085,1.5314789170422551
0,59500439,55,10693012,1.7403626894942439
0,59500504,17,6831457,1.2304489213782739
0,59501536,14,672163,1.146128035678238
0,59501684,1,47802,0.0
0,59501809,9,193181,0.9542425094393249
0,59501858,263,18617822,2.419955748489758
0,59502278,3,62879,0.47712125471966244
0,59805747,53,5339040,1.7242758696007892
0,59805770,31,1852692,1.4913616938342726
0,59806984,3,17693,0.47712125471966244
0,60200128,62,8871111,1.792391689498254
0,60200144,10,16598,1.0
0,60200177,52,626969,1.7160033436347992
0,60200375,18,1119132,1.255272505103306
0,60200417,121,38242486,2.08278537031645
0,60200474,8,38422,0.9030899869919435
0,60200508,8,466294,0.9030899869919435
0,60200698,5,10376,0.6989700043360189
0,60200706,3,995583,0.47712125471966244
0,60201290,13,403550,1.1139433523068367
0,60500147,214,1770986,2.330413773349191
0,60500378,7,461270,0.8450980400142568
0,60500758,1,779,0.0
0,60502069,4,111020,0.6020599913279624
0,60802980,5,12170,0.6989700043360189
0,60803210,7,75619,0.8450980400142568
0,61200226,5,88695,0.6989700043360189
0,61200911,20,69994,1.3010299956639813
0,61201174,1180,12239390,3.0718820073061255
0,61500138,21,1397864,1.3222192947339193
0,61500245,82,53225985,1.9138138523837167
0,61500260,7,63409,0.8450980400142568
0,61500864,432,50472755,2.635483746814912
0,61500955,71,2350675,1.8512583487190752
0,61501144,1,1753753,0.0
0,61502274,14,895240,1.146128035678238
0,61800132,1,26370,0.0
0,61801254,16,11571179,1.2041199826559248
0,61802005,10,41695,1.0
0,61802773,8,851566,0.9030899869919435
0,61803110,5,81073,0.6989700043360189
0,61803268,33,688954,1.5185139398778875
0,62200175,6,146895,0.7781512503836436
0,62200225,6,548435,0.7781512503836436
0,62200753,11,493103,1.041392685158225
0,62500954,2,52931,0.3010299956639812
0,62501275,19,677367,1.2787536009528289
0,62502257,3,154982,0.47712125471966244
0,62801048,1,15053,0.0
0,62801857,1,93018,0.0
0,62801964,4,139342,0.6020599913279624
0,62802186,3,50640,0.47712125471966244
0,62802699,3,490792,0.47712125471966244
0,62802806,45,3420096,1.6532125137753437
0,62803952,6,104080,0.7781512503836436
0,62805585,7,128223,0.8450980400142568
0,63200117,1,15190,0.0
0,63200257,46,2114184,1.662757831681574
0,63200349,49,520145,1.6901960800285136
0,63200604,28,13478362,1.4471580313422192
0,63200646,149,2561507,2.173186268412274
0,63200851,3,3383,0.47712125471966244
0,63201453,5,348800,0.6989700043360189
0,63500235,1,4029,0.0
0,63501092,2,8226,0.3010299956639812
0,63502132,5,81762,0.6989700043360189
0,63800130,214,3726591,2.330413773349191
0,63801633,3,23242,0.47712125471966244
0,63803266,12,460632,1.0791812460476249
0,63803704,56,6896186,1.7481880270062005
0,63804108,76,7079265,1.8808135922807914
0,63804975,4,1253448,0.6020599913279624
0,63805527,2,17040,0.3010299956639812
0,64200025,62,3146892,1.792391689498254
0,64200041,43,560544,1.6334684555795866
0,64200124,2,60949,0.3010299956639812
0,64200280,1466,18412016,3.166133970305109
0,64200587,3,1586,0.47712125471966244
0,64200629,7,58279,0.8450980400142568
0,64200991,1,19108,0.0
0,64500333,33,38609721,1.5185139398778875
0,64502693,13,420714,1.1139433523068367
0,64801491,1,28508,0.0
0,64801996,1,713,0.0
0,64803091,1,11750,0.0
0,65200065,53,450479,1.7242758696007892
0,65200420,5,60001,0.6989700043360189
0,65201147,4,789251,0.6020599913279624
0,65502312,6,553986,0.7781512503836436
0,65502361,13,923579,1.1139433523068367
0,65801243,23,2438362,1.3617278360175928
0,65801789,3,3961,0.47712125471966244
0,65802357,196,4168026,2.292256071356476
0,65804890,52,8330789,1.7160033436347992
0,65805442,31,6713631,1.4913616938342726
0,65805509,2,1803,0.3010299956639812
0,65806259,10,61651,1.0
0,66200536,41,477576,1.6127838567197355
0,66200890,7,168811,0.8450980400142568
0,66407602,1,862,0.0
0,66501859,1,536,0.0
0,66501917,1016,3031338,3.0068937079479006
0,66502626,2,272708,0.3010299956639812
0,66502634,1,37333,0.0
0,66800780,11,48973,1.041392685158225
0,66801630,29,1819763,1.462397997898956
0,66801861,3,56877,0.47712125471966244
0,66805169,11,67464,1.041392685158225
0,67200154,19,624920,1.2787536009528289
0,67201244,10,88505,1.0
0,67500777,8,1289156,0.9030899869919435
0,67500975,15,362069,1.1760912590556813
0,67501064,7,341882,0.8450980400142568
0,67502039,2,160525,0.3010299956639812
0,67502237,16,2406729,1.2041199826559248
0,67502781,7,86905,0.8450980400142568
0,67800094,18,182463,1.255272505103306
0,67801191,1,67078,0.0
0,67804930,1,931450,0.0
0,68200096,104,1925433,2.0170333392987803
0,68200500,3,164264,0.47712125471966244
0,68200781,66,269575,1.8195439355418688
0,68500206,38,4892392,1.5797835966168101
0,68501055,7,1031107,0.8450980400142568
0,68501626,2,3864,0.3010299956639812
0,68502616,675,88823192,2.829303772831025
0,68801109,16,17206074,1.2041199826559248
0,69200111,1,4160,0.0
0,69200939,144,1675343,2.1583624920952498
0,69201424,1,343,0.0
0,69201598,462,10033544,2.6646419755561257
0,69201689,3,464835,0.47712125471966244
0,69500239,7,80523,0.8450980400142568
0,69500270,18,1758453,1.255272505103306
0,69500882,17,3813851,1.2304489213782739
0,69501096,53,290441,1.7242758696007892
0,69502201,1,5826,0.0
0,69503019,1,12348,0.0
0,69800654,1,369,0.0
0,69800688,18,681040,1.255272505103306
0,69800910,1,410,0.0
0,69804177,3,86020,0.47712125471966244
0,69804367,1,31699,0.0
0,70200316,1,1075,0.0
0,70200365,29,1707245,1.462397997898956
0,70200506,2,29929,0.3010299956639812
0,70200605,14,154729,1.146128035678238
0,70201298,16,614472,1.2041199826559248
0,70201355,6,24754,0.7781512503836436
0,70201363,13,802224,1.1139433523068367
0,70201371,1,717,0.0
0,70201785,6,12227,0.7781512503836436
0,70202023,725,5142499,2.8603380065709936
