time_window,ID,degree_size,total_vart,log_ID_degree
0,332776855,7,38358,0.8450980400142568
0,332787159,1,43015,0.0
0,332787183,1,391,0.0
0,332787191,12,117362,1.0791812460476249
0,332787738,65,7213315,1.8129133566428555
0,332788058,9,2775138,0.9542425094393249
0,332788066,7,2776157,0.8450980400142568
0,332788603,6,81244,0.7781512503836436
0,332789429,34,436210,1.5314789170422551
0,332789635,1,382330,0.0
0,332801307,12,429059,1.0791812460476249
0,332802016,1,2824,0.0
0,332802586,17,185893,1.2304489213782739
0,332803246,2,1053,0.3010299956639812
0,332803295,15,147936,1.1760912590556813
0,332803733,1,1970886,0.0
0,332804574,1,709,0.0
0,332805043,1,693,0.0
0,332805654,9,5232375,0.9542425094393249
0,332813039,5,217644,0.6989700043360189
0,332813302,22,1300564,1.3424226808222062
0,332813765,3,585,0.47712125471966244
0,332813880,25,1159175,1.3979400086720377
0,332814169,58,1619372,1.7634279935629373
0,332814896,13,3031122,1.1139433523068367
0,332815638,5,89954,0.6989700043360189
0,332815844,12,216335,1.0791812460476249
0,332822485,67,7185465,1.8260748027008264
0,332822964,1,73535,0.0
0,332831429,2,2262,0.3010299956639812
0,332831510,2,63386,0.3010299956639812
0,332834035,11,19526,1.041392685158225
0,332834043,7,1130011,0.8450980400142568
0,332834175,11,148170,1.041392685158225
0,332834233,9,7772,0.9542425094393249
0,332837541,2,1911,0.3010299956639812
0,332847755,6,6184380,0.7781512503836436
0,332853852,2,76205,0.3010299956639812
0,332853928,3,36806,0.47712125471966244
0,332854058,5,5935222,0.6989700043360189
0,332854066,52,535853,1.7160033436347992
0,332855402,25,38606033,1.3979400086720377
0,332855451,6,2122637,0.7781512503836436
0,332855691,141,1404712,2.1492191126553797
0,332855998,62,1732553,1.792391689498254
0,332864743,1,960757,0.0
0,332864776,1,1920,0.0
0,332864784,1,3334,0.0
0,332864891,5,106904,0.6989700043360189
0,332866094,8,185006,0.9030899869919435
0,332866656,8,247634,0.9030899869919435
0,332867399,7,39308,0.8450980400142568
0,332874296,153,13571698,2.184691430817599
0,332875731,20,7282213,1.3010299956639813
0,332875939,2,43876,0.3010299956639812
0,332877067,5,123993,0.6989700043360189
0,332877083,8,61306,0.9030899869919435
0,332890078,14,48253,1.146128035678238
0,332890219,3,69508,0.47712125471966244
0,332890359,3,263223,0.47712125471966244
0,332890581,4,6707668,0.6020599913279624
0,332891126,17,5191153,1.2304489213782739
0,332898816,3,14833,0.47712125471966244
0,332898832,3,5657,0.47712125471966244
0,332898865,19,181213,1.2787536009528289
0,332899103,65,3263948,1.8129133566428555
0,332899731,382,6878004,2.582063362911709
0,332900158,1,3228,0.0
0,332900489,5,2929,0.6989700043360189
0,332900745,2,4060,0.3010299956639812
0,332908979,14,38159,1.146128035678238
0,332909324,6,40980,0.7781512503836436
0,332910041,5,98673,0.6989700043360189
0,332918960,1,38112,0.0
0,332919067,12,36007,1.0791812460476249
0,332919174,2,41737,0.3010299956639812
0,332919406,1,44616,0.0
0,332919703,1,2026,0.0
0,332936855,1,2064,0.0
0,332943562,5,107409,0.6989700043360189
0,332944347,4,408903,0.6020599913279624
0,332944735,7,58738,0.8450980400142568
0,332945872,1,69331,0.0
0,332945898,11,46212,1.041392685158225
0,332946375,1,39062,0.0
0,332946938,1,23307,0.0
0,332947522,5,11872,0.6989700043360189
0,332947738,3,1813,0.47712125471966244
0,332949155,55,1391730,1.7403626894942439
0,332949627,5,151748,0.6989700043360189
0,332950328,6,9302,0.7781512503836436
0,332951086,4,163174,0.6020599913279624
0,332951268,1,609,0.0
0,332962331,3,550918,0.47712125471966244
0,332962547,3,35531,0.47712125471966244
0,332962687,1,21468,0.0
0,332963248,6,95653,0.7781512503836436
0,332963651,15,2279601,1.1760912590556813
0,332964493,2,6841,0.3010299956639812
0,332964675,1,2364,0.0
0,332965896,13,43834,1.1139433523068367
0,332976307,18,1511764,1.255272505103306
0,332976406,5,1028831,0.6989700043360189
0,332976745,2,12920,0.3010299956639812
0,332977057,74,4529502,1.8692317197309762
0,332977644,2,667,0.3010299956639812
0,332977693,12,895633,1.0791812460476249
0,332978162,1,22897,0.0
0,332978485,13,3678645,1.1139433523068367
0,332986793,2,4730,0.3010299956639812
0,332987171,4,31897,0.6020599913279624
0,332987205,1,63749,0.0
0,332987247,1,1501,0.0
0,332988476,1,8820,0.0
0,332988906,1,1849,0.0
0,332988997,1,1006,0.0
0,332989193,4,33128,0.6020599913279624
0,332989953,3,12928943,0.47712125471966244
0,333003747,1,5707,0.0
0,333003846,20,74077,1.3010299956639813
0,333004968,11,76994,1.041392685158225
0,333005072,10,167802,1.0
0,333006815,1,36873,0.0
0,333016145,3,38159,0.47712125471966244
0,333019024,1,1422,0.0
0,333020600,33,174808,1.5185139398778875
0,333021756,7,1652409,0.8450980400142568
0,333022465,9,182538,0.9542425094393249
0,333023919,4,207478,0.6020599913279624
0,333024008,7,101448,0.8450980400142568
0,333032381,8,171780,0.9030899869919435
0,333033884,2,10777,0.3010299956639812
0,333034429,2,611225,0.3010299956639812
0,333034437,16,126932,1.2041199826559248
0,333034916,8,15518,0.9030899869919435
0,333035012,1,3077,0.0
0,333046480,25,3013471,1.3979400086720377
0,333046712,32,749028,1.505149978319906
0,333049724,1,394,0.0
0,333050284,3,3654998,0.47712125471966244
0,333059772,6,10795,0.7781512503836436
0,333059814,1,159538,0.0
0,333060150,34,392207,1.5314789170422551
0,333060358,12,342534,1.0791812460476249
0,333061604,2,31288,0.3010299956639812
0,333061711,15,210373,1.1760912590556813
0,333061737,1,23641,0.0
0,333061836,2,780,0.3010299956639812
0,333062123,2,28108,0.3010299956639812
0,333072536,9,453626,0.9542425094393249
0,333072817,2,144634,0.3010299956639812
0,333074250,11,6718503,1.041392685158225
0,333074383,18,377521,1.255272505103306
0,333076248,13,137774,1.1139433523068367
0,333086528,4,3608,0.6020599913279624
0,333086536,9,704648,0.9542425094393249
0,333086692,3,2213,0.47712125471966244
0,333087294,13,1987469,1.1139433523068367
0,333087609,3,149146,0.47712125471966244
0,333087955,48,152229,1.6812412373755872
0,333087997,7,88700564,0.8450980400142568
0,333088987,1,4688,0.0
0,333089266,3,25693,0.47712125471966244
0,333089324,9,20820,0.9542425094393249
0,333097996,1,867,0.0
0,333098499,23,594076,1.3617278360175928
0,333099273,10,420129,1.0
0,333099927,55,1514634,1.7403626894942439
0,333101426,4,37121,0.6020599913279624
0,333104925,6,90811,0.7781512503836436
0,333109924,4,6520218,0.6020599913279624
0,333109932,1,990,0.0
0,333110559,4,100254,0.6020599913279624
0,333110708,7,1152762,0.8450980400142568
0,333120434,3,432581,0.47712125471966244
0,333120772,22,30454,1.3424226808222062
0,333121499,1,1562,0.0
0,333122026,53,689842,1.7242758696007892
0,333122117,8,129869,0.9030899869919435
0,333122174,1,139867,0.0
0,333132421,1,47618,0.0
0,333133817,1,129,0.0
0,333134203,10,99082,1.0
0,333135150,3,51179,0.47712125471966244
0,333135341,5,476067,0.6989700043360189
0,333135655,7,86251,0.8450980400142568
0,333135754,413,4546990,2.615950051656401
0,333136174,2,11503,0.3010299956639812
0,333136331,15,117528,1.1760912590556813
0,333139194,19,401372,1.2787536009528289
0,333145183,11,315787,1.041392685158225
0,333146868,11,1854371,1.041392685158225
0,333147163,4,39385,0.6020599913279624
0,333147189,5,3433,0.6989700043360189
0,333147643,13,713885,1.1139433523068367
0,333147916,12,75217,1.0791812460476249
0,333149573,5,50261,0.6989700043360189
0,333158269,28,996833,1.4471580313422192
0,333158277,2,670828,0.3010299956639812
0,333159523,10,1674359,1.0
0,333160190,7,272873,0.8450980400142568
0,333160695,1,32014,0.0
0,333161164,32,266786,1.505149978319906
0,333170280,37,2000321,1.568201724066995
0,333170330,5,202064,0.6989700043360189
0,333171049,1,4360,0.0
0,333171197,8,7389,0.9030899869919435
0,333172385,2,17722,0.3010299956639812
0,333172567,21,1502852,1.3222192947339193
0,333176964,2,18954,0.3010299956639812
0,333179836,1,7575,0.0
0,333185833,6,2023767,0.7781512503836436
0,333187649,1,7289,0.0
0,333188225,7,29813,0.8450980400142568
0,333190296,44,357814,1.6434526764861874
0,333191443,4,347095,0.6020599913279624
0,333192094,2,51083,0.3010299956639812
0,333192656,35,1140895,1.5440680443502757
0,333196947,8,153361,0.9030899869919435
0,333201937,5,22529,0.6989700043360189
0,333202083,9,4169724,0.9542425094393249
0,333202919,2,4571,0.3010299956639812
0,333203032,8,1352000,0.9030899869919435
0,333203909,9,257989,0.9542425094393249
0,333204576,67,1190305,1.8260748027008264
0,333211621,1,70233,0.0
0,333213346,3,9530,0.47712125471966244
0,333213882,10,172155,1.0
0,333214070,4,54477,0.6020599913279624
0,333214591,3,313845,0.47712125471966244
0,333221349,3,22751,0.47712125471966244
0,333221992,4,192823,0.6020599913279624
0,333222214,9,219933,0.9542425094393249
0,333222321,2,22425,0.3010299956639812
0,333222685,36,1941241,1.5563025007672873
0,333223402,23,129526,1.3617278360175928
0,333231736,1,457,0.0
0,333231876,3,15542,0.47712125471966244
0,333232205,3,11944,0.47712125471966244
0,333232437,2,9002,0.3010299956639812
0,333233112,7,748441,0.8450980400142568
0,333233385,40,925849,1.6020599913279625
0,333233518,22,63714618,1.3424226808222062
0,333233559,4,86536,0.6020599913279624
0,333238780,1,7088,0.0
0,333242873,9,708476,0.9542425094393249
0,333243244,3,2395527,0.47712125471966244
0,333244622,6,8015297,0.7781512503836436
0,333244796,10,9168862,1.0
0,333244879,52,979772,1.7160033436347992
0,333245504,16,89409,1.2041199826559248
0,333245728,1,838510,0.0
0,333245900,5,7325,0.6989700043360189
0,333246015,18,774127,1.255272505103306
0,333252989,1,15898,0.0
0,333254589,43,2678203,1.6334684555795866
0,333256295,59,86604,1.7708520116421442
0,333257053,17,145207,1.2304489213782739
0,333257905,10,72834048,1.0
0,333258580,2,43346,0.3010299956639812
0,333263846,62,1745514,1.792391689498254
0,333263986,5,27717,0.6989700043360189
0,333264364,1,17532,0.0
0,333264885,3,6061,0.47712125471966244
0,333265288,8,33221,0.9030899869919435
0,333265999,1,1814,0.0
0,333266765,3,32341,0.47712125471966244
0,333266823,23,148706,1.3617278360175928
0,333266880,4,5534,0.6020599913279624
0,333267961,152,1286441,2.1818435879447726
0,333274579,2,250963,0.3010299956639812
0,333274967,1,18782,0.0
0,333276483,12,323907,1.0791812460476249
0,333285658,5,47303,0.6989700043360189
0,333286706,8,6499201,0.9030899869919435
0,333286763,30,44817,1.4771212547196624
0,333296044,15,791582,1.1760912590556813
0,333296382,6,173034,0.7781512503836436
0,333297299,4,2224236,0.6020599913279624
0,333297760,1,518,0.0
0,333301786,1,38988,0.0
0,333302081,1,29389,0.0
0,333305159,1,386918,0.0
0,333305647,21,4324269,1.3222192947339193
0,333306124,1,4116,0.0
0,333307288,26,5797341,1.414973347970818
0,333308211,2,70016,0.3010299956639812
0,333308278,3,16460,0.47712125471966244
0,333308419,12,699545,1.0791812460476249
0,333314532,5,206401,0.6989700043360189
0,333314649,2,376059,0.3010299956639812
0,333314722,12,26321998,1.0791812460476249
0,333320521,7,73343,0.8450980400142568
0,333322782,22,115866,1.3424226808222062
0,333325595,1,1318,0.0
0,333329456,3,122493,0.47712125471966244
0,333329654,6,41548,0.7781512503836436
0,333329969,17,161715,1.2304489213782739
0,333337814,1,3599,0.0
0,333343663,24,5677279,1.380211241711606
0,333344125,1,13181,0.0
0,333344281,46,192378,1.662757831681574
0,333344844,44,1266122,1.6434526764861874
0,333345577,13,88759,1.1139433523068367
0,333353738,43,21106644,1.6334684555795866
0,333354603,7,15587,0.8450980400142568
0,333361947,1,8385,0.0
0,333363323,1,4322,0.0
0,333364354,1,42,0.0
0,333373611,27,1820219,1.4313637641589874
0,333383990,4,58825,0.6020599913279624
0,333384444,4,111072,0.6020599913279624
0,333384576,1,1770027,0.0
0,333385037,1,75975,0.0
0,333385250,1,8968,0.0
0,333385706,8,183183,0.9030899869919435
0,333385896,3,96744,0.47712125471966244
0,333391050,3,110695,0.47712125471966244
0,333393619,1,19056,0.0
0,333393635,12,1066855,1.0791812460476249
0,333401180,7,335528,0.8450980400142568
0,333401339,6,124055,0.7781512503836436
0,333401628,8,379535,0.9030899869919435
0,333402238,37,8982427,1.568201724066995
0,333402634,1,1557021,0.0
0,333417004,11,45428,1.041392685158225
0,333424380,4,4352,0.6020599913279624
0,333425981,1,6993,0.0
0,333428670,16,500593,1.2041199826559248
0,333429967,4,158073,0.6020599913279624
0,333430023,45,243558,1.6532125137753437
0,333430114,12,8417751,1.0791812460476249
0,333431633,1,238743,0.0
0,333431831,25,374163,1.3979400086720377
0,333432466,2,3172,0.3010299956639812
0,333432508,3,33640,0.47712125471966244
0,333432615,1,7257,0.0
0,333432789,15,293322,1.1760912590556813
0,333433225,1,40961,0.0
0,333433480,3,75106,0.47712125471966244
0,333433522,5,17817,0.6989700043360189
0,333433647,13,19374861,1.1139433523068367
0,333435550,89,3986994,1.9493900066449128
0,333435642,29,1000424,1.462397997898956
0,333435782,3,962201,0.47712125471966244
0,333436418,9,437717,0.9542425094393249
0,333437887,1,337,0.0
0,333450443,7,166994,0.8450980400142568
0,333450476,16,167103,1.2041199826559248
0,333450625,12,471644,1.0791812460476249
0,333453058,360,8108434,2.5563025007672873
0,333454148,5,1256659,0.6989700043360189
0,333454338,6,113469,0.7781512503836436
0,333454387,40,767445,1.6020599913279625
0,333454924,14,408484,1.146128035678238
0,333464519,3,59454,0.47712125471966244
0,333464857,6,102461,0.7781512503836436
0,333465334,9,35793,0.9542425094393249
0,333465839,3,16024,0.47712125471966244
0,333466670,34,108508,1.5314789170422551
0,333466738,8,26923,0.9030899869919435
0,333469682,7,1219749,0.8450980400142568
0,333471142,2,55704,0.3010299956639812
0,333483170,4,86922,0.6020599913279624
0,333484566,2,12678,0.3010299956639812
0,333485274,17,3561437,1.2304489213782739
0,333487080,7,62073,0.8450980400142568
0,333489177,25,11572555,1.3979400086720377
0,333489870,18,1488468,1.255272505103306
0,333489953,4,764507,0.6020599913279624
0,333492619,1,3131,0.0
0,333500460,8,42358,0.9030899869919435
0,333501245,26,132373,1.414973347970818
0,333501682,5,171439,0.6989700043360189
0,333502573,21,44207,1.3222192947339193
0,333502581,23,366552,1.3617278360175928
0,333502813,1,329,0.0
0,333504041,6,541264,0.7781512503836436
0,333509453,3,15035,0.47712125471966244
0,333511830,11,731293,1.041392685158225
0,333512507,5,49746,0.6989700043360189
0,333513299,2,395,0.3010299956639812
0,333513919,41,1951079,1.6127838567197355
0,333514271,2,6219,0.3010299956639812
0,333519122,18,6366658,1.255272505103306
0,333519577,4,365308,0.6020599913279624
0,333520468,2,58699,0.3010299956639812
0,333523314,1,1692,0.0
0,333527877,5,34692,0.6989700043360189
0,333529840,1,21947,0.0
0,333532984,1,1189416,0.0
0,333533073,1,44256,0.0
0,333533107,3,499,0.47712125471966244
0,333533115,3,623754,0.47712125471966244
0,333533586,1,68016,0.0
0,333533594,3,8440,0.47712125471966244
0,333533701,7,16434,0.8450980400142568
0,333534592,5,232423,0.6989700043360189
0,333534642,3,9387,0.47712125471966244
0,333541381,16,175363,1.2041199826559248
0,333542157,17,247691,1.2304489213782739
0,333554004,5,40592,0.6989700043360189
0,333554111,4,329694,0.6020599913279624
0,333555902,2,668964,0.3010299956639812
0,333556157,1,45579,0.0
0,333556405,3,88039,0.47712125471966244
0,333556926,1,24279,0.0
0,333557429,6,2957403,0.7781512503836436
0,333557577,2,9358,0.3010299956639812
0,333564771,67,5231369,1.8260748027008264
0,333565570,4,16879,0.6020599913279624
0,333565844,14,17771283,1.146128035678238
0,333566727,5,175745,0.6989700043360189
0,333566974,101,248558,2.0043213737826426
0,333567998,22,78249,1.3424226808222062
0,333573608,5,204837,0.6989700043360189
0,333573616,10,470800,1.0
0,333573897,6,39695,0.7781512503836436
0,333574069,3,253514,0.47712125471966244
0,333574200,7,750081,0.8450980400142568
0,333575611,3,7750,0.47712125471966244
0,333576650,2,3173,0.3010299956639812
0,333580603,3,61383,0.47712125471966244
0,333582518,3,6333,0.47712125471966244
0,333582617,1,42159,0.0
0,333584753,18,70300,1.255272505103306
0,333584779,3,42604,0.47712125471966244
0,333585255,1,5419,0.0
0,333591162,4,10530593,0.6020599913279624
0,333592269,10,26811,1.0
0,333592400,2,8488,0.3010299956639812
0,333592566,1,865036,0.0
0,333593317,3,75710,0.47712125471966244
0,333600393,11,15445,1.041392685158225
0,333601052,5,170641,0.6989700043360189
0,333601532,7,77233,0.8450980400142568
0,333603892,2,838166,0.3010299956639812
0,333611150,2,82419,0.3010299956639812
0,333614899,8,1544963,0.9030899869919435
0,333618387,5,68244,0.6989700043360189
0,333620839,1,2041,0.0
0,333621068,70,945701,1.845098040014257
0,333621134,41,8713827,1.6127838567197355
0,333621175,1,1277,0.0
0,333622140,16,3143510,1.2041199826559248
0,333622637,10,431923,1.0
0,333632099,2,30048,0.3010299956639812
0,333632461,1,14528,0.0
0,333633329,7,753236,0.8450980400142568
0,333633378,101,2513896,2.0043213737826426
0,333634061,79,258399,1.8976270912904414
0,333634947,2,2749,0.3010299956639812
0,333636306,4,23000,0.6020599913279624
0,333643286,12,28252,1.0791812460476249
0,333644185,1,893,0.0
0,333645000,19,225287,1.2787536009528289
0,333645166,4,62678,0.6020599913279624
0,333645364,1,3507,0.0
0,333646578,15,186005,1.1760912590556813
0,333655660,3,88646,0.47712125471966244
0,333657765,1,8321,0.0
0,333658128,95,3715267,1.9777236052888478
0,333659282,1,29862,0.0
0,333659415,24,314045,1.380211241711606
0,333661080,1,6632,0.0
0,333661122,7,140475,0.8450980400142568
0,333674398,54,97895,1.7323937598229686
0,333684124,24,1524035,1.380211241711606
0,333684256,3,95395,0.47712125471966244
0,333686723,22,79325,1.3424226808222062
0,333696169,555,5423091,2.7442929831226763
0,333697373,4,1783,0.6020599913279624
0,333698454,5,36471,0.6989700043360189
0,333698660,5,16612,0.6989700043360189
0,333707669,53,2072896,1.7242758696007892
0,333708188,2,26678,0.3010299956639812
0,333708477,3,1717172,0.47712125471966244
0,333708949,5,5930,0.6989700043360189
0,333708998,1,1220,0.0
0,333710275,18,5490758,1.255272505103306
0,333710374,3,55140,0.47712125471966244
0,333712859,1,10561,0.0
0,333715795,5,18654,0.6989700043360189
0,333720076,47,252612,1.6720978579357175
0,333721124,1,511,0.0
0,333721462,1,55520,0.0
0,333721975,23,4581365,1.3617278360175928
0,333722239,11,181264,1.041392685158225
0,333722320,10,53036,1.0
0,333722700,4,63569,0.6020599913279624
0,333733475,5,119044,0.6989700043360189
0,333735397,2,10033,0.3010299956639812
0,333735546,10,2832120,1.0
0,333746550,19,417610,1.2787536009528289
0,333746659,8,193629,0.9030899869919435
0,333746824,6,164455,0.7781512503836436
0,333747475,1,676718,0.0
0,333747905,7,57750,0.8450980400142568
0,333748101,3,377970,0.47712125471966244
0,333748770,5,55107,0.6989700043360189
0,333748846,1,919307,0.0
0,333749539,79,380639,1.8976270912904414
0,333749984,42,210759,1.6232492903979006
0,333749992,153,6622837,2.184691430817599
0,333751097,10,1231207,1.0
0,333759736,9,423033,0.9542425094393249
0,333760171,2,4485,0.3010299956639812
0,333760734,3,128486,0.47712125471966244
0,333760890,10,490631,1.0
0,333761252,10,46431,1.0
0,333762342,165,144570,2.2174839442139063
0,333771830,4,21079,0.6020599913279624
0,333772101,5,80774,0.6989700043360189
0,333772358,23,408962,1.3617278360175928
0,333773729,2,45374,0.3010299956639812
0,333773984,1,1555,0.0
0,333774131,87,5942993,1.9395192526186185
0,333776987,22,51673,1.3424226808222062
0,333780039,12,40494,1.0791812460476249
0,333782936,18,272560,1.255272505103306
0,333784155,12,5495849,1.0791812460476249
0,333784262,7,163378,0.8450980400142568
0,333784585,1,10372,0.0
0,333785210,1,402548,0.0
0,333786580,2,113670,0.3010299956639812
0,333786705,4,38301,0.6020599913279624
0,333794618,1,3018,0.0
0,333799542,1,23900,0.0
0,333800373,21,2793347,1.3222192947339193
0,333800845,4,1272224,0.6020599913279624
0,333800951,4,12490,0.6020599913279624
0,333801009,60,1213951,1.7781512503836436
0,333801991,2,45502,0.3010299956639812
0,333802767,20,3507359,1.3010299956639813
0,333806826,4,61003,0.6020599913279624
0,333811081,14,84434,1.146128035678238
0,333811313,6,121152,0.7781512503836436
0,333811453,6,11165,0.7781512503836436
0,333811644,1,124536,0.0
0,333811651,1,217612,0.0
0,333813251,4,59915,0.6020599913279624
0,333813442,11,65464,1.041392685158225
0,333821551,39,857238,1.591064607026499
0,333821726,3,73177,0.47712125471966244
0,333822187,4,295059,0.6020599913279624
0,333822195,1,4601,0.0
0,333822245,22,324686,1.3424226808222062
0,333822278,37,283528,1.568201724066995
0,333822641,51,2637070,1.7075701760979363
0,333822948,49,193433,1.6901960800285136
0,333823250,15,59126,1.1760912590556813
0,333823730,1,6516,0.0
0,333824043,1,219957,0.0
0,333824407,8,25549,0.9030899869919435
0,333832384,22,3150045,1.3424226808222062
0,333832434,15,840169,1.1760912590556813
0,333832970,2,10369,0.3010299956639812
0,333833002,20,877275,1.3010299956639813
0,333834562,192,213176353,2.2833012287035497
0,333843118,1,60980,0.0
0,333844843,41,3511904,1.6127838567197355
0,333845154,8,3712477,0.9030899869919435
0,333845360,31,3641782,1.4913616938342726
0,333845956,1,90707,0.0
0,333846137,12,2559681,1.0791812460476249
0,333846194,2,1471040,0.3010299956639812
0,333846798,44,93834,1.6434526764861874
0,333850071,2,18318,0.3010299956639812
0,333855096,37,198470,1.568201724066995
0,333855617,4,52237,0.6020599913279624
0,333855807,12,354161,1.0791812460476249
0,333857761,3,616415,0.47712125471966244
0,333859825,1,1774,0.0
0,333867463,3,38013,0.47712125471966244
0,333868131,1,2973,0.0
0,333869212,6,68116,0.7781512503836436
0,333869485,19,220482,1.2787536009528289
0,333871432,1,6538,0.0
0,333882041,225,667145,2.3521825181113627
0,333882116,1,5012,0.0
0,333882207,2,1149642,0.3010299956639812
0,333882421,3,130439,0.47712125471966244
0,333883924,4,32436,0.6020599913279624
0,333884294,2,16364,0.3010299956639812
0,333884302,65,631989,1.8129133566428555
0,333884740,8,1315208,0.9030899869919435
0,333892982,2,33636,0.3010299956639812
0,333897536,11,42488,1.041392685158225
0,333902138,7,507988,0.8450980400142568
0,333902740,21,216031,1.3222192947339193
0,333903649,12,485846,1.0791812460476249
0,333905586,5,246077,0.6989700043360189
0,333905602,1,356670,0.0
0,333906113,41,331336,1.6127838567197355
0,333908846,3,438614,0.47712125471966244
0,333912764,5,910070,0.6989700043360189
0,333913143,2,314997,0.3010299956639812
0,333913903,3,631876,0.47712125471966244
0,333914604,1,3113,0.0
0,333914661,1,2786,0.0
0,333914760,1,1343390,0.0
0,333916369,3,21149,0.47712125471966244
0,333916385,3,878970,0.47712125471966244
0,333916799,1,19150,0.0
0,333925121,3,2959,0.47712125471966244
0,333925246,2,122344,0.3010299956639812
0,333925733,19,325409,1.2787536009528289
0,333926582,3,110553,0.47712125471966244
0,333926830,2,23523,0.3010299956639812
0,333927465,3,318909,0.47712125471966244
0,333927499,2,6905,0.3010299956639812
0,333928646,2,3239,0.3010299956639812
0,333938215,4,306797,0.6020599913279624
0,333938504,1,113059,0.0
0,333938884,74,4349056,1.8692317197309762
0,333939007,8,1787118,0.9030899869919435
0,333939890,5,15520,0.6989700043360189
0,333939916,21,4855311,1.3222192947339193
0,333940484,14,219034,1.146128035678238
0,333940583,1,7263,0.0
0,333940674,4,169375,0.6020599913279624
0,333941490,4,563022,0.6020599913279624
0,333944494,9,14939,0.9542425094393249
0,333944858,6,407798,0.7781512503836436
0,333948172,15,550531,1.1760912590556813
0,333952026,1,2686,0.0
0,333952034,1,323381,0.0
0,333952927,2,39809,0.3010299956639812
0,333953842,216,26083076,2.3344537511509307
0,333953891,11,339577,1.041392685158225
0,333955573,20,626622,1.3010299956639813
0,333955912,1,7038,0.0
0,333956282,2,26799,0.3010299956639812
0,333958874,1,6786,0.0
0,333961159,1,11888,0.0
0,333963544,4,33960,0.6020599913279624
0,333963809,4,12995,0.6020599913279624
0,333964294,4,59368,0.6020599913279624
0,333965747,9,412459,0.9542425094393249
0,333966117,15,4078314,1.1760912590556813
0,333966828,2,8138,0.3010299956639812
0,333974046,4,304171,0.6020599913279624
0,333974491,7,149385,0.8450980400142568
0,333974657,36,229741,1.5563025007672873
0,333975431,1,16558,0.0
0,333975662,15,101882,1.1760912590556813
0,333977338,1,2922,0.0
0,333977593,35,554253,1.5440680443502757
0,333985562,2,5523,0.3010299956639812
0,333986479,1,12806,0.0
0,333986974,2,115863,0.3010299956639812
0,333996304,29,1612913,1.462397997898956
0,333996866,1,4628,0.0
0,333997096,4,23899,0.6020599913279624
0,333997260,1,4266,0.0
0,333997419,68,180112,1.8325089127062364
0,333997955,5,340750,0.6989700043360189
0,333997989,1,16962,0.0
0,333998870,1,2028,0.0
0,334009164,24,41014527,1.380211241711606
0,334010154,17,64245,1.2304489213782739
0,334023769,6,11666,0.7781512503836436
0,334024056,107,2245844,2.0293837776852097
0,334024130,2,48690,0.3010299956639812
0,334027083,1,23278,0.0
0,334027166,4,31626,0.6020599913279624
0,334027851,4,895839,0.6020599913279624
0,334027992,441,5743877,2.6444385894678386
0,334028644,1,403607,0.0
0,334038783,2,19665,0.3010299956639812
0,334040094,6,215347,0.7781512503836436
0,334040276,6,584867,0.7781512503836436
0,334041647,3,58732,0.47712125471966244
0,334041951,1,13766,0.0
0,334042637,8,466798,0.9030899869919435
0,334043072,1,11036,0.0
0,334052073,6,33966,0.7781512503836436
0,334052479,8,10494,0.9030899869919435
0,334052859,15,103442,1.1760912590556813
0,334053527,46,266686,1.662757831681574
0,334054723,70,839441,1.845098040014257
0,334054814,10,374093,1.0
0,334055183,1,11733,0.0
0,334057361,1,305,0.0
0,334057619,6,560820,0.7781512503836436
0,334066321,14,114126,1.146128035678238
0,334067535,7,1054074,0.8450980400142568
0,334068137,30,248710,1.4771212547196624
0,334068954,2,1189168,0.3010299956639812
0,334072048,6,51605,0.7781512503836436
0,334076486,1,65669,0.0
0,334076742,16,4704395,1.2041199826559248
0,334078052,2,376800,0.3010299956639812
0,334084159,5,15465,0.6989700043360189
0,334087566,5,282864,0.6989700043360189
0,334087996,11,156865,1.041392685158225
0,334088374,15,873539,1.1760912590556813
0,334089752,5,826940,0.6989700043360189
0,334093713,1,527,0.0
0,334098340,36,7148596,1.5563025007672873
0,334100013,5,21488,0.6989700043360189
0,334100674,44,1582362,1.6434526764861874
0,334105004,3,160703,0.47712125471966244
0,334108347,5,36083,0.6989700043360189
0,334111820,3,128975,0.47712125471966244
0,334118924,23,170262,1.3617278360175928
0,334119781,1,96424,0.0
0,334120078,1,69359,0.0
0,334120110,7,225811,0.8450980400142568
0,334120508,3,172635,0.47712125471966244
0,334121159,3,7760,0.47712125471966244
0,334126018,1,12983,0.0
0,334129103,2,4287915,0.3010299956639812
0,334129517,1,470,0.0
0,334130127,3,95305,0.47712125471966244
0,334130267,1,27807,0.0
0,334132149,3,18901,0.47712125471966244
0,334139193,5,97039,0.6989700043360189
0,334140167,4,627520,0.6020599913279624
0,334141280,2,287,0.3010299956639812
0,334147220,10,55743,1.0
0,334148293,17,47354,1.2304489213782739
0,334148764,12,236829,1.0791812460476249
0,334148996,3,66557,0.47712125471966244
0,334149028,62,1081595,1.792391689498254
0,334149127,11,1206050,1.041392685158225
0,334149549,9,287067,0.9542425094393249
0,334150497,22,294820,1.3424226808222062
0,334150810,3,1003903,0.47712125471966244
0,334150935,5,84624,0.6989700043360189
0,334158680,2,7814,0.3010299956639812
0,334160413,13,132956,1.1139433523068367
0,334160512,251,195605,2.399673721481038
0,334160660,1,848,0.0
0,334160736,3,54829,0.47712125471966244
0,334160819,9,398245,0.9542425094393249
0,334161221,13,1145814,1.1139433523068367
